,x,y,type,side,board,comp_idx
0,18.5,384.65,1,0,0,[0]
1,24.17,373.115,0,0,0,"[88, 423, 418, 87, 450, 335, 22]"
2,22.49,323.125,0,0,0,"[89, 111, 233, 266, 253, 459, 326, 513, 359, 365, 38, 194, 81]"
3,67.72,334.115,0,0,0,"[261, 543, 351, 477, 310, 597, 11, 57, 20, 137, 373, 599, 210, 454, 252, 561, 224, 524, 275, 631, 191]"
4,73.01,375.31,0,0,0,"[200, 557, 560, 314, 47, 145, 537, 428, 93, 414, 118, 77, 278, 444, 388, 397, 70, 566, 469]"
5,114.455,371.675,0,0,0,"[466, 395, 316, 594, 189, 479, 122]"
6,164.38,371.14,0,0,0,"[565, 596, 130, 614, 516, 186, 244, 15]"
7,213.8,369.73,0,0,0,"[174, 307, 206, 64, 96, 421, 431, 312]"
8,251.45,341.775,0,0,0,"[577, 217, 391, 125, 282, 76, 83, 356, 46, 159, 463]"
9,204.285,326.89,0,0,0,"[636, 201, 378, 187, 32, 271, 134, 163, 100, 405, 384, 175, 420, 34]"
10,188.535,291.715,0,0,0,"[234, 464, 400, 25, 510, 369, 304, 164]"
11,148.3,310.465,0,0,0,"[474, 1, 430, 541, 256, 208, 254, 220, 416, 344, 146]"
12,118.9,322.855,0,0,0,"[283, 341, 575, 572, 229, 40, 28, 131, 267, 545, 144, 609]"
13,66.605,280.985,0,0,0,"[195, 618, 598, 529, 347, 202, 493, 279]"
14,73.955,272.93,0,0,0,"[300, 228, 180]"
15,24.365,275.19,0,0,0,"[52, 622, 445, 238, 589, 257, 103, 470, 99, 480, 585, 135, 215, 104, 92, 380, 515, 106, 382, 80, 177, 286]"
16,21.465,225.74,0,0,0,"[31, 223, 399, 258, 492, 18, 532]"
17,16.07,192.74,0,0,0,"[546, 297, 519, 586]"
18,24.33,154.675,0,0,0,"[462, 446, 611, 170, 443, 324, 615]"
19,32.045,112.1,0,0,0,"[157, 460, 98]"
20,25.55,84.595,0,0,0,"[287, 616, 505, 536, 542, 485, 265, 453, 550, 592]"
21,21.325,26.34,0,0,0,"[214, 133, 540, 483]"
22,76.02,21.17,0,0,0,"[311, 533, 132, 154, 142, 354, 518]"
23,72.28,70.845,0,0,0,"[327, 284, 582, 591, 295, 467, 587]"
24,110.84,75.39,0,0,0,"[172, 336, 178, 320, 473]"
25,134.43,22.68,0,0,0,"[593, 185, 270, 260, 478, 381, 259, 449, 409]"
26,171.095,31.22,0,0,0,"[626, 435, 508, 564, 434]"
27,222.25,24.76,0,0,0,"[313, 305, 91, 94, 59, 242]"
28,261.75,32.16,0,0,0,"[503, 563, 625, 520, 212, 465]"
29,305.94,21.21,0,0,0,"[196, 432, 471, 415, 455, 60]"
30,322.175,65.81,0,0,0,"[579, 109, 86, 551, 158, 468]"
31,366.13,73.09,0,0,0,"[433, 323, 117, 425]"
32,352.59,22.125,0,0,0,"[95, 554, 199, 634, 197, 569, 578, 372]"
33,405.045,21.005,0,0,0,"[303, 438, 348, 204, 119, 129, 456, 213]"
34,409.325,80.165,0,0,0,"[226, 507, 75, 523, 276]"
35,406.42,131.285,0,0,0,"[330, 411, 624, 386, 308, 181]"
36,393.865,173.888,0,0,0,"[33, 370, 16]"
37,393.865,197.395,0,0,0,"[33, 288, 280]"
38,402.62,242.245,0,0,0,"[357, 627, 140, 452, 309, 53, 338, 506, 173, 621]"
39,406.25,287.475,0,0,0,"[5, 497, 19, 79, 329, 352, 147, 183, 84, 619, 436, 595, 406, 315]"
40,405.575,329.455,0,0,0,"[241, 298, 317, 176, 136, 498, 482, 301, 426, 362, 526, 630, 126, 371]"
41,407.745,367.6,0,0,0,"[193, 484, 322, 63, 539, 66, 383, 581]"
42,350.835,357.06,0,0,0,"[590, 408, 332, 604, 555]"
43,302.835,376.515,0,0,0,"[437, 30, 439, 23, 360, 296, 387]"
44,300.97,322.795,0,0,0,"[250, 36, 165, 547, 74, 429, 274, 73, 394]"
45,364.51,312.07,0,0,0,"[410, 487, 69, 375, 8, 396, 45]"
46,353.795,268.335,0,0,0,"[10, 281, 538, 235, 49, 90, 14]"
47,345.235,220.96,0,0,0,"[530, 502, 556, 424, 531, 115]"
48,352.625,199.08,0,0,0,"[162, 603, 522]"
49,334.9,163.17,0,0,0,"[580, 494, 442, 633, 605, 486, 385]"
50,351.05,118.815,0,0,0,"[342, 549, 617, 559]"
51,300.275,113.3,0,0,0,"[504, 190, 606, 333, 293, 246, 574, 48, 243]"
52,279.305,129.95,0,0,0,"[105, 54, 58, 7, 205, 412, 149]"
53,266.315,152.6,0,0,0,"[225, 367, 576, 558, 610, 325, 544, 623]"
54,290.975,197.115,0,0,0,"[629, 9, 231, 319, 489]"
55,280.77,243.27,0,0,0,"[393, 302, 35, 222, 517, 41, 153, 273, 607, 13]"
56,269.61,291.63,0,0,0,"[413, 156, 552, 294, 239, 500, 350, 6]"
57,233.06,298.13,0,0,0,"[161, 571, 51, 247, 42, 120, 427, 121, 389]"
58,232.26,241.7,0,0,0,"[112, 123, 56, 198, 232, 368, 160, 237, 331, 491, 588]"
59,241.815,197.32,0,0,0,"[101, 340, 102, 82, 422, 290, 511]"
60,198.78,198.05,0,0,0,"[268, 568, 361, 211, 272, 55]"
61,190.92,239.185,0,0,0,"[188, 584, 2, 401, 97, 451, 376, 612]"
62,158.375,244.83,0,0,0,"[152, 476, 167, 262, 61, 407, 216, 472, 291, 240, 567, 447, 67, 458]"
63,145.17,265.74,0,0,0,"[255, 114, 148, 334, 600, 138, 613, 608, 85, 219, 475, 44]"
64,105.485,265.315,0,0,0,"[488, 43, 490, 236, 78, 527, 299, 553]"
65,101.375,226.05,0,0,0,"[277, 184, 107, 141, 62, 509]"
