,x,y,type,side,board,comp_idx
0,202.09,258.5,1,0,0,[0]
1,185.63,232.96,0,0,0,"[154, 247, 21, 296, 365, 166, 322]"
2,179.05,194.425,0,0,0,"[377, 138, 270, 1, 212, 114, 230, 93, 163, 208, 276, 174, 334, 268]"
3,184.37,164.93,0,0,0,"[130, 111, 355, 134, 50, 135, 188, 81, 249, 15, 271, 162]"
4,178.44,127.335,0,0,0,"[237, 290, 68, 36, 184, 299, 214, 263, 102, 374]"
5,146.73,154.06,0,0,0,"[388, 198, 85, 347, 323, 292, 384, 3, 151, 251, 139, 301, 97, 207, 373, 80, 295, 137]"
6,141.825,133.38,0,0,0,"[143, 126, 32]"
7,145.655,110.01,0,0,0,"[367, 125, 232, 64]"
8,161.875,87.67,0,0,0,"[51, 310, 385, 300, 361, 101, 42]"
9,154.165,55.635,0,0,0,"[272, 47, 40, 49, 89, 352, 108, 176, 252]"
10,191.545,53.37,0,0,0,"[44, 91]"
11,184.865,35.725,0,0,0,"[281, 57, 380, 326, 262, 26, 261, 148, 328, 313, 382, 141]"
12,145.41,19.965,0,0,0,"[103, 140, 248, 167, 344, 269, 22, 324]"
13,122.36,12.445,0,0,0,"[90, 266, 256, 23, 142, 331]"
14,93.245,16.58,0,0,0,"[275, 71, 234, 358, 160, 59, 213, 303, 288, 172, 17, 170, 277, 88, 106, 145, 159, 340]"
15,95.42,50.31,0,0,0,"[180, 353, 169, 327, 9, 218, 304, 112, 157, 376, 316, 312]"
16,122.385,56.485,0,0,0,"[366, 363, 297, 107, 16, 348]"
17,98.185,96.915,0,0,0,"[362, 153, 69, 185, 233, 87]"
18,83.485,84.925,0,0,0,"[79, 131, 41, 241, 133, 121, 109, 383, 164, 194]"
19,54.535,78.025,0,0,0,"[239, 333, 95, 5, 381, 283, 34, 155]"
20,57.105,48.755,0,0,0,"[73, 342, 48, 257, 329, 210, 20, 221, 286, 117, 190, 182, 330, 63]"
21,62.725,19.885,0,0,0,"[12, 196, 279, 302, 33, 246, 253, 371]"
22,20.395,19.5,0,0,0,"[343, 128, 94, 350, 318, 129, 96, 284, 227]"
23,18.95,60.205,0,0,0,"[195, 337, 14, 341, 192, 66, 345, 359, 189, 35]"
24,19.975,100.595,0,0,0,"[259, 76, 369, 173, 244, 179, 306, 349, 65, 375, 280, 339, 19, 254, 181, 58, 39]"
25,19.905,137.005,0,0,0,"[10, 24, 264, 104, 287, 8, 25, 235, 150, 206, 110, 84, 98, 74, 321, 294, 314, 158]"
26,18.48,172.85,0,0,0,"[70, 325, 225, 336, 346, 152, 29, 178, 364, 243, 52]"
27,17.875,210.025,0,0,0,"[224, 82, 186, 320, 149, 60]"
28,34.53,246.27,0,0,0,"[37, 54, 72, 197, 78, 319]"
29,57.77,237.095,0,0,0,"[236, 222, 38, 204, 220, 56, 211, 53, 119, 356, 255]"
30,93.62,239.245,0,0,0,"[43, 30, 7, 144, 372, 202, 161, 307, 203, 305, 175, 354]"
31,109.68,229.37,0,0,0,"[171, 229, 226, 379, 199, 105, 378, 156, 335, 258]"
32,84.375,202.805,0,0,0,"[146, 28, 136, 368, 231, 123, 83, 183, 223, 285, 360, 315, 6, 61, 219]"
33,49.435,201.065,0,0,0,"[27, 298, 351, 267, 165, 260, 2, 86, 240]"
34,56.68,166.905,0,0,0,"[357, 282, 75, 205, 120, 217, 124, 100, 4]"
35,62.57,131.225,0,0,0,"[215, 55, 127, 177, 216]"
36,56.725,116.375,0,0,0,"[13, 193, 187, 228, 147, 45, 46, 168, 31, 62]"
37,98.565,135.09,0,0,0,"[191, 115, 116, 122, 132, 201]"
38,98.595,167.645,0,0,0,"[273, 118, 274, 308, 92]"
39,119.26,182.635,0,0,0,"[291, 332, 18, 11, 209, 293, 278, 67, 387, 242]"
40,136.45,208.195,0,0,0,"[99, 245, 386, 77, 250, 370, 289]"
41,143.175,240.135,0,0,0,"[338, 317, 265, 311, 200, 238, 113, 309]"
