,name,tl_x,tl_y,br_x,br_y,step,array,array_group,type,sub_type,center,side,enable,board,mfov,offset_x,offset_y,z,body_condi,lead_condi
0,name,16.0,247.0,21.0,252.0,1,0,1,7,0,0,0,1,0,0,0,0,-1,2047,2047
1,name,120.13,200.64,130.68,213.44,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
2,name,30.31,10.58,32.29,12.84,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
3,name,60.79,100.54,61.81,114.22,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
4,name,80.68,140.58,89.27,146.93,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
5,name,70.66,130.36,76.32,131.59,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
6,name,20.51,40.6,23.55,48.33,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
7,name,50.41,230.69,51.68,240.53,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
8,name,40.46,80.48,41.5,82.59,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
9,name,100.51,10.6,103.19,15.62,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
10,name,120.73,40.73,127.98,42.7,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
11,name,120.14,180.32,128.92,181.32,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
12,name,110.75,190.86,124.23,194.95,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
13,name,30.53,0.23,35.26,4.32,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
14,name,60.67,30.67,64.59,33.18,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
15,name,20.72,20.4,35.25,30.26,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
16,name,30.67,50.77,37.06,60.76,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
17,name,80.28,160.31,81.58,171.95,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
18,name,10.32,60.57,19.66,70.04,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
19,name,70.25,180.6,79.78,191.73,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
20,name,80.84,150.08,85.23,158.5,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
21,name,90.26,10.59,94.09,12.65,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
22,name,10.35,10.38,14.46,14.13,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
23,name,0.07,240.29,3.06,241.47,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
24,name,130.89,240.25,131.9,242.16,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
25,name,30.72,80.7,44.08,85.27,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
26,name,70.19,90.87,76.9,93.12,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
27,name,70.28,30.2,76.37,31.96,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
28,name,80.45,80.46,85.13,81.85,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
29,name,100.38,70.34,113.54,71.48,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
30,name,100.76,90.7,104.93,93.1,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
31,name,100.76,80.89,108.42,83.4,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
32,name,100.15,220.87,107.09,226.24,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
33,name,70.92,210.64,83.32,211.67,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
34,name,90.72,40.28,95.8,43.15,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
35,name,20.68,50.59,30.61,61.32,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
36,name,0.62,220.78,7.13,227.61,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
37,name,50.31,180.11,64.92,188.26,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
38,name,30.76,170.51,34.98,178.64,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
39,name,20.15,140.26,25.08,151.39,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
40,name,110.2,30.64,113.25,31.66,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
41,name,80.08,220.66,81.13,234.64,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
42,name,60.86,240.61,66.65,245.83,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
43,name,40.9,140.74,43.28,143.17,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
44,name,120.44,100.27,121.62,104.14,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
45,name,100.39,210.58,103.65,212.18,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
46,name,60.65,120.29,70.75,127.07,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
47,name,100.26,230.91,102.59,239.49,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
48,name,90.48,230.93,99.5,241.23,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
49,name,80.24,10.41,86.73,12.16,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
50,name,60.17,110.66,68.23,114.13,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
51,name,130.53,20.37,141.36,24.97,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
52,name,50.91,120.14,52.31,133.84,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
53,name,130.31,70.81,137.66,78.3,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
54,name,10.51,190.12,14.67,193.1,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
55,name,0.28,130.76,13.82,134.84,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
56,name,70.79,100.41,72.03,114.77,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
57,name,20.27,80.07,29.65,82.02,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
58,name,20.69,230.94,25.86,238.48,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
59,name,70.55,240.78,72.72,241.99,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
60,name,80.65,180.43,111.52,229.27,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
61,name,130.84,120.49,133.15,123.96,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
62,name,50.37,240.07,58.8,242.21,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
63,name,20.65,90.93,35.37,95.0,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
64,name,50.82,50.09,60.86,54.05,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
65,name,40.71,50.22,41.93,55.77,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
66,name,110.84,210.4,125.05,211.57,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
67,name,20.59,130.24,23.81,132.4,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
68,name,120.27,50.85,132.9,54.34,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
69,name,40.72,160.6,56.14,185.6,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
70,name,10.74,80.07,43.03,129.48,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
71,name,60.51,90.79,63.47,92.32,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
72,name,80.1,70.18,85.27,71.43,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
73,name,60.4,10.31,77.38,41.46,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
74,name,130.53,50.18,132.12,64.52,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
75,name,120.8,70.25,126.8,72.85,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
76,name,80.67,100.43,94.27,102.34,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
77,name,40.81,60.8,51.32,63.92,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
78,name,50.57,170.68,60.41,174.42,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
79,name,80.6,50.48,89.28,52.87,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
80,name,30.77,120.05,32.17,129.58,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
81,name,130.7,230.65,131.87,241.43,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
82,name,120.82,130.26,130.01,133.68,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
83,name,130.52,150.75,142.31,160.76,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
84,name,120.52,140.49,121.57,142.5,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
85,name,50.51,30.24,51.85,37.51,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
86,name,20.11,220.73,21.86,232.74,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
87,name,0.14,160.83,4.86,166.01,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
88,name,30.56,140.24,35.04,145.21,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
89,name,70.85,190.27,76.04,192.67,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
90,name,0.43,100.5,3.86,107.75,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
91,name,60.54,0.6,67.65,5.89,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
92,name,120.85,30.67,128.89,32.93,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
93,name,60.65,190.07,64.32,203.6,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
94,name,130.31,200.49,140.31,201.65,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
95,name,60.53,70.32,69.85,72.98,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
96,name,30.11,110.89,31.34,112.44,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
97,name,90.13,70.41,103.39,71.54,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
98,name,50.35,90.09,62.54,101.67,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
99,name,50.14,60.58,61.84,61.59,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
100,name,50.79,160.24,58.99,168.66,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
101,name,10.81,160.21,20.11,162.85,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
102,name,40.38,90.68,41.87,91.68,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
103,name,20.51,190.25,30.3,193.62,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
104,name,120.19,120.19,131.51,124.47,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
105,name,60.49,230.53,64.58,231.82,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
106,name,120.72,220.61,126.01,222.2,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
