,x,y,z,type,sub_type,side,board,step,big,array,array_idx,comp_idx
0,18.5,249.5,-1,7,0,0,0,1,0,1,"[0"],"[0"]
1,29.435,216.165,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[23, 36, 58, 86, 62, 7, 54, 103"]
2,66.605,217.95,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[42, 59, 105, 93"]
3,99.585,207.48,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[60, 32, 45, 41, 11, 33, 19, 89"]
4,115.395,216.51,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[24, 81, 106, 1, 47, 94, 48, 66, 12"]
5,131.415,145.51,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[83, 84, 82"]
6,108.88,97.325,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[53, 75, 29, 97, 31, 44, 72, 30, 61, 104, 28, 76"]
7,115.81,37.555,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[51, 92, 9, 10, 21, 40, 68, 74, 34"]
8,74.84,31.59,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[49, 73, 14, 27, 79"]
9,39,27.14,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[22, 13, 2, 15, 6, 91, 85, 64"]
10,40.085,75.945,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[18, 35, 16, 65, 77, 99, 95, 98, 71"]
11,26.295,107.455,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[70, 57, 90, 25, 63, 8, 55, 102, 96, 67, 80, 52"]
12,68.535,111.23,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[26, 3, 50, 56, 46, 5"]
13,69.79,164.42,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[37, 78, 17, 20, 4"]
14,29.565,162.92,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[87, 101, 38, 69, 39, 100, 88, 43"]
