,x,y,z,type,sub_type,side,board,step,big,array,array_idx,comp_idx
0,6.5,20.5,-1,7,0,0,0,1,0,1,"[0"],"[0"]
1,17.85,15.6,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[416, 77, 342, 237, 442, 372"]
2,33.31,35.115,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[170, 69, 282, 232, 67, 336"]
3,63.99,31.33,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[32, 2, 151, 424"]
4,93.43,42.675,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[283, 255, 309, 78, 219, 186, 25, 15"]
5,131.975,16.27,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[102, 265, 251, 100, 133, 94, 208"]
6,145.145,37.39,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[169, 348, 182, 371, 296, 420, 113"]
7,173.34,67.39,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[73, 402, 114, 64, 7, 24, 45, 53"]
8,203.295,19.85,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[280, 448, 13, 316, 426, 245"]
9,252,24.07,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[266, 173, 443, 438, 441, 121, 386, 421"]
10,305.92,31.625,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[409, 156, 165, 21"]
11,326.06,21.45,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[432, 202, 281, 83, 66, 82, 437"]
12,383.44,35.2,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[337, 250, 103, 261, 178, 400, 431, 368"]
13,361.515,64.12,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[197, 172, 370, 71, 120, 446, 327, 223"]
14,351.75,93.155,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[147, 205, 289, 212"]
15,395.52,81.75,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[63, 38, 132, 57, 89, 379"]
16,434.17,54.755,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[181, 200, 166, 218"]
17,452.39,42.97,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[28, 310, 158, 343"]
18,442.355,86.855,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[325, 307, 330, 293, 185"]
19,450.75,127.255,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[397, 323, 430, 61, 95"]
20,402.14,134.085,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[388, 321, 86, 366, 37, 398, 315, 396"]
21,424.575,178.18,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[329, 124, 248, 217"]
22,431.375,192.565,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[137, 234, 194, 353, 264, 295, 326"]
