,x,y,z,type,sub_type,side,board,step,big,array,array_idx,comp_idx
0,253.16,8.5,-1,7,0,0,0,1,0,1,"[0"],"[0"]
1,222.625,34.8,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[66, 211, 136, 117, 167, 69, 91, 139, 50"]
2,203.805,20.775,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[11, 92, 36, 254, 95, 64, 222, 180, 119"]
3,203.115,61.27,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[132, 111, 268, 250"]
4,242.2,86.635,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[29, 121, 13, 263, 101, 127"]
5,222.31,123.625,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[177, 186, 193, 249, 256, 179, 140, 155, 4"]
6,182.4,107.995,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[56, 131, 259, 47, 35, 76, 164, 141, 202"]
7,147.075,118.14,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[187, 209, 19"]
8,110.965,115.27,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[82, 247, 83, 266"]
9,121.555,71.375,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[191, 118, 24, 122, 137, 33"]
10,162.81,66.84,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[273, 170, 86, 138, 71, 120, 129, 115"]
11,155.42,22.085,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[201, 231, 6, 67, 23, 130, 43, 212"]
12,110.225,22.48,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[169, 195, 72, 28, 181, 178, 31"]
13,73.02,68.83,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[162, 260, 269, 90, 30, 41, 208, 51"]
14,63.22,16.71,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[68, 77, 152, 220, 89, 133, 204"]
15,20.89,11.89,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[255, 274, 230, 103"]
16,16.07,44.875,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[1, 210, 128"]
17,21.435,95.015,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[38, 75, 239, 59, 114, 97, 12"]
18,12.71,139.165,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[145, 163, 218, 81"]
19,18.26,186.795,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[109, 160, 213, 172, 206"]
20,64.25,173.75,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[219, 159, 156, 265, 203, 54, 252, 73, 48"]
21,64.14,132.345,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[142, 166, 153, 108, 237, 168, 275, 258, 234, 183, 27"]
22,111.045,161.885,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[32, 21, 157, 241, 79, 216"]
23,152.165,163.555,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[182, 135, 80, 217, 151, 123"]
24,181.745,189.56,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[238, 14, 242"]
25,197.865,163.845,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[161, 87, 175, 116, 46, 189, 227, 185, 174, 236"]
26,249.3,185.635,-1,0,0,0,0,0,0,1,"[0, 0"],"[257, 144"]
27,221.825,222.515,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[229, 85, 99, 5, 61, 246, 105"]
28,193.335,255.6,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[221, 25, 70, 100, 126, 244, 224"]
29,171.315,227.51,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[20, 176, 17, 53, 113"]
30,148.84,204.685,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[194, 207, 171, 18"]
31,110.43,204.495,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[214, 60, 112, 228, 198, 65, 7"]
32,69.64,232.39,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[200, 42, 188, 8"]
33,32.3,231.265,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[184, 96, 158, 63, 16"]
34,32.37,272.09,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[149, 58, 52, 34, 98, 45, 190"]
35,12.195,310.91,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[205, 55, 270, 264, 261"]
36,62.24,321.575,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[225, 22, 243, 10, 267, 40, 57, 150"]
