,name,tl_x,tl_y,br_x,br_y,step,array,type,sub_type,center,side,enable,board,offset_x,offset_y,z
0,name,250.66,6,255.66,11,1,0,7,0,0,0,1,0,0,0,0
1,name,0.68,30.41,30.22,54.81,1,0,0,0,0,0,1,0,0,0,0
2,name,170.41,310.82,173.59,317.27,1,0,0,0,0,0,1,0,0,0,0
3,name,250.69,300.5,261.66,315.08,1,0,0,0,0,0,1,0,0,0,0
4,name,200.26,140.14,203.53,146.85,1,0,0,0,0,0,1,0,0,0,0
5,name,240.22,210.17,242.8,213.89,1,0,0,0,0,0,1,0,0,0,0
6,name,140.33,0.75,151.09,2.31,1,0,0,0,0,0,1,0,0,0,0
7,name,120.31,180.16,121.35,194.94,1,0,0,0,0,0,1,0,0,0,0
8,name,80.7,220.23,89.22,222,1,0,0,0,0,0,1,0,0,0,0
9,name,160.7,270.87,162.69,282.73,1,0,0,0,0,0,1,0,0,0,0
10,name,40.21,300.72,42.93,303.59,1,0,0,0,0,0,1,0,0,0,0
11,name,190.45,0.62,221.17,35.03,1,0,0,0,0,0,1,0,0,0,0
12,name,30.26,110.81,33.96,119.74,1,0,0,0,0,0,1,0,0,0,0
13,name,240.29,80.66,245.41,82.56,1,0,0,0,0,0,1,0,0,0,0
14,name,170.7,180.22,175.83,194.22,1,0,0,0,0,0,1,0,0,0,0
15,name,100.76,280.21,102.05,292.93,1,0,0,0,0,0,1,0,0,0,0
16,name,40.74,210.63,54.39,212.87,1,0,0,0,0,0,1,0,0,0,0
17,name,180.3,220.69,181.37,222.17,1,0,0,0,0,0,1,0,0,0,0
18,name,150.1,190.75,157.5,196.72,1,0,0,0,0,0,1,0,0,0,0
19,name,150.47,130.36,153.82,135.36,1,0,0,0,0,0,1,0,0,0,0
20,name,160.75,240.31,168.52,244.85,1,0,0,0,0,0,1,0,0,0,0
21,name,100.73,140.43,131.84,167.48,1,0,0,0,0,0,1,0,0,0,0
22,name,40.48,320.12,53.35,328.15,1,0,0,0,0,0,1,0,0,0,0
23,name,150.26,20.9,154.19,23.86,1,0,0,0,0,0,1,0,0,0,0
24,name,130.82,50.45,142.59,51.55,1,0,0,0,0,0,1,0,0,0,0
25,name,200.19,260.88,202.15,262.36,1,0,0,0,0,0,1,0,0,0,0
26,name,120.09,290.5,134.28,295.99,1,0,0,0,0,0,1,0,0,0,0
27,name,80.63,140.05,82.95,144.67,1,0,0,0,0,0,1,0,0,0,0
28,name,100.5,20.52,111.59,33.14,1,0,0,0,0,0,1,0,0,0,0
29,name,250.5,70.27,256.77,71.38,1,0,0,0,0,0,1,0,0,0,0
30,name,70.57,60.93,71.59,67.28,1,0,0,0,0,0,1,0,0,0,0
31,name,110.7,30.63,121.84,43.52,1,0,0,0,0,0,1,0,0,0,0
32,name,90.41,150.43,95.67,153.14,1,0,0,0,0,0,1,0,0,0,0
33,name,120.63,90.63,125.79,92.3,1,0,0,0,0,0,1,0,0,0,0
34,name,50.65,290.56,53.83,293.64,1,0,0,0,0,0,1,0,0,0,0
35,name,160.68,100.84,174.96,105.51,1,0,0,0,0,0,1,0,0,0,0
36,name,220.23,20.94,227.54,33.74,1,0,0,0,0,0,1,0,0,0,0
37,name,230.07,260.76,232.93,261.78,1,0,0,0,0,0,1,0,0,0,0
38,name,10.88,70.87,14.68,74,1,0,0,0,0,0,1,0,0,0,0
39,name,150.62,270.48,151.62,271.76,1,0,0,0,0,0,1,0,0,0,0
40,name,60.91,310.08,71.27,313.93,1,0,0,0,0,0,1,0,0,0,0
41,name,80.49,70.93,84.12,72.22,1,0,0,0,0,0,1,0,0,0,0
42,name,60.69,230.72,63.72,244.55,1,0,0,0,0,0,1,0,0,0,0
43,name,130.57,20.41,140.05,26.57,1,0,0,0,0,0,1,0,0,0,0
44,name,130.35,240.16,134.9,251.99,1,0,0,0,0,0,1,0,0,0,0
45,name,30.44,250.54,33.18,256.5,1,0,0,0,0,0,1,0,0,0,0
46,name,210.8,170.21,215.52,171.34,1,0,0,0,0,0,1,0,0,0,0
47,name,170.1,100.49,177.36,105.41,1,0,0,0,0,0,1,0,0,0,0
48,name,80.81,160.61,87.8,163.67,1,0,0,0,0,0,1,0,0,0,0
49,name,130.45,300.56,133.02,301.57,1,0,0,0,0,0,1,0,0,0,0
50,name,200.27,50.28,207.84,58.96,1,0,0,0,0,0,1,0,0,0,0
51,name,90.87,80.23,94.73,87.5,1,0,0,0,0,0,1,0,0,0,0
52,name,30.15,260.69,31.53,274.34,1,0,0,0,0,0,1,0,0,0,0
53,name,150.54,230.32,160.89,236.24,1,0,0,0,0,0,1,0,0,0,0
54,name,60.63,170.13,71.9,184.85,1,0,0,0,0,0,1,0,0,0,0
55,name,10.24,310.3,13.7,313.36,1,0,0,0,0,0,1,0,0,0,0
56,name,190.32,110.33,204.46,122.99,1,0,0,0,0,0,1,0,0,0,0
57,name,50.56,300.64,53.71,301.8,1,0,0,0,0,0,1,0,0,0,0
58,name,30.23,270.84,33.61,275.93,1,0,0,0,0,0,1,0,0,0,0
59,name,30.52,70.9,39.33,72.11,1,0,0,0,0,0,1,0,0,0,0
60,name,90.49,180.48,92.41,191.47,1,0,0,0,0,0,1,0,0,0,0
61,name,200.06,220.31,206.25,232.95,1,0,0,0,0,0,1,0,0,0,0
62,name,110.75,300.42,117.32,301.42,1,0,0,0,0,0,1,0,0,0,0
63,name,40.46,220.58,42.1,233.92,1,0,0,0,0,0,1,0,0,0,0
64,name,180.07,0.18,193.33,9.35,1,0,0,0,0,0,1,0,0,0,0
65,name,120.54,190.62,130.62,197.34,1,0,0,0,0,0,1,0,0,0,0
66,name,240.91,10.93,245.12,19.46,1,0,0,0,0,0,1,0,0,0,0
67,name,170.41,30.68,172.02,32.14,1,0,0,0,0,0,1,0,0,0,0
68,name,40.61,20.23,53.67,25.23,1,0,0,0,0,0,1,0,0,0,0
69,name,230.68,50.83,235.18,53.38,1,0,0,0,0,0,1,0,0,0,0
70,name,210.36,240.84,215.81,248.01,1,0,0,0,0,0,1,0,0,0,0
71,name,150.19,60.26,164.25,64.69,1,0,0,0,0,0,1,0,0,0,0
72,name,120.06,0.61,121.95,6.83,1,0,0,0,0,0,1,0,0,0,0
73,name,80.69,190.91,81.92,197.33,1,0,0,0,0,0,1,0,0,0,0
74,name,90.5,250.12,102.62,261.95,1,0,0,0,0,0,1,0,0,0,0
75,name,0.43,90.75,8.57,98.57,1,0,0,0,0,0,1,0,0,0,0
76,name,180.32,110.32,181.35,121.31,1,0,0,0,0,0,1,0,0,0,0
77,name,40.78,30.63,53.19,32.7,1,0,0,0,0,0,1,0,0,0,0
78,name,90.71,270.57,91.85,284.59,1,0,0,0,0,0,1,0,0,0,0
79,name,120.3,140.56,124.6,144.76,1,0,0,0,0,0,1,0,0,0,0
80,name,130.58,150.27,140.27,154.92,1,0,0,0,0,0,1,0,0,0,0
81,name,20.76,150.65,24.93,157.98,1,0,0,0,0,0,1,0,0,0,0
82,name,90.53,100.87,123.08,130.47,1,0,0,0,0,0,1,0,0,0,0
83,name,120.28,100.8,121.35,103.96,1,0,0,0,0,0,1,0,0,0,0
84,name,160.7,330.13,164.51,332.09,1,0,0,0,0,0,1,0,0,0,0
85,name,240.14,230.76,243.59,234.79,1,0,0,0,0,0,1,0,0,0,0
86,name,180.31,70.09,185.37,81.72,1,0,0,0,0,0,1,0,0,0,0
87,name,190.47,140.69,192.87,153.78,1,0,0,0,0,0,1,0,0,0,0
88,name,220.34,300.87,225.76,309.6,1,0,0,0,0,0,1,0,0,0,0
89,name,80.38,10.52,85.83,13.71,1,0,0,0,0,0,1,0,0,0,0
90,name,50.16,80.46,59.08,81.93,1,0,0,0,0,0,1,0,0,0,0
91,name,200.68,20.73,204.08,31,1,0,0,0,0,0,1,0,0,0,0
92,name,210.27,10.09,219.1,12.5,1,0,0,0,0,0,1,0,0,0,0
93,name,150.85,320.24,154.95,321.41,1,0,0,0,0,0,1,0,0,0,0
94,name,60.77,260.1,71.38,274.88,1,0,0,0,0,0,1,0,0,0,0
95,name,210.24,20.78,219.78,22.61,1,0,0,0,0,0,1,0,0,0,0
96,name,10.84,210.61,11.85,224.06,1,0,0,0,0,0,1,0,0,0,0
97,name,10.5,110.28,11.51,115.31,1,0,0,0,0,0,1,0,0,0,0
98,name,40.43,280.49,48.44,281.66,1,0,0,0,0,0,1,0,0,0,0
99,name,220.29,230.93,224.22,237.83,1,0,0,0,0,0,1,0,0,0,0
100,name,180.9,270.92,182.7,280.33,1,0,0,0,0,0,1,0,0,0,0
101,name,250.18,100.09,251.2,103,1,0,0,0,0,0,1,0,0,0,0
102,name,60.69,270.79,75.02,285.12,1,0,0,0,0,0,1,0,0,0,0
103,name,20.47,20.28,21.48,21.98,1,0,0,0,0,0,1,0,0,0,0
104,name,210.11,340.62,224.24,343.88,1,0,0,0,0,0,1,0,0,0,0
105,name,200.94,200.52,202.3,201.54,1,0,0,0,0,0,1,0,0,0,0
106,name,190.73,330.31,192.61,340.56,1,0,0,0,0,0,1,0,0,0,0
107,name,130.65,290.85,136.05,291.94,1,0,0,0,0,0,1,0,0,0,0
108,name,40.56,150.19,52.08,151.7,1,0,0,0,0,0,1,0,0,0,0
109,name,0.49,170.87,15.28,198.86,1,0,0,0,0,0,1,0,0,0,0
110,name,120.2,310.53,148.23,324.04,1,0,0,0,0,0,1,0,0,0,0
111,name,190.31,50.24,191.57,52.75,1,0,0,0,0,0,1,0,0,0,0
112,name,110.94,210.09,114.24,211.87,1,0,0,0,0,0,1,0,0,0,0
113,name,150.16,210.17,163.33,223.29,1,0,0,0,0,0,1,0,0,0,0
114,name,40.65,70.29,42.44,73.61,1,0,0,0,0,0,1,0,0,0,0
115,name,140.84,70.77,146.64,76.17,1,0,0,0,0,0,1,0,0,0,0
116,name,180.84,140.52,186.68,153.91,1,0,0,0,0,0,1,0,0,0,0
117,name,200.13,30.39,229.14,55.41,1,0,0,0,0,0,1,0,0,0,0
118,name,120.85,50.79,123.36,57.02,1,0,0,0,0,0,1,0,0,0,0
119,name,180.28,40.31,181.42,41.47,1,0,0,0,0,0,1,0,0,0,0
120,name,140.25,60.48,151.94,62.86,1,0,0,0,0,0,1,0,0,0,0
121,name,250.39,80.22,263.64,84.84,1,0,0,0,0,0,1,0,0,0,0
122,name,140.52,50.61,142.51,51.61,1,0,0,0,0,0,1,0,0,0,0
123,name,130.34,170.81,142.08,172.52,1,0,0,0,0,0,1,0,0,0,0
124,name,220.72,270.64,224.65,275.7,1,0,0,0,0,0,1,0,0,0,0
125,name,160.55,340.81,167.48,353.04,1,0,0,0,0,0,1,0,0,0,0
126,name,200.94,230.87,204.09,244.23,1,0,0,0,0,0,1,0,0,0,0
127,name,240.94,100.33,248.96,101.63,1,0,0,0,0,0,1,0,0,0,0
128,name,30.35,60.92,31.46,68.85,1,0,0,0,0,0,1,0,0,0,0
129,name,150.58,70.47,160.64,73.11,1,0,0,0,0,0,1,0,0,0,0
130,name,170.77,40.07,172.29,42.93,1,0,0,0,0,0,1,0,0,0,0
131,name,170.75,90.56,181.45,104.24,1,0,0,0,0,0,1,0,0,0,0
132,name,210.64,60.7,216.02,62.17,1,0,0,0,0,0,1,0,0,0,0
133,name,60.74,30.34,72.1,31.45,1,0,0,0,0,0,1,0,0,0,0
134,name,160.72,300.72,168.17,308.67,1,0,0,0,0,0,1,0,0,0,0
135,name,160.69,160.29,174.05,174.59,1,0,0,0,0,0,1,0,0,0,0
136,name,240.16,40.21,241.74,42,1,0,0,0,0,0,1,0,0,0,0
137,name,100.52,90.66,102.36,91.8,1,0,0,0,0,0,1,0,0,0,0
138,name,170.92,70.13,174.85,83.53,1,0,0,0,0,0,1,0,0,0,0
139,name,210.81,50.94,213.88,53.12,1,0,0,0,0,0,1,0,0,0,0
140,name,220.94,130.85,222,138,1,0,0,0,0,0,1,0,0,0,0
141,name,170.61,120.57,177.03,122.69,1,0,0,0,0,0,1,0,0,0,0
142,name,50.51,120.66,51.98,121.8,1,0,0,0,0,0,1,0,0,0,0
143,name,140.06,280.85,147.46,288.27,1,0,0,0,0,0,1,0,0,0,0
144,name,250.08,170.32,258.25,172.23,1,0,0,0,0,0,1,0,0,0,0
145,name,0.49,130.83,1.76,138.43,1,0,0,0,0,0,1,0,0,0,0
146,name,130.62,260.52,139.61,269.99,1,0,0,0,0,0,1,0,0,0,0
147,name,100.72,240.73,109.89,250.15,1,0,0,0,0,0,1,0,0,0,0
148,name,140.66,270.48,141.66,283.67,1,0,0,0,0,0,1,0,0,0,0
149,name,10.91,270.63,12.65,271.8,1,0,0,0,0,0,1,0,0,0,0
150,name,70.64,300.61,73.87,301.72,1,0,0,0,0,0,1,0,0,0,0
151,name,130.5,180.27,141.27,186.51,1,0,0,0,0,0,1,0,0,0,0
152,name,50.78,20.68,57.26,24.22,1,0,0,0,0,0,1,0,0,0,0
153,name,60.89,120.75,62.48,123.7,1,0,0,0,0,0,1,0,0,0,0
154,name,120.66,300.92,121.81,302.45,1,0,0,0,0,0,1,0,0,0,0
155,name,200.25,130.27,205.52,143.64,1,0,0,0,0,0,1,0,0,0,0
156,name,40.7,170.92,47.54,172.13,1,0,0,0,0,0,1,0,0,0,0
157,name,100.71,150.24,107.87,151.58,1,0,0,0,0,0,1,0,0,0,0
158,name,10.93,220.1,20.11,221.33,1,0,0,0,0,0,1,0,0,0,0
159,name,60.69,150.17,71.18,163.54,1,0,0,0,0,0,1,0,0,0,0
160,name,20.18,190.6,30.2,203.19,1,0,0,0,0,0,1,0,0,0,0
161,name,190.61,150.09,206.05,175.33,1,0,0,0,0,0,1,0,0,0,0
162,name,50.35,50.16,61.23,59.35,1,0,0,0,0,0,1,0,0,0,0
163,name,20.63,120.35,23.63,133.69,1,0,0,0,0,0,1,0,0,0,0
164,name,180.35,120.89,186.45,125.43,1,0,0,0,0,0,1,0,0,0,0
165,name,150.07,330.18,160.27,343.75,1,0,0,0,0,0,1,0,0,0,0
166,name,70.45,110.4,72.4,117.14,1,0,0,0,0,0,1,0,0,0,0
167,name,220.3,30.74,221.56,31.85,1,0,0,0,0,0,1,0,0,0,0
168,name,70.61,120.26,75.59,133.03,1,0,0,0,0,0,1,0,0,0,0
169,name,90.92,0.93,92.59,13.54,1,0,0,0,0,0,1,0,0,0,0
170,name,170.12,60.58,181.55,69.94,1,0,0,0,0,0,1,0,0,0,0
171,name,150.64,200.31,153.54,204.89,1,0,0,0,0,0,1,0,0,0,0
172,name,30.07,190.42,36.03,191.56,1,0,0,0,0,0,1,0,0,0,0
173,name,90.44,310.82,92.71,311.94,1,0,0,0,0,0,1,0,0,0,0
174,name,180.41,160.85,184.86,171.16,1,0,0,0,0,0,1,0,0,0,0
175,name,210.85,180.16,214.55,187.17,1,0,0,0,0,0,1,0,0,0,0
176,name,190.14,210.22,192.47,219.47,1,0,0,0,0,0,1,0,0,0,0
177,name,240.75,110.57,244.37,120.78,1,0,0,0,0,0,1,0,0,0,0
178,name,120.69,20.37,129.53,29.91,1,0,0,0,0,0,1,0,0,0,0
179,name,210.53,120.7,218.15,122.38,1,0,0,0,0,0,1,0,0,0,0
180,name,180.08,10.51,183.35,16.59,1,0,0,0,0,0,1,0,0,0,0
181,name,100.38,30.42,110.47,44.35,1,0,0,0,0,0,1,0,0,0,0
182,name,130.48,140.6,157.77,162.3,1,0,0,0,0,0,1,0,0,0,0
183,name,70.18,140.25,73.68,152.96,1,0,0,0,0,0,1,0,0,0,0
184,name,10.21,240.68,18.65,251.92,1,0,0,0,0,0,1,0,0,0,0
185,name,190.66,160.36,192.04,164.87,1,0,0,0,0,0,1,0,0,0,0
186,name,230.86,120.13,239.51,132.88,1,0,0,0,0,0,1,0,0,0,0
187,name,140.33,100.92,144.77,106.01,1,0,0,0,0,0,1,0,0,0,0
188,name,80.07,230.71,81.54,234.13,1,0,0,0,0,0,1,0,0,0,0
189,name,200.48,160.94,201.48,164.87,1,0,0,0,0,0,1,0,0,0,0
190,name,50.26,260.6,53.3,269.66,1,0,0,0,0,0,1,0,0,0,0
191,name,100.75,60.27,103.46,71.1,1,0,0,0,0,0,1,0,0,0,0
192,name,140.11,290.06,144.76,293.27,1,0,0,0,0,0,1,0,0,0,0
193,name,210.72,100.58,218.9,104.18,1,0,0,0,0,0,1,0,0,0,0
194,name,140.59,210.17,144.26,218.62,1,0,0,0,0,0,1,0,0,0,0
195,name,100.14,0.67,101.49,11.04,1,0,0,0,0,0,1,0,0,0,0
196,name,130.18,270.42,132.06,271.51,1,0,0,0,0,0,1,0,0,0,0
197,name,210.84,290.85,211.87,292.08,1,0,0,0,0,0,1,0,0,0,0
198,name,100.48,180.76,114.12,191.67,1,0,0,0,0,0,1,0,0,0,0
199,name,170.62,290.21,175.78,295.86,1,0,0,0,0,0,1,0,0,0,0
200,name,50.06,230.13,64.6,238.73,1,0,0,0,0,0,1,0,0,0,0
201,name,170.88,10.54,180.27,18.57,1,0,0,0,0,0,1,0,0,0,0
202,name,160.34,120.47,163.23,125.03,1,0,0,0,0,0,1,0,0,0,0
203,name,50.61,170.41,62.25,172.83,1,0,0,0,0,0,1,0,0,0,0
204,name,70.07,30.45,82.22,32.26,1,0,0,0,0,0,1,0,0,0,0
205,name,20.48,320.89,23.95,331.45,1,0,0,0,0,0,1,0,0,0,0
206,name,30.16,170.4,31.76,172.25,1,0,0,0,0,0,1,0,0,0,0
207,name,140.18,200.67,149.67,209.68,1,0,0,0,0,0,1,0,0,0,0
208,name,90.54,70.81,95.88,74.33,1,0,0,0,0,0,1,0,0,0,0
209,name,140.4,120.18,150.54,121.46,1,0,0,0,0,0,1,0,0,0,0
210,name,10.65,20.9,16.95,35.83,1,0,0,0,0,0,1,0,0,0,0
211,name,230.92,10.64,238.91,11.73,1,0,0,0,0,0,1,0,0,0,0
212,name,150.7,40.17,153.87,43.42,1,0,0,0,0,0,1,0,0,0,0
213,name,10.92,170.7,25.76,172.24,1,0,0,0,0,0,1,0,0,0,0
214,name,90.24,220.42,102.06,228.83,1,0,0,0,0,0,1,0,0,0,0
215,name,140.5,310.95,142.82,314.29,1,0,0,0,0,0,1,0,0,0,0
216,name,90.25,170.91,92.72,183.34,1,0,0,0,0,0,1,0,0,0,0
217,name,130.28,160.93,143.97,164.17,1,0,0,0,0,0,1,0,0,0,0
218,name,0.66,140.43,4.3,154.72,1,0,0,0,0,0,1,0,0,0,0
219,name,40.92,190.78,51.38,193.26,1,0,0,0,0,0,1,0,0,0,0
220,name,80.86,0.72,81.87,2.54,1,0,0,0,0,0,1,0,0,0,0
221,name,170.86,250.26,198.1,275.14,1,0,0,0,0,0,1,0,0,0,0
222,name,190.84,10.95,200.71,14.96,1,0,0,0,0,0,1,0,0,0,0
223,name,160.6,280.59,169.85,286.02,1,0,0,0,0,0,1,0,0,0,0
224,name,190.39,240.8,199.47,243.16,1,0,0,0,0,0,1,0,0,0,0
225,name,50.69,340.86,61.94,342.2,1,0,0,0,0,0,1,0,0,0,0
226,name,240.4,330.81,249.22,333.8,1,0,0,0,0,0,1,0,0,0,0
227,name,200.84,180.83,212.13,181.83,1,0,0,0,0,0,1,0,0,0,0
228,name,120.47,210.89,123.1,216.34,1,0,0,0,0,0,1,0,0,0,0
229,name,240.9,240.63,241.9,244.51,1,0,0,0,0,0,1,0,0,0,0
230,name,40.26,0.37,41.41,3.46,1,0,0,0,0,0,1,0,0,0,0
231,name,160.59,0.79,161.74,14.95,1,0,0,0,0,0,1,0,0,0,0
232,name,220.41,280.78,227.97,282.57,1,0,0,0,0,0,1,0,0,0,0
233,name,140.39,330.76,150.57,331.76,1,0,0,0,0,0,1,0,0,0,0
234,name,50.76,150.49,64.64,154.29,1,0,0,0,0,0,1,0,0,0,0
235,name,80.59,290.15,83.74,291.58,1,0,0,0,0,0,1,0,0,0,0
236,name,180.21,170.63,181.46,172.01,1,0,0,0,0,0,1,0,0,0,0
237,name,80.32,110.52,87.72,120.98,1,0,0,0,0,0,1,0,0,0,0
238,name,200.34,190.9,203.34,198.9,1,0,0,0,0,0,1,0,0,0,0
239,name,10.78,90.43,20.25,98.43,1,0,0,0,0,0,1,0,0,0,0
240,name,240.2,340.28,241.36,341.42,1,0,0,0,0,0,1,0,0,0,0
241,name,110.45,150.2,117.78,151.21,1,0,0,0,0,0,1,0,0,0,0
242,name,160.15,190.09,171.97,191.63,1,0,0,0,0,0,1,0,0,0,0
243,name,40.45,310.34,49.74,311.45,1,0,0,0,0,0,1,0,0,0,0
244,name,190.14,250.27,191.8,255.92,1,0,0,0,0,0,1,0,0,0,0
245,name,90.5,340.95,97.85,342.61,1,0,0,0,0,0,1,0,0,0,0
246,name,220.42,210.15,222.47,213.51,1,0,0,0,0,0,1,0,0,0,0
247,name,100.09,100.07,110.04,102.49,1,0,0,0,0,0,1,0,0,0,0
248,name,210.65,280.27,212.44,281.44,1,0,0,0,0,0,1,0,0,0,0
249,name,200.36,100.4,209.64,105.38,1,0,0,0,0,0,1,0,0,0,0
250,name,190.21,70.14,204.13,72.3,1,0,0,0,0,0,1,0,0,0,0
251,name,90.33,290.59,91.5,304.81,1,0,0,0,0,0,1,0,0,0,0
252,name,60.13,180.94,67.43,183.43,1,0,0,0,0,0,1,0,0,0,0
253,name,120.47,340.41,134.51,351.62,1,0,0,0,0,0,1,0,0,0,0
254,name,200.81,0.08,202.66,8.33,1,0,0,0,0,0,1,0,0,0,0
255,name,10.28,0.76,11.55,5.98,1,0,0,0,0,0,1,0,0,0,0
256,name,240.81,140.08,243.99,141.21,1,0,0,0,0,0,1,0,0,0,0
257,name,240.35,190.46,241.71,200.95,1,0,0,0,0,0,1,0,0,0,0
258,name,60.23,140.51,61.47,145.91,1,0,0,0,0,0,1,0,0,0,0
259,name,180.76,100.66,186.37,102.01,1,0,0,0,0,0,1,0,0,0,0
260,name,50.72,60.48,55.8,72.87,1,0,0,0,0,0,1,0,0,0,0
261,name,20.3,290.61,21.46,301.14,1,0,0,0,0,0,1,0,0,0,0
262,name,130.59,230.65,140.28,243.05,1,0,0,0,0,0,1,0,0,0,0
263,name,220.76,70.63,223.34,84.94,1,0,0,0,0,0,1,0,0,0,0
264,name,0.44,290.37,12.41,301.56,1,0,0,0,0,0,1,0,0,0,0
