,Unnamed: 0,x,y,type,side,board,comp_idx
0,0,12.5,9.5,2,0,0,[0]
1,1,11.405,11.085,0,0,0,"[69, 264, 64, 134]"
2,2,34.385,48.335,0,0,0,"[170, 28, 55, 171, 184]"
3,3,24.165,101.075,0,0,0,"[54, 92, 138, 118, 203, 202, 180]"
4,4,20.71,136.955,0,0,0,"[163, 74, 168, 66]"
5,5,32.385,178.545,0,0,0,"[75, 27, 193, 102, 191, 190, 177, 248]"
6,6,21.31,224.175,0,0,0,"[40, 236, 99, 195, 85, 166, 21, 8, 198]"
7,7,75.02,224.365,0,0,0,"[46, 36, 43, 94, 124, 234, 114, 103, 68]"
8,8,125.59,230.275,0,0,0,"[161, 41, 67, 239, 2]"
9,9,114.195,181.22,0,0,0,"[254, 81, 207, 119]"
10,10,83.355,179.58,0,0,0,"[210, 172, 147, 49, 39, 227]"
11,11,61.565,130.815,0,0,0,"[228, 16, 208, 247, 221, 245]"
12,12,99.38,131.32,0,0,0,"[131, 145, 231]"
13,13,144.165,134.77,0,0,0,"[113, 218, 127, 260, 226, 33, 83, 238]"
14,14,163.25,168.36,0,0,0,[89]
15,15,172.18,202.84,0,0,0,"[209, 100, 88, 37, 52, 82, 250]"
16,16,198.775,182.98,0,0,0,"[128, 25, 266]"
17,17,205.295,230.925,0,0,0,"[223, 153, 144, 272, 58, 277, 140, 224, 11, 230, 77, 186]"
18,18,252.81,223.06,0,0,0,"[253, 32, 97, 110, 17, 136]"
19,19,241.875,172.99,0,0,0,"[56, 271, 201, 3, 30, 222, 167, 129, 42]"
20,20,251.25,129.485,0,0,0,"[149, 108, 80, 155, 26]"
21,21,206.65,127.505,0,0,0,"[19, 237, 98, 45]"
22,22,185.985,97.575,0,0,0,"[61, 71, 246, 106, 79]"
23,23,203.495,82.415,0,0,0,"[242, 117, 265, 96, 51, 229, 38]"
24,24,253.235,81.275,0,0,0,"[151, 47, 205, 50, 162, 53, 20, 121]"
25,25,301.235,71.82,0,0,0,"[109, 152, 176, 164, 189, 182, 4, 178]"
26,26,303.745,130.945,0,0,0,"[173, 93, 48, 6, 150, 216, 232, 87]"
27,27,297.505,173.51,0,0,0,"[255, 122, 148, 270, 267]"
28,28,308.335,222.32,0,0,0,"[213, 157, 132, 251, 115, 62, 194, 174]"
29,29,364.92,212.355,0,0,0,"[63, 120, 133, 181, 95, 24, 261]"
30,30,356.115,169.275,0,0,0,"[10, 274, 212, 262, 137]"
31,31,355.06,121.315,0,0,0,"[160, 158, 225, 159, 18, 187, 179, 141]"
32,32,361.145,75.06,0,0,0,"[256, 125, 185, 70, 135]"
33,33,362.175,18.04,0,0,0,"[35, 91, 240, 14, 143, 175]"
34,34,321.39,21.845,0,0,0,"[268, 57, 142, 123]"
35,35,294.905,25.055,0,0,0,"[188, 244, 197, 12, 13, 23, 105, 192, 65, 22]"
36,36,241.345,24.47,0,0,0,"[273, 7, 275, 219, 243, 90, 169, 44, 183]"
37,37,234.24,33.415,0,0,0,"[34, 59, 72, 146]"
38,38,187.23,17.065,0,0,0,"[112, 233]"
39,39,152.13,30.72,0,0,0,"[31, 154, 126, 258]"
40,40,132.745,23.68,0,0,0,"[257, 60, 1, 259, 29, 214, 200, 269, 101, 156]"
41,41,82.88,23.42,0,0,0,"[199, 241, 78, 104, 215, 15, 111, 165, 206, 211, 249, 196]"
42,42,77.375,72.52,0,0,0,"[263, 252, 107, 84, 73]"
43,43,103.065,95.1,0,0,0,"[276, 217, 220, 86, 130, 9, 76, 5]"
44,44,133.575,82.145,0,0,0,"[235, 204, 116, 139]"
