,x,y,z,type,sub_type,side,board,step,big,array,array_idx,comp_idx
0,12.5,221.5,-1,7,0,0,0,1,0,1,"[0"],"[0"]
1,17.265,191.52,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[55, 15, 42, 45, 46"]
2,29.99,141.165,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[72, 62, 48, 44, 71, 69"]
3,73.665,184.365,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[50, 3, 2, 54, 10, 22"]
4,110.75,209.5,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[16, 40, 9"]
5,121.34,161.875,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[21, 32, 33, 51, 65, 66"]
6,102.1,132.28,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[38, 29, 49, 47, 39"]
7,130.86,92.445,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[13, 28, 24, 58, 1, 8, 6, 17"]
8,106.83,62.45,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[20, 61, 26, 18"]
9,127.78,16.405,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[11, 37, 7"]
10,83.49,33.355,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[53, 4, 57, 19"]
11,52.155,22.795,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[23, 70, 41, 35, 67"]
12,62.07,85.21,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[27, 34, 14, 30"]
13,16.595,85.21,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[68, 31, 5, 59, 56"]
14,23.235,33.845,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[52, 60, 12, 64, 36, 25, 63"]
15,1.095,4.435,-1,0,0,0,0,0,0,1,"[0"],"[43"]
