,Unnamed: 0,x,y,type,side,board,comp_idx
0,0,13.5,2.5,2,0,0,[0]
1,1,22.41,17.605,0,0,0,"[108, 117, 395, 171, 182, 338]"
2,2,61.925,24.72,0,0,0,"[109, 190, 290, 194, 121, 249, 312]"
3,3,64.72,74.155,0,0,0,"[233, 270, 260, 70, 213, 130, 36, 283, 212]"
4,4,16.26,81.885,0,0,0,"[350, 40, 169, 400, 197, 262, 162]"
5,5,21.43,130.58,0,0,0,"[34, 25, 265, 261, 374, 388, 369, 97, 144, 6]"
6,6,55.265,119.215,0,0,0,"[293, 365, 320, 21, 279, 151, 69, 341]"
7,7,94.505,124.815,0,0,0,"[51, 83, 123]"
8,8,133.815,147.025,0,0,0,"[384, 390, 134, 335, 379, 54]"
9,9,137.095,197.14,0,0,0,"[106, 345, 243, 245, 339]"
10,10,102.61,187.14,0,0,0,"[45, 38]"
11,11,70.885,170.19,0,0,0,"[294, 258, 376, 273, 222, 221, 244, 11, 62, 266, 234]"
12,12,23.895,184.155,0,0,0,"[133, 14, 67, 101, 37, 301, 113, 47, 380, 354, 76, 259, 356, 272, 187, 20, 100, 205]"
13,13,22.91,229.135,0,0,0,"[277, 201, 27, 193, 199, 318, 137, 188, 305, 321]"
14,14,34.77,269.39,0,0,0,"[385, 177, 263, 323, 309, 135, 156, 391, 43, 394, 307]"
15,15,71.215,254.35,0,0,0,"[230, 210, 204, 209, 274, 254, 386, 111]"
16,16,70.875,213.96,0,0,0,"[129, 74, 53, 90, 179, 118, 114, 411, 295, 224, 366, 161]"
17,17,112.11,226.39,0,0,0,"[207, 317, 15]"
18,18,117.075,263.06,0,0,0,"[409, 287, 242, 29, 351, 342]"
19,19,112.018,304.325,0,0,0,[17]
20,20,75.3875,304.325,0,0,0,"[17, 58, 410, 298, 185, 16, 50, 278, 322, 92, 246]"
21,21,34.57,313.895,0,0,0,"[24, 319, 1, 63, 289, 360, 326, 13, 382, 333, 288, 8, 180, 128, 282, 284, 292]"
22,22,27.87,358.22,0,0,0,"[10, 148, 189, 203, 392, 348, 163, 198]"
23,23,43.905,406.795,0,0,0,"[404, 247, 403, 303, 373, 119, 196]"
24,24,92.715,390.88,0,0,0,"[359, 94, 267, 286, 33, 397]"
25,25,132.17,406.07,0,0,0,"[378, 367, 78, 22, 310, 285, 49, 202, 306]"
26,26,183.07,402.465,0,0,0,"[241, 308, 250, 229, 215, 139, 302]"
27,27,205.48,371.22,0,0,0,"[344, 405, 52]"
28,28,234.865,392.01,0,0,0,"[12, 271, 291, 153, 401, 150, 206, 228, 364]"
29,29,241.115,349.38,0,0,0,"[311, 276, 81, 154, 57, 396, 157, 281, 256, 217, 353, 65, 79, 347, 178, 357, 84]"
30,30,240.595,304.145,0,0,0,"[336, 125, 181, 268, 327]"
31,31,206.31,280.12,0,0,0,"[398, 334, 361]"
32,32,194.335,322.205,0,0,0,"[72, 4, 99, 240, 211, 186, 91, 375]"
33,33,161.965,355.85,0,0,0,"[136, 371]"
34,34,125.295,352.555,0,0,0,"[19, 46, 95]"
35,35,77.165,350.39,0,0,0,"[107, 105, 88, 2, 355, 35, 316, 122, 56]"
36,36,152.37,307.89,0,0,0,"[159, 147, 82]"
37,37,157.005,261.315,0,0,0,"[219, 389, 9, 328, 26]"
38,38,151.485,231.585,0,0,0,[176]
39,39,181.145,218.23,0,0,0,"[232, 184, 337, 358, 223, 324, 173]"
40,40,239.715,228.51,0,0,0,"[235, 142, 343, 102, 104, 44]"
41,41,236.25,207.905,0,0,0,[238]
42,42,231.8,171.225,0,0,0,"[393, 216, 377, 325, 75, 175, 236, 55, 166, 214, 251, 48, 132, 406, 165, 399]"
43,43,181.495,179.89,0,0,0,"[59, 252, 145]"
44,44,196.015,151.715,0,0,0,"[172, 42, 98, 315, 164, 255, 381]"
45,45,227.005,111.61,0,0,0,"[330, 237, 160, 68, 18, 332, 372, 313, 61, 131, 387]"
46,46,234.26,64.6,0,0,0,"[30, 143, 383, 227, 208, 155, 60, 5, 300, 41, 183, 195, 120]"
47,47,237.54,15.365,0,0,0,"[253, 402, 408, 407, 66]"
48,48,182.89,24.87,0,0,0,"[31, 116, 77, 275, 149, 3]"
49,49,185.25,60.255,0,0,0,"[170, 141, 218, 220, 370, 71, 168, 7, 80, 226, 39, 264, 296, 280, 269]"
50,50,176.56,99.64,0,0,0,"[112, 127, 115, 346, 248, 86, 96, 126, 352, 225, 368, 110, 331, 329, 158]"
51,51,127.635,93.0,0,0,0,"[349, 299, 28, 239, 200, 32, 192]"
52,52,145.335,63.945,0,0,0,"[64, 304, 231, 85, 73, 363, 257, 138]"
53,53,112.94,54.84,0,0,0,"[124, 191, 174, 167, 87, 93, 297, 89, 146, 140, 152, 340, 23]"
54,54,131.415,9.25,0,0,0,"[314, 103, 362]"
