,tl_x,tl_y,br_x,br_y,type,time
0,9.00,1.00,14.00,6.00,1,0.25
1,35.13,117.92,48.80,131.27,0,1.825
2,16.17,110.12,17.69,114.32,0,0.064
3,132.00,0.00,145.77,1.22,0,0.168
4,54.01,22.78,57.68,24.04,0,0.046
5,22.17,115.99,26.16,123.88,0,0.315
6,19.87,0.00,23.19,2.22,0,0.074
7,134.01,18.56,138.11,32.74,0,0.581
8,135.38,89.68,141.76,90.68,0,0.064
9,75.10,146.36,76.14,152.78,0,0.067
10,140.82,133.79,141.95,135.37,0,0.018
11,0.00,109.84,12.83,114.33,0,0.576
12,58.30,51.39,60.21,63.84,0,0.238
13,40.09,60.47,45.88,61.67,0,0.069
14,1.27,98.76,9.32,106.52,0,0.625
15,144.09,126.61,151.55,132.75,0,0.458
16,35.87,67.70,46.62,73.76,0,0.651
17,36.91,95.47,46.37,99.11,0,0.344
18,160.99,161.05,162.03,162.09,0,0.011
19,147.07,147.81,150.84,150.75,0,0.111
20,132.55,34.01,133.59,43.97,0,0.104
21,177.00,148.00,188.45,149.96,0,0.224
22,27.32,62.07,34.75,68.45,0,0.474
23,72.17,82.15,73.56,83.99,0,0.026
24,62.10,30.40,76.74,34.63,0,0.619
25,0.38,140.65,5.21,149.77,0,0.44
26,130.19,10.89,132.22,24.62,0,0.279
27,5.13,46.54,11.34,49.07,0,0.157
28,96.06,149.79,99.29,150.96,0,0.038
29,112.61,111.08,113.61,116.22,0,0.051
30,140.52,20.16,144.16,25.15,0,0.182
31,159.12,19.42,167.71,23.64,0,0.362
32,115.68,161.05,129.91,162.67,0,0.231
33,118.47,5.64,125.89,13.07,0,0.551
34,163.56,110.07,166.54,112.45,0,0.071
35,115.35,110.83,118.21,120.98,0,0.29
36,10.38,155.66,19.08,161.24,0,0.485
37,75.62,86.15,79.74,94.00,0,0.323
38,45.85,63.80,54.31,65.13,0,0.113
39,177.00,113.16,179.54,118.87,0,0.145
40,54.90,11.05,63.22,16.34,0,0.44
41,154.24,56.00,159.16,57.03,0,0.051
42,117.03,144.33,126.84,158.42,0,1.382
43,93.15,60.75,94.24,68.92,0,0.089
44,32.62,7.12,42.43,11.77,0,0.456
45,143.07,84.01,147.89,96.53,0,0.603
46,7.17,89.87,14.93,90.95,0,0.084
47,91.39,121.75,100.98,122.77,0,0.098
48,170.75,20.34,172.04,25.74,0,0.07
49,152.05,91.33,162.49,92.45,0,0.117
50,136.99,135.90,138.22,142.03,0,0.075
51,137.56,142.69,150.06,143.99,0,0.163
52,161.62,65.13,165.37,74.47,0,0.35
53,153.55,161.05,158.97,162.16,0,0.06
54,87.51,150.96,89.24,158.64,0,0.133
55,83.06,135.72,89.81,136.72,0,0.068
56,102.99,132.10,104.61,133.78,0,0.027
57,134.13,152.08,135.50,155.26,0,0.044
58,143.22,151.15,147.71,158.18,0,0.316
59,18.90,73.86,20.96,84.80,0,0.225
60,157.06,32.62,158.84,33.67,0,0.019
61,84.91,20.77,97.57,30.11,0,1.182
62,145.08,161.05,146.77,169.87,0,0.149
63,80.39,60.05,87.93,71.07,0,0.831
64,177.00,62.56,178.08,65.74,0,0.034
65,93.13,161.05,107.94,173.25,0,1.807
66,137.66,45.91,138.91,54.82,0,0.111
67,155.94,145.57,157.91,148.15,0,0.051
68,132.70,99.70,140.85,109.52,0,0.8
69,139.24,8.62,143.34,9.65,0,0.042
70,40.62,154.13,43.37,162.05,0,0.218
71,157.13,48.77,158.14,51.85,0,0.031
72,0.00,78.59,7.79,79.77,0,0.092
73,175.39,161.05,180.57,173.53,0,0.646
74,100.88,143.80,107.81,153.63,0,0.681
75,0.00,50.15,2.47,54.00,0,0.095
76,153.29,119.11,159.00,131.40,0,0.702
77,170.41,50.53,184.96,55.88,0,0.778
78,116.32,16.94,117.32,18.31,0,0.014
79,77.67,161.05,92.65,164.66,0,0.541
80,76.78,144.82,81.79,147.08,0,0.113
81,135.64,41.99,137.04,42.99,0,0.014
82,80.07,20.70,81.08,26.37,0,0.057
83,87.38,110.01,93.80,115.47,0,0.351
84,0.00,71.31,1.61,74.93,0,0.058
85,36.16,87.37,45.94,90.81,0,0.336
86,72.22,75.41,73.58,81.34,0,0.081
87,171.24,104.35,172.62,110.44,0,0.084
88,19.20,88.86,24.36,93.08,0,0.218
89,115.12,29.41,123.13,31.17,0,0.141
90,29.05,83.67,30.36,85.80,0,0.028
91,60.80,70.37,64.87,73.52,0,0.128
92,31.65,100.00,44.08,105.11,0,0.635
93,17.12,93.46,18.56,100.57,0,0.102
94,177.00,83.30,178.12,90.44,0,0.08
95,150.33,50.62,153.59,53.47,0,0.093
96,77.11,106.79,85.16,108.65,0,0.15
97,104.72,129.28,117.71,133.97,0,0.609
98,5.78,63.45,18.14,65.96,0,0.31
99,12.37,118.07,13.51,120.13,0,0.023
100,121.83,119.88,122.95,127.56,0,0.086
101,148.87,138.97,160.24,141.04,0,0.235
102,97.60,68.26,112.53,77.52,0,1.383
103,140.53,60.60,144.59,64.60,0,0.162
104,63.76,53.14,65.32,60.87,0,0.121
105,144.80,106.48,152.65,109.38,0,0.228
106,63.92,20.39,71.84,23.55,0,0.25
107,32.90,138.25,41.90,144.53,0,0.565
108,25.63,124.71,27.06,131.48,0,0.097
109,150.09,70.15,156.32,71.16,0,0.063
110,30.89,0.00,41.01,1.18,0,0.119
111,13.92,58.32,22.73,59.33,0,0.089
112,105.58,14.70,111.49,17.76,0,0.181
113,177.00,106.26,184.30,112.53,0,0.458
114,118.83,110.76,124.00,111.78,0,0.053
115,10.09,80.86,11.09,82.41,0,0.015
116,110.46,60.40,115.80,67.70,0,0.39
117,70.85,150.89,72.85,156.37,0,0.11
118,38.96,161.05,40.04,170.08,0,0.098
119,18.78,50.42,23.19,51.75,0,0.059
120,43.43,22.78,49.84,24.26,0,0.095
121,22.11,79.95,28.10,82.64,0,0.161
122,0.00,39.70,4.06,41.79,0,0.085
123,11.84,37.77,13.23,44.93,0,0.1
124,169.85,142.15,171.01,155.29,0,0.152
125,60.66,133.21,64.63,138.64,0,0.216
126,0.00,156.67,1.01,159.36,0,0.027
127,90.16,150.35,94.81,151.40,0,0.049
128,0.00,108.58,8.92,109.62,0,0.093
129,124.59,135.43,125.60,141.77,0,0.064
130,128.56,123.68,129.56,135.71,0,0.12
131,20.25,60.90,31.70,61.92,0,0.117
132,17.04,34.24,28.69,48.20,0,1.626
133,115.62,32.72,125.38,34.53,0,0.177
