,tl_x,tl_y,br_x,br_y,type,side,step,time
0,15.00,4.00,20.00,9.00,2,0,0,0.25
1,71.05,219.02,73.09,224.94,1,0,0,0.121
2,15.28,53.34,16.71,58.64,1,0,0,0.076
3,163.78,135.24,172.87,137.51,1,0,1,0.206
4,204.49,163.23,207.78,164.75,0,0,0,0.055
5,238.81,314.46,241.98,316.13,0,1,0,0.058
6,293.85,396.98,297.13,398.65,0,1,0,0.06
7,252.67,245.68,255.90,247.24,0,0,0,0.055
8,39.38,135.73,42.57,137.30,0,1,0,0.055
9,252.60,403.81,255.89,405.43,0,1,0,0.058
10,170.10,11.79,173.29,13.36,0,0,0,0.055
11,73.87,170.13,77.16,171.73,0,0,1,0.057
12,211.42,238.75,214.57,240.44,0,0,0,0.058
13,197.56,314.52,200.82,316.16,0,0,0,0.058
14,142.45,32.51,145.62,34.15,0,0,0,0.057
15,156.34,225.07,159.62,226.63,0,0,0,0.056
16,307.55,156.26,310.71,157.92,0,1,0,0.058
17,307.56,328.14,310.82,329.73,0,0,0,0.057
18,101.35,101.24,104.47,102.79,0,0,1,0.053
19,280.07,53.18,283.31,54.73,0,1,0,0.055
20,259.52,94.41,262.76,95.92,0,1,0,0.054
21,39.32,286.94,42.47,288.60,0,0,0,0.057
22,225.03,287.01,228.19,288.65,0,0,0,0.057
23,245.71,108.12,248.85,109.72,0,0,0,0.055
24,225.10,231.97,228.36,233.66,0,1,0,0.06
25,87.56,135.60,90.85,137.20,0,0,1,0.058
26,101.36,87.48,104.58,89.00,0,0,1,0.053
27,121.92,46.18,125.11,47.82,0,0,0,0.057
28,314.47,176.98,317.60,178.52,0,0,0,0.053
29,87.52,149.41,90.69,151.06,0,1,1,0.057
30,121.90,280.13,125.04,281.78,0,0,0,0.057
31,163.22,170.07,166.49,171.61,0,0,1,0.055
32,177.03,403.94,180.14,405.59,0,1,0,0.056
33,183.74,135.60,186.85,137.28,0,0,0,0.057
34,163.12,32.47,166.29,34.14,0,0,0,0.058
35,163.20,341.97,166.49,343.49,0,0,1,0.054
36,204.47,149.51,207.60,151.01,0,1,0,0.052
37,25.66,348.84,28.83,350.41,0,0,0,0.054
38,177.02,53.12,180.25,54.75,0,0,0,0.058
39,218.19,273.29,221.39,274.82,0,0,0,0.054
40,307.61,4.94,310.72,6.47,0,0,0,0.052
41,101.19,280.11,104.39,281.80,0,0,0,0.059
42,232.02,142.51,235.31,144.18,0,0,0,0.06
43,39.29,403.82,42.42,405.46,0,1,0,0.056
44,73.76,211.23,77.05,212.85,0,0,0,0.058
45,300.73,369.51,303.84,371.04,0,0,0,0.052
46,238.79,348.83,241.89,350.47,0,0,0,0.056
47,300.79,128.70,304.00,130.34,0,0,0,0.057
48,66.98,39.31,70.16,40.94,0,0,0,0.057
49,5.00,108.24,8.15,109.74,0,0,0,0.052
50,286.88,259.39,290.14,260.90,0,1,0,0.054
51,218.11,73.80,221.37,75.47,0,0,0,0.059
52,190.73,190.64,193.90,192.25,0,0,0,0.056
53,197.66,376.47,200.86,378.11,0,0,0,0.058
54,11.79,66.94,15.08,68.60,0,0,0,0.06
55,231.99,149.40,235.21,151.06,0,0,0,0.058
56,280.18,128.83,283.48,130.44,0,1,0,0.058
