,x,y,comp_idx
0,25.0,25.0,[0]
1,40.28,78.34,"[2, 1091, 405, 721, 202, 451, 400, 970, 118, 640, 346, 324, 731, 626, 760]"
2,64.43,208.73,"[651, 111, 573, 886, 44, 790, 89, 1, 862, 918]"
3,174.46,119.43,[3]
4,174.5,105.62,"[939, 487, 1033, 692]"
5,178.57,88.345,[299]
6,185.505,88.345,[1105]
7,199.135,95.14500000000001,[525]
8,212.88,88.34,[250]
9,229.38,91.98,"[1103, 670, 828, 657, 23]"
10,236.28,78.12,[1113]
11,212.98000000000002,67.64,[1085]
12,206.0,67.77000000000001,[343]
13,195.02,71.28,"[320, 826, 421, 474, 189, 668, 631]"
14,188.12,57.47,"[34, 1134, 417, 209, 805, 489]"
15,171.57,47.04,[786]
16,188.16,36.87,"[787, 468, 460, 1126]"
17,188.19,29.990000000000002,"[1123, 355, 10, 493, 1141, 215, 1015, 1001, 38, 878, 642, 697, 435, 341, 374, 83, 1088, 492, 620, 253, 195, 315, 1007, 420]"
18,212.99,26.4,[389]
19,236.26,30.0,"[564, 683, 446, 260, 1020, 865, 905, 664, 103, 86, 199, 523, 300, 344, 391, 649, 185, 701, 890]"
20,236.23,43.78,"[927, 372, 1128]"
21,236.35,50.629999999999995,[51]
22,212.905,53.89,[885]
23,261.03499999999997,47.075,[938]
24,284.42,43.85,"[1076, 531, 1160, 394, 1132, 144, 19, 367, 319, 1049, 681, 920, 224, 796, 615, 284]"
25,291.29,43.739999999999995,[1057]
26,291.43,36.9,"[898, 280, 653, 736, 716, 117]"
27,298.25,30.0,"[669, 183, 292]"
28,312.0,29.94,"[40, 665, 834, 734, 634, 671, 655, 817]"
29,284.43,71.3,"[1050, 263, 925, 643, 559, 262, 819, 354, 60, 712, 371, 1041]"
30,284.39,78.11,"[399, 1047, 907, 307]"
31,284.38,85.1,"[1162, 268, 196, 490]"
32,261.14,95.16499999999999,[20]
33,236.25,112.57,"[847, 353, 742]"
34,222.56,119.36,"[151, 382, 286, 691, 305, 42, 248, 1039]"
35,208.88,112.54,"[145, 702, 739, 219, 57]"
36,201.94,112.52,"[1156, 1004, 33, 85, 594, 520, 515, 844, 1058, 87, 727, 98, 599, 867, 639]"
37,206.075,143.415,[136]
38,201.93,160.77,"[572, 541, 996, 373, 309, 266, 187, 987, 36, 976, 604, 4, 167, 444, 348, 899, 562]"
39,201.89,167.62,"[517, 967, 52, 889]"
40,212.905,191.445,[1168]
41,195.0,208.91,"[188, 407, 832, 1137, 648, 868, 127, 1063]"
42,195.02,215.61,"[951, 723, 149, 12]"
43,201.97,215.76,"[246, 107, 330, 409]"
44,195.12,222.66,[921]
45,201.89,236.32,"[930, 1003, 264, 601, 1122]"
46,219.94,232.865,[584]
47,226.73000000000002,232.815,[24]
48,236.32,215.65,"[582, 58, 471, 571, 325, 579, 240, 791, 448, 1012]"
49,247.29,212.01,[138]
50,263.88,195.02,"[724, 906]"
51,274.90999999999997,198.41500000000002,[134]
52,263.91999999999996,174.49,"[962, 773, 550, 1166, 718, 1138, 203, 926, 1127, 1016, 622, 978, 774, 464, 296, 524, 521, 358, 338, 412]"
53,277.49,160.6,"[771, 447, 207]"
54,284.4,167.54,"[785, 206]"
55,295.415,170.905,[443]
56,312.0,174.42,"[129, 612, 880, 1099, 238, 794]"
57,312.0,157.14,[434]
58,309.13,157.08999999999997,[16]
59,284.39,139.95,"[470, 455, 1000, 362, 990, 1002, 1078]"
60,284.52,119.41,"[228, 809, 770, 359, 539, 368, 56, 91, 295, 170, 968, 230, 47, 312]"
61,312.0,119.31,"[576, 288, 1095, 314, 62, 638, 245, 361]"
62,312.0,105.62,"[911, 329, 923, 208, 636]"
63,312.0,84.97999999999999,"[705, 100, 326, 497]"
64,254.04500000000002,136.425,[1036]
65,260.965,143.33999999999997,[112]
66,240.535,150.32,[737]
67,240.49,170.79500000000002,[308]
68,229.44,167.63,"[55, 753, 798, 483, 986, 526, 193, 180]"
69,174.52,160.7,"[499, 31, 733, 624, 666]"
70,157.85,164.065,[998]
71,150.99,157.01999999999998,[928]
72,151.075,136.5,[994]
73,157.935,129.67000000000002,[211]
74,140.12,133.24,"[1100, 849, 715, 259, 65, 553, 271, 143, 137, 414, 467, 205, 893, 157, 378, 988, 505, 498, 853]"
75,126.29,146.94,"[1092, 1040, 342, 72]"
76,109.785,150.35,[877]
77,91.83,160.76,"[1069, 567, 29, 335, 11, 125, 476, 1093, 1051, 919, 66]"
78,68.50999999999999,150.12,[717]
79,64.43,146.99,[627]
80,64.38,160.73,"[469, 352, 784]"
81,57.43,133.23000000000002,"[873, 463, 629, 297, 1070, 503, 1145, 675]"
82,40.975,136.515,[8]
83,30.04,140.01999999999998,"[225, 351, 869, 549, 881, 494, 1008, 782, 1104, 425, 495]"
84,29.97,146.87,"[839, 843, 1112]"
85,29.93,167.46,"[850, 132, 162, 128, 413, 1054]"
86,41.04,184.54,[1098]
87,29.92,201.97,"[105, 349, 792, 160, 529, 1090, 101, 1010, 1109, 740, 427, 310, 837, 566, 235, 586, 661]"
88,29.91,229.36,"[480, 124, 1086, 628, 815, 376, 513, 824, 304]"
89,40.900000000000006,239.74,[214]
90,47.93,239.68,[210]
91,64.34,263.90999999999997,"[884, 507, 543, 560, 1110, 327, 472, 411, 960, 888, 1005, 660, 528, 375, 870, 752, 453]"
92,82.26499999999999,253.34,[291]
93,98.86,243.22,"[673, 293, 1083, 807, 337, 370, 424, 757, 509, 589, 379]"
94,102.81,225.89499999999998,[900]
95,91.82,215.65,"[406, 1124, 1089, 606, 854, 658, 410, 93, 1140, 1094]"
96,75.47999999999999,219.01999999999998,[708]
97,68.43,191.48000000000002,[995]
