,tl_x,tl_y,br_x,br_y,type,side,step,time
0,6.00,904.00,11.00,909.00,2,0,0,0.25
1,535.44,852.69,536.57,859.22,1,0,1,0.074
2,708.06,811.58,711.36,813.27,0,0,0,0.061
3,678.35,885.56,681.57,887.16,0,1,0,0.057
4,700.68,49.33,703.85,50.90,0,0,0,0.054
5,641.43,249.14,644.70,250.82,0,1,0,0.06
6,271.44,597.07,274.69,598.65,0,0,0,0.056
7,722.81,374.92,725.95,376.56,0,0,0,0.057
8,730.27,707.96,733.49,709.58,0,0,0,0.057
9,190.02,264.09,193.20,265.78,0,0,0,0.059
10,685.86,737.71,689.14,739.32,0,0,0,0.058
11,219.70,286.14,222.95,287.69,0,0,0,0.055
12,271.38,885.58,274.54,887.19,0,0,1,0.056
13,782.10,826.52,785.30,828.05,0,0,0,0.054
14,130.82,833.77,134.05,835.39,0,0,0,0.057
15,263.99,596.95,267.10,598.58,0,0,0,0.055
16,256.53,611.92,259.73,613.44,0,0,0,0.053
17,449.11,315.90,452.38,317.54,0,0,0,0.059
18,589.68,308.42,592.87,310.09,0,0,0,0.058
19,256.52,204.77,259.69,206.37,0,0,0,0.056
20,101.14,626.53,104.38,628.09,0,0,0,0.055
21,71.55,49.44,74.68,51.03,0,0,0,0.054
22,167.83,826.33,171.07,827.97,0,1,0,0.058
23,34.68,115.92,37.97,117.45,0,0,0,0.055
24,286.19,626.62,289.38,628.30,0,1,1,0.059
25,330.54,693.19,333.69,694.81,0,0,1,0.056
26,759.78,397.19,763.05,398.69,0,0,0,0.054
27,263.99,426.90,267.21,428.55,0,0,0,0.058
28,656.22,907.84,659.44,909.45,0,0,0,0.057
29,337.95,611.87,341.05,613.46,0,0,0,0.054
30,426.83,893.10,430.06,894.66,0,1,0,0.055
31,774.72,49.43,777.91,50.99,0,0,0,0.055
32,708.11,522.95,711.37,524.60,0,1,0,0.059
33,204.74,19.89,208.02,21.49,0,1,0,0.057
34,478.59,441.60,481.72,443.12,0,0,0,0.052
35,308.32,12.49,311.59,14.04,0,0,0,0.055
36,271.49,745.06,274.76,746.58,0,0,1,0.054
37,463.72,626.64,466.94,628.26,0,0,1,0.057
38,167.71,582.31,170.82,583.83,0,0,0,0.052
39,293.68,900.41,296.80,901.94,0,1,0,0.053
40,93.81,597.10,97.05,598.73,0,0,0,0.058
41,153.05,345.35,156.22,346.97,0,0,0,0.056
42,367.67,552.68,370.84,554.18,0,0,0,0.052
43,182.70,774.63,185.93,776.16,0,0,0,0.054
44,79.01,759.75,82.21,761.44,0,0,0,0.059
45,759.84,138.25,763.13,139.93,0,0,0,0.06
46,108.52,611.79,111.76,613.30,0,0,0,0.054
47,12.46,671.00,15.74,672.67,0,0,0,0.06
