,x,y,type,side,board,comp_idx
0,113.5,116.5,1,0,0,[0]
1,87.795,118.755,0,0,0,"[82, 141, 94, 19, 25, 103, 134, 118, 4, 109, 74, 126, 15, 92, 115, 59, 161, 24, 18]"
2,68.785,102.425,0,0,0,"[77, 157, 95, 28, 136, 149, 117, 13, 37, 23, 34, 30, 22, 5, 14, 12, 124, 154, 1, 57, 144, 79, 127, 17, 40]"
3,22.345,111.13,0,0,0,"[65, 155, 132, 68, 160, 162, 8, 145, 113, 153, 69, 53, 63, 89, 119, 108, 142, 156, 87, 26, 80, 72, 143, 98, 78, 6, 43, 139, 158, 133, 112, 105]"
4,22.955,69.595,0,0,0,"[130, 81, 45, 9, 2, 41, 86, 3, 76, 116, 85, 128, 88, 35, 91, 93, 121, 129, 20, 140, 102, 122, 66, 84, 42, 90]"
5,47.725,74.515,0,0,0,"[67, 11, 106]"
6,81.39,63.76,0,0,0,"[33, 150, 96, 56, 123, 110, 163, 104, 107, 50, 75, 70]"
7,85.875,22.08,0,0,0,"[49, 32, 7, 111, 135, 58, 60, 31, 159, 16, 10, 64, 114, 97, 137, 101, 71, 44, 148, 125, 21]"
8,55.465,41.085,0,0,0,"[29, 138, 39]"
9,22.075,24.42,0,0,0,"[38, 83, 51, 152, 48, 52, 46, 27, 99, 146, 61, 47, 54, 131, 120, 151, 100, 62, 36, 73, 147, 55]"
