,x,y,type,side,board,comp_idx
0,186.91,184.91,1,0,0,[0]
1,190.235,182.91,0,0,0,"[105, 252, 332, 20, 270, 219, 67, 55, 364, 168, 356]"
2,182.21,178.525,0,0,0,"[166, 436, 183, 326, 398, 148, 420]"
3,142.985,178.11,0,0,0,"[13, 91, 372, 51, 142, 186, 63, 368, 321, 6, 406, 140]"
4,130.09,193.835,0,0,0,"[137, 76, 306, 395, 258, 165, 72, 74, 314, 253, 191]"
5,96.67,182.745,0,0,0,"[18, 451, 360, 167, 421, 84, 171, 293, 184, 70, 58, 136, 215, 189, 239, 223, 27, 310, 471, 330]"
6,61.855,185.06,0,0,0,"[388, 9, 339, 12, 281, 71, 447, 336, 49, 172, 164, 232]"
7,18.295,181.435,0,0,0,"[45, 391, 24, 385, 393, 80, 262, 374, 302, 187, 87, 303]"
8,19.875,148.39,0,0,0,"[7, 123, 106, 35, 90, 348, 292, 298, 426, 431, 99, 311]"
9,4.39001,112.455,0,0,0,"[212, 343, 325]"
10,36.345,88.67,0,0,0,"[405, 150, 134, 119, 280, 412]"
11,59.015,101.125,0,0,0,"[333, 413, 240, 121, 337, 260, 319, 133]"
12,61.53,139.625,0,0,0,"[460, 371, 275, 243, 418, 26, 465, 467, 265]"
13,96.695,144.095,0,0,0,"[417, 177, 424, 357, 329, 301, 396, 33, 444, 450, 468, 358, 473, 470, 317, 115]"
14,132.2,142.015,0,0,0,"[117, 73, 425, 345, 198, 2, 404, 145, 107, 402, 283]"
15,130.835,119.195,0,0,0,[205]
16,138.385,98.97,0,0,0,"[15, 207, 95, 10]"
17,103.705,111.31,0,0,0,"[11, 65, 365, 221, 350, 410, 362, 5, 318, 409, 203]"
18,91.255,92.67,0,0,0,"[288, 116, 408, 161, 17, 213, 181, 16, 377, 347, 125, 324, 363, 97]"
19,128.09,60.225,0,0,0,"[384, 227, 334, 69, 415, 422, 277, 158, 56, 204]"
20,159.375,61.56,0,0,0,"[78, 46, 151, 466, 19, 403]"
21,186.935,85.86,0,0,0,"[286, 208, 237, 163, 432, 282, 389, 30, 47, 190, 141]"
22,174.675,113.84,0,0,0,"[34, 206, 88, 251]"
23,163.21,138.72,0,0,0,"[211, 248, 233, 200, 129, 32, 53, 435, 446, 154]"
24,197.505,138.455,0,0,0,"[156, 157, 113, 455, 83, 139, 378, 112, 197]"
25,229.805,147.785,0,0,0,"[250, 155, 175, 328, 443, 469, 234, 338, 437, 411, 96, 43]"
26,229.22,183.055,0,0,0,"[238, 39, 273, 202, 353, 229, 61, 118, 272, 276]"
27,269.085,183.455,0,0,0,"[180, 54, 146, 407, 178, 220, 44, 247]"
28,266.87,140.9,0,0,0,"[25, 244, 291, 111, 341, 400, 1, 454, 274, 210, 66, 373, 476, 100, 89]"
29,249.845,123.14,0,0,0,"[143, 379, 352]"
30,267.2,103.665,0,0,0,"[194, 307, 344, 297, 138, 394, 305, 48, 369, 126, 340, 226]"
31,269.335,70.915,0,0,0,"[381, 94, 429, 401, 268, 209, 52, 222, 41, 169, 382, 102, 430, 114]"
32,225.015,98.45,0,0,0,"[170, 85, 361, 290, 458, 452, 434, 295]"
33,229.01,58.33,0,0,0,"[159, 254, 366, 217, 359, 463, 322, 225, 130, 110, 75, 416, 299, 313]"
34,192.665,49.94,0,0,0,"[173, 462, 28, 315, 442, 4, 131, 266, 438]"
35,201.26,17.76,0,0,0,"[153, 457, 218, 304, 147, 335, 120, 128, 428, 98, 176, 355]"
36,164.315,15.415,0,0,0,"[474, 370, 294, 3, 399, 196, 230, 144, 108]"
37,132.985,18.095,0,0,0,"[423, 174, 62, 475, 201, 231, 453]"
38,93.84,17.625,0,0,0,"[472, 255, 188, 390, 149, 122, 82, 367, 37, 132, 419, 445, 193, 127, 22, 235, 279, 182, 354, 29]"
39,93.82,48.1,0,0,0,"[278, 57, 456, 40, 316, 441, 224, 38, 308, 8, 195, 427, 104, 256, 242, 64, 81]"
40,55.85,53.43,0,0,0,"[289, 236, 23, 433, 346, 440, 464, 162, 101, 59, 216, 320, 50, 185]"
41,55.545,19.44,0,0,0,"[342, 287, 439, 386, 14, 414, 327, 375, 300, 60, 261, 349, 449, 245]"
42,18.125,19.005,0,0,0,"[92, 86, 312, 459, 192, 309, 124, 246, 214, 79, 271, 264, 380]"
43,19.745,59.66,0,0,0,"[267, 135, 269, 241, 376, 461, 263, 179, 160, 31, 103, 228, 285, 249, 351]"
44,257.8,28.255,0,0,0,"[93, 448, 77, 42, 387, 296]"
45,269.77,15.71,0,0,0,"[21, 331, 36, 109, 397, 152, 383, 68, 199, 323, 284, 257, 392, 259]"
