,tl_x,tl_y,br_x,br_y,type,time
0,19.00,14.00,24.00,19.00,1,0.25
1,123.44,35.52,137.55,36.52,0,0.141
2,66.66,133.79,70.83,143.17,0,0.391
3,130.28,59.61,131.29,71.93,0,0.124
4,79.22,148.27,89.23,158.17,0,0.991
5,203.05,110.75,204.17,121.46,0,0.12
6,156.65,92.35,159.94,93.35,0,0.033
7,58.57,148.91,60.06,150.18,0,0.019
8,210.98,99.78,213.83,109.07,0,0.265
9,132.02,19.45,133.43,23.09,0,0.051
10,98.31,91.50,100.48,105.05,0,0.294
11,50.11,120.55,52.81,129.32,0,0.237
12,66.94,155.91,69.09,157.75,0,0.04
13,183.75,141.21,185.17,156.15,0,0.212
14,195.06,99.18,203.63,109.65,0,0.897
15,248.11,32.91,254.21,40.61,0,0.47
16,120.34,26.13,122.59,28.26,0,0.048
17,70.31,70.28,71.32,85.26,0,0.151
18,91.26,157.17,93.00,168.76,0,0.202
19,210.93,44.81,212.06,48.31,0,0.04
20,10.83,120.84,12.37,130.20,0,0.144
21,65.33,0.00,66.74,1.30,0,0.018
22,197.29,83.32,212.26,84.93,0,0.241
23,212.27,117.56,221.39,123.78,0,0.567
24,48.74,151.45,50.81,152.45,0,0.021
25,183.83,80.07,186.03,82.16,0,0.046
26,190.08,30.64,197.31,39.53,0,0.643
27,172.45,0.00,175.84,4.36,0,0.148
28,80.62,0.37,86.56,14.08,0,0.814
29,9.48,0.96,10.55,7.81,0,0.073
30,176.54,84.50,177.58,88.28,0,0.039
31,62.81,151.61,75.24,153.71,0,0.261
32,210.72,10.68,213.70,16.24,0,0.166
33,188.48,141.96,190.04,152.97,0,0.172
34,138.35,46.72,141.85,52.92,0,0.217
35,201.39,147.85,204.80,151.89,0,0.138
36,45.57,46.81,51.69,53.46,0,0.407
37,25.83,157.17,40.30,159.04,0,0.271
38,210.88,140.58,212.38,152.59,0,0.18
39,134.10,127.77,137.00,129.39,0,0.047
40,35.98,132.39,42.17,139.15,0,0.418
41,160.52,0.26,164.98,4.70,0,0.198
42,180.46,81.63,181.72,93.37,0,0.148
43,98.55,34.68,112.94,36.88,0,0.317
44,222.55,0.00,224.18,1.10,0,0.018
45,50.13,10.92,52.50,24.86,0,0.33
46,10.88,0.49,24.91,14.36,0,1.946
47,186.87,17.94,191.33,19.10,0,0.052
48,124.76,40.18,129.13,43.66,0,0.152
49,109.11,157.17,123.94,164.38,0,1.069
50,88.20,0.00,93.07,7.78,0,0.379
51,156.65,129.09,171.27,130.71,0,0.237
52,60.96,53.79,62.33,54.79,0,0.014
53,250.00,45.28,254.15,54.44,0,0.38
54,66.25,104.92,68.30,105.92,0,0.02
55,250.52,140.53,259.40,141.60,0,0.095
56,134.48,135.26,135.50,144.21,0,0.091
57,50.11,70.17,62.18,82.84,0,1.529
58,70.81,120.22,75.47,129.94,0,0.453
59,50.90,30.78,59.21,37.35,0,0.546
60,170.78,23.16,185.56,37.09,0,2.059
61,72.25,157.17,73.30,158.89,0,0.018
62,153.45,54.07,160.86,55.32,0,0.093
63,216.60,14.73,220.97,17.49,0,0.121
64,196.65,20.51,198.34,25.78,0,0.089
65,98.87,134.81,104.04,149.10,0,0.739
66,186.44,71.13,188.22,75.43,0,0.077
67,223.07,3.14,237.34,11.33,0,1.169
68,118.89,47.40,124.74,60.30,0,0.755
69,35.38,100.33,37.70,102.14,0,0.042
70,25.94,146.19,27.26,147.78,0,0.021
71,119.20,38.25,123.56,46.07,0,0.341
72,198.17,50.25,201.92,51.64,0,0.052
73,127.73,111.19,130.07,112.44,0,0.029
74,139.85,114.33,142.70,128.71,0,0.41
75,162.12,64.14,166.36,66.13,0,0.084
76,80.09,118.29,87.18,119.84,0,0.11
77,181.67,76.79,195.74,77.83,0,0.146
78,250.00,8.34,251.11,9.78,0,0.016
79,29.00,132.14,30.68,141.81,0,0.162
80,154.56,101.00,160.62,106.86,0,0.355
81,198.52,68.33,203.86,82.92,0,0.779
82,235.11,45.48,237.73,49.85,0,0.114
83,235.56,76.71,241.41,79.55,0,0.166
84,4.24,153.29,5.41,161.55,0,0.097
85,116.28,134.20,119.84,136.18,0,0.07
86,111.26,11.92,118.51,16.30,0,0.318
87,100.16,120.76,110.29,130.45,0,0.982
88,37.75,143.93,43.31,144.98,0,0.058
89,90.27,80.50,91.29,81.52,0,0.01
90,121.45,29.70,128.58,31.55,0,0.132
91,168.66,60.82,179.51,74.98,0,1.536
92,250.00,61.27,264.44,73.96,0,1.832
93,142.44,145.02,143.53,148.60,0,0.039
94,97.36,26.56,101.75,32.11,0,0.244
95,53.06,0.00,64.52,8.39,0,0.961
96,40.11,110.63,42.32,111.68,0,0.023
97,22.55,15.01,26.07,28.23,0,0.465
98,128.74,4.81,129.74,10.19,0,0.054
99,128.64,45.59,134.47,48.20,0,0.152
100,203.05,19.00,212.34,22.81,0,0.354
101,223.89,45.68,230.40,47.08,0,0.091
102,156.75,47.87,157.76,50.25,0,0.024
103,82.32,146.88,83.68,148.24,0,0.018
104,202.53,156.35,210.55,159.67,0,0.266
105,148.81,28.49,150.00,30.21,0,0.02
106,0.00,156.99,1.18,164.65,0,0.09
107,214.58,17.57,215.92,24.70,0,0.096
108,234.56,157.17,247.65,158.23,0,0.139
109,99.16,70.60,105.08,81.64,0,0.654
110,20.80,150.94,23.48,152.01,0,0.029
111,105.34,57.29,107.92,70.05,0,0.329
112,123.50,10.85,131.93,22.39,0,0.973
113,230.55,100.48,234.17,108.97,0,0.307
114,175.95,0.00,177.62,12.10,0,0.202
115,197.90,91.97,205.79,99.12,0,0.564
116,60.06,140.21,61.99,143.66,0,0.067
117,103.37,30.48,105.66,32.45,0,0.045
118,130.22,0.11,137.14,4.47,0,0.302
119,167.49,111.76,172.84,115.92,0,0.223
120,37.43,17.41,38.44,20.95,0,0.036
121,16.93,155.09,21.19,166.23,0,0.475
122,171.65,88.95,180.22,90.02,0,0.092
123,95.95,104.10,96.96,112.33,0,0.083
124,147.03,57.87,151.33,59.21,0,0.058
125,57.27,151.05,58.43,155.85,0,0.056
126,110.75,0.62,113.53,4.10,0,0.097
127,230.07,56.76,232.62,68.02,0,0.287
128,232.45,77.74,233.69,81.00,0,0.04
129,45.13,139.28,46.29,141.44,0,0.025
130,110.84,40.49,111.93,47.20,0,0.073
131,180.59,50.37,182.04,62.47,0,0.175
132,80.70,122.80,84.22,130.85,0,0.283
133,170.41,120.34,182.62,121.83,0,0.182
134,140.27,65.73,141.80,69.28,0,0.054
135,230.48,70.72,244.06,72.71,0,0.27
136,250.00,114.59,251.12,125.63,0,0.124
137,92.30,34.46,93.31,38.27,0,0.038
138,136.96,139.25,139.79,144.03,0,0.135
139,101.96,93.15,116.57,102.70,0,1.395
140,214.39,0.00,215.71,6.78,0,0.089
141,180.51,140.62,183.09,149.16,0,0.22
142,110.15,30.75,112.26,32.21,0,0.031
143,37.91,0.00,49.34,5.35,0,0.612
144,215.05,67.72,224.80,75.45,0,0.754
145,203.58,22.94,205.13,23.97,0,0.016
146,240.77,130.68,252.77,136.15,0,0.656
147,205.70,32.63,206.85,38.75,0,0.07
148,243.89,97.49,257.81,101.53,0,0.562
149,240.82,40.14,247.75,41.15,0,0.07
150,163.93,157.17,177.59,165.17,0,1.093
151,218.63,77.72,229.01,83.58,0,0.608
152,170.18,150.91,171.64,152.47,0,0.023
153,134.55,49.72,138.16,51.07,0,0.049
154,95.71,73.32,97.57,86.97,0,0.254
155,250.00,16.01,262.68,17.01,0,0.127
156,230.39,140.58,233.98,149.61,0,0.324
157,238.32,138.44,244.26,142.82,0,0.26
158,80.18,80.41,85.77,84.80,0,0.245
159,12.63,99.48,14.80,106.49,0,0.152
160,133.74,29.59,147.05,31.18,0,0.212
161,225.00,157.17,227.44,166.64,0,0.231
162,177.76,92.62,179.36,98.33,0,0.091
163,179.61,2.91,191.98,16.27,0,1.653
164,79.04,132.46,80.73,133.61,0,0.019
165,98.47,7.68,106.30,12.23,0,0.356
166,95.72,154.75,97.62,158.35,0,0.068
167,150.48,116.15,151.68,123.96,0,0.094
168,110.76,71.52,121.61,74.36,0,0.308
169,250.52,20.69,261.22,25.61,0,0.526
170,0.00,88.49,10.34,95.67,0,0.742
171,17.66,130.94,20.22,131.95,0,0.026
172,10.22,70.06,18.33,74.34,0,0.347
173,80.08,50.89,82.81,52.27,0,0.038
174,152.05,111.01,154.64,112.38,0,0.035
175,0.00,129.17,1.97,131.69,0,0.05
176,5.12,131.78,9.89,143.32,0,0.55
177,151.65,131.11,166.12,132.61,0,0.217
178,218.82,45.02,219.82,48.10,0,0.031
179,46.55,157.17,47.83,164.30,0,0.091
180,200.53,140.13,201.82,143.93,0,0.049
181,128.20,130.99,133.35,132.21,0,0.063
182,214.10,85.94,215.85,87.92,0,0.035
183,221.75,93.86,228.81,95.33,0,0.104
184,189.56,83.31,190.90,84.40,0,0.015
185,70.26,130.89,71.48,131.94,0,0.013
186,108.45,77.57,115.45,83.78,0,0.435
187,150.08,20.55,151.31,21.88,0,0.016
188,67.05,99.19,70.56,100.20,0,0.035
189,195.26,152.93,197.37,155.30,0,0.05
190,232.36,30.81,244.71,32.98,0,0.268
191,94.26,112.28,95.44,123.46,0,0.132
192,242.03,103.25,243.08,110.51,0,0.076
193,139.46,12.23,149.70,13.31,0,0.111
194,1.65,141.85,3.03,146.93,0,0.07
195,29.34,112.79,36.04,120.00,0,0.483
