,x,y,z,type,sub_type,side,board,step,big,array,array_idx,comp_idx
0,396.5,185.15,-1,7,0,0,0,1,0,1,"[0"],"[0"]
1,359.725,172.765,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[64, 43, 94, 9, 7, 42, 228, 163, 6, 28, 45, 177, 61"]
2,368.05,121.675,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[46, 182, 175, 101, 127, 31, 71, 202, 73"]
3,359.55,79.31,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[209, 193, 161, 87, 38, 88, 60"]
4,367.385,21.345,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[216, 57, 214, 76, 72, 26, 25"]
5,305.785,21.125,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[48, 187, 102, 176, 215, 93, 111"]
6,299.515,59.73,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[170, 144, 198, 70, 52, 104, 96, 128"]
7,313.285,117.975,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[223, 166, 108, 188, 33, 92, 124"]
8,287.235,126.79,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[137, 151, 139, 146, 126"]
9,306.005,176.85,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[41, 123, 208, 133, 85, 224, 206, 36"]
10,237.03,175.2,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[79, 117, 195, 74, 172, 191, 164, 89, 78, 13, 149, 103, 167"]
11,191.005,182.725,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[118, 24, 11, 171"]
12,179.525,126.52,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[22, 201, 226, 80, 153, 222, 114, 81, 152, 165, 199, 148"]
13,247.05,116.46,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[157, 143, 30, 121, 34, 184, 66"]
14,211.32,77.035,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[132, 115, 86, 10, 217, 40, 47, 186"]
15,237.19,25.9,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[225, 1, 205, 141, 50, 197, 29, 213"]
16,178.16,29.595,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[59, 134, 14, 192, 140, 90, 44, 20, 4, 98, 91, 190"]
17,157.795,78.59,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[211, 200, 58, 196, 5, 129, 227, 212, 150, 18"]
18,118.97,39.55,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[203, 109, 156, 120, 69, 179, 113, 95, 130"]
19,92.575,81.12,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[155, 207, 169, 219, 65, 174, 106"]
20,68.16,27.645,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[119, 17, 145, 56, 37, 100, 138, 116, 27"]
21,26.245,34.975,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[168, 54, 2, 3, 178, 180, 181, 62"]
22,42.84,72.84,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[162, 55, 107, 110, 32"]
23,27.04,127.79,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[77, 53, 125, 21, 189, 173, 142, 49, 105"]
24,37.04,168.09,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[158, 67, 35, 147, 68, 131, 218, 204, 8, 19"]
25,85.215,167.605,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[63, 136, 97, 15, 51, 16, 220, 185, 23"]
26,142.54,167.52,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[83, 99, 160, 210, 82, 12, 122, 135"]
27,129.93,121.995,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[112, 183, 154, 39, 159, 84, 194, 75, 221"]
