,x,y,type,side,board,comp_idx
0,152.9,19.5,1,0,0,[0]
1,128.33,24.72,0,0,0,"[37, 48, 298, 70, 231, 207, 61, 146, 275, 246, 30, 281, 260, 98, 308, 282, 88, 168, 172, 27, 96, 309, 127, 199, 20, 3, 181, 131]"
2,123.305,65.795,0,0,0,"[14, 201, 84, 136, 251, 210, 261, 293, 93, 324, 316, 95, 117, 259, 292, 83, 157, 312]"
3,121.36,114.615,0,0,0,"[217, 22, 161, 240, 51, 347, 145, 322, 63, 345, 203, 76, 178, 191, 10, 134, 341, 294, 116, 12, 296]"
4,83.045,126.735,0,0,0,"[142, 107, 4, 198, 205, 359, 160, 248, 233, 103, 354, 153, 255]"
5,76.85,83.235,0,0,0,"[5, 164, 13, 271, 362, 171, 318, 229, 272, 94, 267, 175, 239, 247]"
6,85.055,30.0,0,0,0,"[11, 54, 291, 343, 128, 114, 28, 82, 204, 304, 180, 263]"
7,71.7,24.365,0,0,0,"[109, 56, 360, 66, 225, 80, 170, 143, 159, 186, 45, 314, 280, 273, 73, 320, 97, 121, 144, 174, 235, 344, 6, 268, 74, 140, 32, 62, 269, 112, 286]"
8,25.0,24.89,0,0,0,"[287, 105, 139, 53, 197, 289, 115, 67, 132, 356, 303, 265, 222, 346, 162, 52, 363, 230, 75, 326, 352, 92]"
9,22.805,72.26,0,0,0,"[366, 188, 151, 232, 179, 99, 36, 17, 209, 29, 155, 250, 167, 135, 35, 224, 350, 154, 325, 193, 200, 244, 310]"
10,46.245,94.315,0,0,0,"[202, 15, 102, 185, 156, 120, 299, 65]"
11,22.06,117.345,0,0,0,"[214, 42, 149, 122, 2, 58, 147, 243, 218, 297, 148, 91, 331, 220, 158, 311, 334, 253, 190, 313, 141, 330]"
12,36.73,140.53,0,0,0,"[270, 223, 242, 34, 238, 228, 355, 60]"
13,62.425,174.65,0,0,0,"[19, 317, 113, 192, 256, 119, 7, 339, 283, 196, 234, 21, 189, 277, 18, 307, 348, 72, 165, 87, 78, 315, 252]"
14,24.8,173.23,0,0,0,"[351, 44, 327, 302, 31, 285, 163, 357, 129, 336, 184, 300, 137, 47, 130]"
15,23.47,215.61,0,0,0,"[353, 40, 266, 177, 106, 39, 262, 169, 335, 173, 55, 254, 237, 68, 340, 195, 358, 26, 241, 284, 49, 85, 321, 365, 221, 25, 349]"
16,59.72,214.18,0,0,0,"[16, 77, 8, 110, 133, 57, 319, 1, 33, 337, 279, 152, 227, 38, 194, 69, 125, 81]"
17,94.19,210.17,0,0,0,"[274, 276, 118, 306, 328, 166, 182, 333, 59, 126, 50, 226]"
18,131.78,219.525,0,0,0,"[257, 295, 278, 364, 215, 183, 64, 124, 212, 219, 111, 332, 150, 288]"
19,137.64,174.685,0,0,0,"[176, 208, 9, 71, 206, 104, 245, 43, 100, 138, 216, 301, 264, 236, 101]"
20,118.27,164.095,0,0,0,"[211, 187, 123, 258, 46, 342, 249, 329, 86, 79, 23, 290, 108, 90, 367, 41, 24, 323, 89, 338, 213, 361, 305]"
