,Unnamed: 0,x,y,type,side,board,comp_idx
0,0,8.5,12.5,2,0,0,[0]
1,1,163.5,134.26,2,0,0,[1]
2,2,135.306,108.29,1,1,0,"[71, 143, 140, 39, 44, 51, 138, 31, 161, 60, 38, 56, 100, 97, 27, 154]"
3,3,56.68,58.5903,1,0,1,"[7, 193, 53]"
4,4,11.64,81.665,1,0,0,"[6, 78, 34, 181, 82]"
5,5,35.315,107.11,1,1,0,"[103, 32, 75, 83, 173, 128, 81, 86, 61, 205]"
6,6,83.2312,109.175,1,1,0,"[108, 120, 21, 106, 113, 40, 49, 199, 77]"
7,7,66.47,118.235,0,0,0,"[4, 29, 196, 2, 168, 150, 23, 110]"
8,8,40.94,121.865,0,0,0,"[170, 22, 107, 99]"
9,9,10.46,116.22,0,0,0,"[98, 149, 197, 52, 184, 104, 5, 30, 155, 19]"
10,10,26.7599,82.829,0,0,0,"[74, 163, 201, 160, 37, 145]"
11,11,52.27,84.25,0,0,0,"[166, 92, 127, 134, 169, 76, 70]"
12,12,78.48,79.695,0,0,0,"[182, 194, 158]"
13,13,93.5788,93.2999,0,1,0,"[10, 129, 80, 109]"
14,14,114.065,95.045,0,1,0,"[117, 185, 115, 116]"
15,15,123.805,74.385,0,0,0,"[132, 35, 156, 148, 167]"
16,16,103.465,52.245,0,0,0,"[124, 90, 126]"
17,17,71.15,39.3951,0,1,0,"[135, 176, 67, 191, 146, 137, 112]"
18,18,38.63,47.89,0,0,0,"[17, 26, 36, 141, 118]"
19,19,9.93,46.1053,0,0,1,"[122, 59, 16]"
20,20,13.28,18.47,0,0,0,"[55, 41, 28, 101, 131, 172, 152, 54]"
21,21,31.6,15.905,0,0,1,"[180, 42, 95, 142, 79, 190, 73, 200, 198, 11]"
22,22,53.655,20.66,0,0,0,"[144, 175, 47, 96, 62]"
23,23,70.7136,-1.68031,0,0,0,"[157, 24]"
24,24,101.445,26.375,0,0,0,"[177, 85]"
25,25,113.77,17.945,0,0,0,"[162, 189, 202, 33, 48, 93, 87]"
26,26,137.72,18.305,0,0,0,"[88, 183, 68, 15, 25, 130, 125, 3, 195, 164]"
27,27,165.024,11.4901,0,1,0,"[153, 64, 9, 20]"
28,28,162.065,26.935,0,1,0,"[46, 89, 165, 159, 57, 43, 133, 178, 171, 147]"
29,29,164.7,39.67,0,0,0,"[45, 139, 58]"
30,30,136.415,45.045,0,0,0,"[102, 63, 119, 123, 50, 13]"
31,31,153.67,64.635,0,0,0,"[179, 84, 72, 105, 69, 94, 151]"
32,32,160.615,109.695,0,0,0,"[187, 66, 111, 65, 186, 204]"
33,33,145.545,126.09,0,0,0,"[14, 114]"
34,34,125.614,128.545,0,1,1,"[12, 91, 192, 203, 188, 174, 121]"
35,35,100.99,129.54,0,0,0,"[8, 18, 136]"
