,x,y,type,side,board,comp_idx
0,17.5,351.5,1,0,0,[0]
1,19.485,347.275,0,0,0,"[72, 53, 227, 418, 450, 316, 488, 69, 114, 413, 393, 437, 475, 20]"
2,50.6,342.71,0,0,0,"[483, 80, 287, 173, 347, 200, 255, 7, 166, 92]"
3,93.765,349.595,0,0,0,"[409, 221, 349, 384, 98, 489, 82, 434, 363, 454]"
4,88.925,312.955,0,0,0,"[421, 278, 342, 253, 344, 273, 127, 414, 169, 142, 59, 482, 96]"
5,58.515,300.55,0,0,0,"[479, 171, 321, 106, 217]"
6,18.975,307.805,0,0,0,"[439, 315, 179, 33, 455, 443, 297, 5, 167]"
7,18.795,266.635,0,0,0,"[491, 163, 364, 153, 268, 508, 211]"
8,19.74,237.715,0,0,0,"[288, 15, 256, 319, 257, 400]"
9,54.815,227.53,0,0,0,"[478, 405, 427, 496, 310, 177, 296, 312, 162, 448, 404]"
10,57.26,197.07,0,0,0,"[370, 208, 338, 65, 514, 172, 201, 31]"
11,19.16,197.605,0,0,0,"[91, 84, 453, 420, 88, 116, 6, 449, 180, 314, 463, 140, 56]"
12,0.505001,177.21,0,0,0,[168]
13,18.815,155.58,0,0,0,"[270, 379, 129, 260, 121, 293, 469, 141, 12, 334, 422, 233, 348, 283, 391, 81, 242]"
14,54.265,153.48,0,0,0,"[419, 425, 406, 271, 397, 507]"
15,45.935,126.64,0,0,0,"[308, 468, 354, 39, 472, 262, 137, 246]"
16,17.395,107.41,0,0,0,"[373, 309, 73, 132, 295, 126, 23, 205, 234, 440, 512, 371]"
17,51.475,87.92,0,0,0,"[499, 317, 258, 182, 504, 263, 331, 306, 403, 37]"
18,10.325,69.855,0,0,0,"[506, 484, 330, 85]"
19,31.24,31.585,0,0,0,"[462, 224, 50, 133, 26]"
20,19.465,16.09,0,0,0,"[426, 115, 383, 480, 38, 352, 423, 51, 213, 17, 119, 336, 299, 399, 398, 144]"
21,68.365,13.56,0,0,0,"[154, 198, 202, 44, 204]"
22,66.685,50.025,0,0,0,"[376, 438, 210, 365, 412, 54, 459, 156, 505, 161]"
23,86.34,57.39,0,0,0,"[356, 194, 94, 47, 313, 303, 247, 14, 75, 186]"
24,103.0,29.78,0,0,0,"[490, 2, 25, 359, 333, 176, 250, 345]"
25,125.135,47.805,0,0,0,"[340, 266, 10, 276, 264, 108, 218, 369, 497, 190, 193]"
26,133.505,11.535,0,0,0,"[226, 238]"
27,159.885,14.215,0,0,0,"[300, 302, 451, 49, 272]"
28,195.47,11.36,0,0,0,"[265, 290]"
29,207.525,70.38,0,0,0,"[339, 41, 351, 145, 237]"
30,174.335,56.05,0,0,0,"[148, 329, 311, 481, 511]"
31,161.995,63.64,0,0,0,"[259, 207, 118, 70, 146, 446]"
32,169.835,100.235,0,0,0,"[362, 138, 458, 473, 241, 410, 134, 372, 30, 318, 40, 402, 460]"
33,205.835,107.975,0,0,0,"[32, 282, 355, 4, 401, 36]"
34,212.735,142.615,0,0,0,"[229, 411, 267, 43, 107, 131, 197]"
35,207.165,186.64,0,0,0,"[219, 457, 109, 464, 68]"
36,199.345,221.975,0,0,0,"[286, 187, 495, 147]"
37,205.505,247.5,0,0,0,"[174, 66, 431, 235, 337]"
38,178.115,237.84,0,0,0,"[378, 408]"
39,153.185,208.55,0,0,0,"[445, 493, 429, 151, 188, 390, 9, 55, 222]"
40,166.04,173.425,0,0,0,"[501, 165, 191, 487, 261, 124, 158, 232]"
41,165.995,139.76,0,0,0,"[444, 175, 230, 135, 110, 386, 279, 150, 95, 467]"
42,129.985,132.36,0,0,0,"[307, 381, 341, 209]"
43,129.475,165.05,0,0,0,"[87, 130, 430, 325, 277, 203, 19, 320, 77, 21, 97, 83, 380, 143, 252]"
44,92.88,158.73,0,0,0,"[476, 103, 513]"
45,84.84,128.21,0,0,0,"[382, 223, 239, 199]"
46,93.87,91.285,0,0,0,"[435, 27, 61, 502]"
47,128.41,86.865,0,0,0,"[361, 155, 415, 164, 76, 8, 220, 52, 396, 485, 332, 503, 327]"
48,125.115,198.95,0,0,0,"[28, 35, 86, 1, 90, 292, 79, 486, 215, 34, 236, 67, 105, 206, 29, 100]"
49,95.55,208.345,0,0,0,"[196, 407, 254, 117, 112, 285, 424, 368, 428, 274]"
50,98.04,248.565,0,0,0,"[324, 22, 136, 251, 178]"
51,68.075,267.625,0,0,0,"[452, 374, 305, 298, 387]"
52,101.58,285.355,0,0,0,"[183, 93, 152, 328, 225, 447, 228, 45]"
53,126.82,279.74,0,0,0,"[216, 149, 231, 343, 323, 189, 436]"
54,131.655,239.325,0,0,0,"[46, 249, 42, 111, 291, 432, 89, 123, 442, 392, 101, 416, 477, 471, 243, 62]"
55,164.635,279.025,0,0,0,"[159, 74, 289, 280, 16, 304, 515, 500, 366, 350]"
56,168.99,313.08,0,0,0,"[284, 367, 465, 192, 13, 125, 64, 48, 358, 212]"
57,195.03,287.205,0,0,0,"[181, 170, 102, 281, 71, 417, 245, 466, 78, 326, 498, 57, 248]"
58,202.435,304.715,0,0,0,"[11, 113, 269, 377, 388, 456, 240, 63, 195, 139, 385, 214]"
59,207.475,341.87,0,0,0,"[474, 470, 301, 185, 395, 335, 3, 441, 322, 184, 58, 357]"
60,162.35,349.485,0,0,0,"[275, 122, 18, 433, 160, 244, 509, 510, 24, 360, 461, 60, 104]"
61,141.255,341.9,0,0,0,"[120, 375, 494, 389]"
62,127.295,316.13,0,0,0,"[128, 353, 492, 99, 346, 157, 394, 294]"
