,x,y,z,type,sub_type,side,board,step,big,array,array_idx,comp_idx
0,369.5,17.5,-1,7,0,0,0,1,0,1,"[0"],"[0"]
1,361.055,18.71,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[106, 380, 326, 410, 276, 147, 399, 262, 47, 46, 169, 107, 73"]
2,331.905,19.35,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[412, 478, 11, 270, 28, 338, 265, 229"]
3,357.27,55.51,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[130, 474, 329, 409, 505, 404"]
4,357.3,87.68,-1,0,0,0,0,0,0,1,"[0, 0"],"[296, 319"]
5,346.5,132.3,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[54, 112, 471, 345, 467"]
6,354.2,166.6,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[397, 451, 498, 476, 417, 227, 10, 347"]
7,359.57,203.26,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[349, 134, 5, 162, 86, 360, 438, 394, 450, 460, 59, 183"]
8,360.575,242.365,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[429, 125, 482, 208, 206, 12, 382, 239, 301, 70"]
9,322.455,242.085,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[501, 315, 293, 58, 23, 363, 148, 299, 145, 427, 168"]
10,326.23,200.26,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[392, 387, 32, 333, 15, 403, 470, 434, 346, 142, 440, 9, 419, 185"]
11,317.72,156.865,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[393, 197, 234, 45, 398, 204, 122, 324, 300, 181, 81, 104, 205, 191, 486"]
12,294.965,127.02,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[350, 140, 128, 385, 395, 115, 337, 477, 445"]
13,318.175,98.955,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[153, 98, 146, 38, 42, 252, 31"]
14,306.495,68.86,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[24, 283, 264, 182, 238"]
15,316.745,55.775,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[430, 188, 413, 56"]
16,285.425,30.185,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[284, 351, 488, 364, 507, 224, 510"]
17,253.81,13.175,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[192, 407, 456, 297"]
18,270.66,60.495,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[487, 465, 378, 490, 126, 483, 447"]
19,284.775,88.225,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[220, 63, 268, 381"]
20,259.965,117.745,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[85, 194, 33, 241, 221, 131, 325, 6, 245, 422"]
21,228.155,116.37,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[89, 375, 468, 336, 214"]
22,226.47,77.14,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[253, 179, 500, 37, 290, 357, 219, 370"]
23,199.94,70.825,-1,0,0,0,0,0,0,1,"[0, 0"],"[280, 250"]
24,178.75,77.88,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[396, 177, 75, 94, 328, 453, 96, 211"]
25,156.78,50.86,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[314, 356, 263, 14, 248"]
26,180.61,26.605,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[36, 479, 137, 230"]
27,218.395,39.105,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[331, 376, 286, 316, 240, 472"]
28,139.125,22.045,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[135, 383, 497, 313"]
29,116.015,57.47,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[82, 49, 27, 278, 443, 48, 218, 21"]
30,106.47,28.93,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[255, 377, 428, 322, 165, 225, 275"]
31,79.67,26.735,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[215, 406, 431, 298, 20, 442"]
32,68.605,20.11,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[366, 359, 200, 129, 74, 95, 163, 22"]
33,22.405,12.88,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[2, 343, 39, 189"]
34,17.49,52.95,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[457, 232, 87, 388"]
35,47.755,72.235,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[271, 504, 111"]
36,76.36,73.965,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[139, 180, 161, 109, 213, 420"]
37,78.32,117.17,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[306, 354, 99, 77, 170, 78, 254, 462, 1, 261"]
38,110.105,113.325,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[110, 116, 118, 69, 3, 502, 506, 156, 120, 217, 384, 310, 311, 421, 414, 243, 425, 51"]
39,119.275,142.625,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[226, 318, 358, 119, 88, 52, 71"]
40,122.745,166.36,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[437, 489, 461, 368, 256, 247, 8, 302, 277, 361, 307, 312, 258"]
41,89.675,168.49,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[160, 352, 233, 400, 287, 274, 138, 334"]
42,67.455,156.46,-1,0,0,0,0,0,0,1,"[0, 0"],"[105, 389"]
43,32.685,137.87,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[187, 133, 172, 441, 62, 222, 102"]
44,19.485,109.18,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[154, 436, 132, 411, 93, 463, 158, 18, 196, 84, 435, 415, 242, 4"]
45,15.655,164.755,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[494, 124, 379, 288, 289, 503, 305"]
46,28.71,207.08,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[459, 43, 458, 332, 41, 344, 362, 509, 269, 207"]
47,16.96,232.09,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[210, 25, 216, 83, 369, 353, 496, 16, 281, 173, 291"]
48,51.045,239.935,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[40, 317, 339, 231, 424, 171, 30"]
49,69.16,227.625,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[340, 321, 367, 175, 223, 372, 330, 155, 323"]
50,85.46,193.005,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[292, 439, 114, 267, 72, 164, 79, 149"]
51,124.155,200.605,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[373, 499, 446, 80, 167, 67, 101, 374"]
52,152.39,200.56,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[455, 273, 13, 151, 266"]
53,163.86,164.945,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[464, 469, 418, 402, 44, 19, 294, 495, 90"]
54,150.595,136.14,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[152, 279, 97, 174, 203, 454, 157, 92, 7"]
55,149.785,99.475,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[91, 401, 390, 143, 449, 492, 136, 282, 228, 199"]
56,185.64,117.19,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[76, 320, 117, 144, 348, 480, 34, 202"]
57,199.925,156.93,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[426, 60, 508, 308"]
58,205.1,193.115,-1,0,0,0,0,0,0,1,"[0, 0"],"[100, 55"]
59,236.58,156.05,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[68, 61, 103, 448, 236, 141, 178, 433, 237, 491, 341"]
60,266.32,154.465,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[190, 166, 193, 260, 475, 17, 209, 29, 355, 452, 416, 65"]
61,280.42,180.275,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[35, 485, 335, 127, 57, 511, 484, 432, 121, 249, 473"]
62,289.765,217.185,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[246, 198, 244, 259, 405, 285, 257, 201, 295"]
63,256.535,245.915,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[423, 50, 391, 251"]
64,243.975,206.395,-1,0,0,0,0,0,0,1,"[0, 0"],"[53, 365"]
65,203.44,237.695,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[444, 342, 371, 386, 113, 235, 272"]
66,188.9,229.98,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[159, 66, 493, 481, 195, 309, 186"]
67,159.98,239.005,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[408, 26, 108, 64, 304, 184, 150, 123, 327"]
68,116.165,237.67,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[466, 176, 303, 212"]
