,name,tl_x,tl_y,br_x,br_y,step,array,array_group,type,sub_type,center,side,enable,board,mfov,offset_x,offset_y,z,body_condi,lead_condi
0,name,708.0,6.0,713.0,11.0,1,0,1,7,0,0,0,1,0,0,0,0,-1,2047,2047
1,name,680.56,100.43,682.35,114.12,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
2,name,350.37,430.32,351.43,444.36,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
3,name,580.25,70.06,586.07,82.45,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
4,name,530.39,260.46,539.0,267.18,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
5,name,164.99,181.43,166.04,194.01,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
6,name,473.86,502.13,475.42,514.0,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
7,name,660.63,440.26,673.93,441.8,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
8,name,135.07,470.24,145.72,472.09,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
9,name,290.27,280.55,298.81,281.7,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
10,name,570.15,90.81,571.31,105.77,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
11,name,526.9,95.24,532.69,100.37,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
12,name,670.18,500.58,677.08,506.32,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
13,name,200.57,400.74,215.11,414.43,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
14,name,100.53,15.15,104.51,18.92,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
15,name,150.79,150.94,156.36,151.98,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
16,name,380.42,30.07,382.68,43.49,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
17,name,340.74,50.37,344.27,51.37,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
18,name,10.4,20.71,24.16,22.05,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
19,name,480.13,190.2,491.57,191.43,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
20,name,480.8,310.39,487.56,311.71,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
21,name,627.22,461.06,628.29,470.95,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
