,name,tl_x,tl_y,br_x,br_y,step,array,type,sub_type,center,side,enable,board,offset_x,offset_y,z
0,name,126,64.58,131,69.58,1,0,7,0,0,0,1,0,0,0,0
1,name,10.89,30.91,15.17,33.62,1,0,0,0,0,0,1,0,0,0,0
2,name,0.66,0.64,2.02,3.57,1,0,0,0,0,0,1,0,0,0,0
3,name,60.79,30.15,74.91,32.79,1,0,0,0,0,0,1,0,0,0,0
4,name,30.25,70.49,31.59,72.71,1,0,0,0,0,0,1,0,0,0,0
5,name,0.66,30.85,2.69,39.52,1,0,0,0,0,0,1,0,0,0,0
6,name,60.5,20.79,61.67,26.19,1,0,0,0,0,0,1,0,0,0,0
7,name,120.07,0.14,130.62,1.17,1,0,0,0,0,0,1,0,0,0,0
8,name,30.79,50.28,36.83,64.96,1,0,0,0,0,0,1,0,0,0,0
9,name,100.46,70.48,114,75.39,1,0,0,0,0,0,1,0,0,0,0
10,name,40.87,0.32,53.34,9.21,1,0,0,0,0,0,1,0,0,0,0
11,name,40.68,70.79,41.89,72.55,1,0,0,0,0,0,1,0,0,0,0
12,name,60.33,70.07,64,78.84,1,0,0,0,0,0,1,0,0,0,0
13,name,70.29,20.23,73.95,23.49,1,0,0,0,0,0,1,0,0,0,0
14,name,20.44,10.13,21.45,11.3,1,0,0,0,0,0,1,0,0,0,0
15,name,0.77,50.8,5.26,52.33,1,0,0,0,0,0,1,0,0,0,0
16,name,30.72,10.26,36.67,13.63,1,0,0,0,0,0,1,0,0,0,0
17,name,90.86,40.23,103.74,41.38,1,0,0,0,0,0,1,0,0,0,0
18,name,10.89,70.41,15.19,78.51,1,0,0,0,0,0,1,0,0,0,0
19,name,30.91,0.31,32.45,14.38,1,0,0,0,0,0,1,0,0,0,0
20,name,110.92,20.24,116.52,22.62,1,0,0,0,0,0,1,0,0,0,0
21,name,60.31,50.63,61.34,53.5,1,0,0,0,0,0,1,0,0,0,0
22,name,120.91,60.17,127.99,61.19,1,0,0,0,0,0,1,0,0,0,0
