,x,y,comp_idx
0,25.0,25.0,[0]
1,25.0,44.05,[1300]
2,45.370000000000005,45.239999999999995,"[67, 204, 1373, 88, 191, 1365]"
3,37.58,68.25999999999999,"[839, 1112, 740, 1139, 1195]"
4,25.0,67.0,[602]
5,25.0,97.5,[1299]
6,45.370000000000005,91.25,"[267, 716, 450, 680]"
7,60.254999999999995,90.08000000000001,[431]
8,60.14,112.985,[1356]
9,45.22,121.74,"[990, 858]"
10,44.864999999999995,135.82,[190]
11,29.96,144.84,"[402, 1047, 1383, 660, 353]"
12,68.25999999999999,160.06,"[617, 52, 753]"
13,83.59,137.17000000000002,"[1404, 815]"
14,83.66,114.26,[643]
15,83.25999999999999,97.64,[1107]
16,98.91,91.19,"[252, 795, 681, 594, 42, 508]"
17,106.63,121.84,[439]
18,121.385,143.475,[1423]
19,113.72,166.6,[1217]
20,144.76,167.7,"[129, 1286, 426, 399, 913, 1219, 100, 1063]"
21,137.12,190.78,"[1044, 1057, 828]"
22,113.655,220.06,[1059]
23,121.32,227.735,[282]
24,137.07999999999998,244.24,[781]
25,144.415,273.73,[276]
26,129.055,281.395,[1389]
27,144.84,305.57,"[750, 298, 50, 1236, 1163, 1307, 800]"
28,136.64,319.505,[1245]
29,121.39,342.53999999999996,[675]
30,144.78,366.78,[659]
31,144.75,374.32,"[1113, 176, 162, 1079]"
32,160.04,343.68,"[932, 1315, 1428, 448, 29, 38]"
33,167.36,319.62,[1433]
34,167.79,297.89,"[910, 774, 1188, 560, 683, 631]"
35,167.26999999999998,281.26,[1171]
36,198.35,297.76,"[993, 951, 933, 1364, 998]"
37,236.175,288.95500000000004,[777]
38,243.92000000000002,296.645,[154]
39,252.03,313.19,"[263, 286, 935, 946, 512, 1226]"
40,267.18,290.2,"[1116, 584, 455, 1282]"
41,282.64,274.88,"[1068, 219, 1338, 893]"
42,297.365,281.185,[37]
43,274.86,259.61,"[1083, 574]"
44,274.93,244.25,"[421, 730, 1019, 96]"
45,259.28499999999997,250.69,[527]
46,251.56,220.01,[967]
47,244.2,190.74,"[1095, 1182, 524]"
48,228.95,190.76,"[500, 248, 1081, 502, 167, 43, 1355, 407, 746]"
49,259.5,182.97,"[1148, 326, 303]"
50,282.65,160.05,"[818, 601, 991, 528, 249]"
51,290.23,152.43,[462]
52,305.59,152.41,"[503, 1110, 314, 1349]"
53,320.89,144.78,"[975, 756, 207]"
54,328.47,144.70999999999998,"[1082, 485, 409]"
55,335.69,128.355,[535]
56,336.1,106.55,"[156, 861, 121]"
57,358.58,97.69,[478]
58,366.2,105.3,[776]
59,381.95,121.87,"[349, 648, 857, 1221, 1100]"
60,373.95000000000005,151.17000000000002,[936]
61,359.13,152.54000000000002,"[725, 906, 846, 3]"
62,397.36,175.36,"[165, 2, 728, 811]"
63,381.615,197.095,[727]
64,374.43,213.75,"[941, 1123, 110, 181]"
65,359.12,229.03,[654]
66,351.03499999999997,243.10000000000002,[1137]
67,343.68,221.29,"[185, 1154, 686, 481, 82, 615, 619]"
68,335.745,204.86,[1233]
69,351.04499999999996,197.215,[123]
70,404.605,204.775,[173]
71,405.03,221.31,[1303]
72,428.01,229.02,"[410, 464, 628]"
73,435.16499999999996,242.995,[449]
74,458.57,267.18,"[436, 1348]"
75,443.18,282.63,"[1006, 1263, 210]"
76,427.99,297.78,"[221, 949]"
77,412.63,297.9,"[47, 128, 216, 1075]"
78,419.97,311.98,[400]
79,389.62,320.77,"[335, 840, 1294, 1346, 556]"
80,382.07,336.17,"[1322, 483]"
81,366.23,350.21500000000003,[808]
82,381.485,357.805,[77]
83,389.65,374.42,"[454, 604, 418, 1330, 609]"
84,404.92,381.98,[1293]
85,373.91499999999996,411.37,[1305]
86,366.81,443.24,"[531, 351]"
87,359.0,443.35,"[709, 903, 166, 525, 9, 108, 705]"
88,336.15,466.24,"[900, 823]"
89,312.71,441.995,[1132]
90,297.79,427.87,"[1398, 195, 1403, 362, 710, 1185, 896]"
91,305.43,405.05,[961]
