,tl_x,tl_y,br_x,br_y,type,side,step,time
0,7.00,10.00,12.00,15.00,2,0,0,0.25
1,709.15,716.79,712.32,718.43,0,0,0,0.057
2,418.26,150.40,421.49,151.92,0,0,0,0.054
3,380.10,165.68,383.29,167.26,0,0,0,0.055
4,785.65,181.00,788.81,182.57,0,1,0,0.055
5,502.37,280.58,505.67,282.15,0,0,0,0.056
6,494.88,211.69,498.15,213.26,0,0,1,0.056
7,617.28,395.29,620.54,396.82,0,0,0,0.054
8,540.67,50.87,543.79,52.41,0,0,1,0.053
9,379.93,433.59,383.18,435.10,0,0,0,0.053
10,617.33,479.40,620.54,480.94,0,1,0,0.054
11,693.78,249.96,697.01,251.54,0,0,0,0.056
12,395.32,265.19,398.50,266.88,0,0,0,0.059
13,425.92,433.66,429.08,435.18,0,1,0,0.053
14,234.53,494.86,237.67,496.52,0,0,0,0.057
15,303.42,601.96,306.53,603.61,0,0,0,0.056
16,617.28,211.61,620.50,213.19,0,0,1,0.056
17,173.32,686.19,176.54,687.85,0,0,0,0.059
18,709.03,127.43,712.17,128.98,0,0,0,0.053
19,73.83,617.18,77.12,618.80,0,0,0,0.058
20,104.57,709.17,107.75,710.68,0,0,0,0.053
21,395.32,257.62,398.54,259.21,0,0,0,0.056
22,494.73,410.62,497.84,412.18,0,0,0,0.053
23,402.88,12.75,406.08,14.29,0,0,0,0.054
24,272.84,142.73,275.96,144.40,0,1,0,0.057
25,724.35,410.54,727.53,412.11,0,0,1,0.055
26,318.78,502.46,321.98,504.02,0,1,0,0.055
27,808.65,211.54,811.77,213.08,0,0,0,0.052
28,732.04,624.94,735.15,626.58,0,0,0,0.056
29,135.16,364.74,138.33,366.25,0,0,0,0.052
30,104.50,686.20,107.66,687.86,0,1,0,0.058
31,96.79,387.69,99.98,389.34,0,1,0,0.057
32,89.18,242.20,92.41,243.71,0,0,0,0.053
33,647.86,716.65,651.04,718.17,0,0,0,0.053
34,89.21,479.59,92.35,481.11,0,0,0,0.052
35,739.64,318.86,742.75,320.46,0,0,0,0.055
36,647.81,4.93,651.00,6.45,0,0,1,0.053
37,295.74,280.42,298.99,281.95,0,1,0,0.054
38,173.39,364.69,176.65,366.34,0,0,0,0.059
39,58.64,548.32,61.87,549.87,0,0,0,0.055
40,617.22,517.78,620.44,519.29,0,0,0,0.053
41,624.83,747.30,628.06,748.94,0,0,0,0.058
42,104.49,89.22,107.68,90.79,0,0,0,0.055
43,249.92,180.98,253.02,182.53,0,0,0,0.053
44,609.50,341.76,612.69,343.39,0,0,0,0.057
45,372.37,617.17,375.62,618.68,0,0,0,0.054
46,418.20,510.12,421.39,511.62,0,0,0,0.052
47,387.69,295.74,390.85,297.37,0,0,0,0.056
48,441.23,479.59,444.47,481.19,0,0,0,0.057
49,747.43,303.49,750.71,305.05,0,0,0,0.056
50,135.18,303.52,138.30,305.20,0,0,0,0.058
51,793.33,272.92,796.61,274.44,0,0,0,0.054
52,58.59,180.98,61.73,182.63,0,0,0,0.057
53,724.44,288.15,727.55,289.70,0,0,0,0.053
54,739.74,701.44,742.96,703.00,0,1,0,0.055
55,678.42,540.71,681.66,542.26,0,0,1,0.055
56,58.65,318.77,61.91,320.36,0,1,0,0.057
57,35.55,425.95,38.80,427.54,0,1,0,0.057
58,724.33,50.88,727.58,52.48,0,0,0,0.057
59,158.06,525.45,161.34,526.98,0,0,0,0.055
60,104.46,617.31,107.57,618.88,0,0,0,0.053
61,249.85,624.97,253.01,626.53,0,1,0,0.054
62,433.67,66.14,436.93,67.84,0,1,0,0.06
63,670.76,173.31,673.86,174.84,0,0,0,0.052
64,686.20,81.48,689.32,83.05,0,0,0,0.054
65,617.25,624.96,620.42,626.57,0,0,0,0.056
66,311.05,387.58,314.24,389.13,0,1,0,0.054
67,20.37,20.24,23.62,21.91,0,0,0,0.059
68,158.01,66.13,161.17,67.72,0,0,0,0.055
69,364.76,693.78,368.05,695.34,0,1,0,0.056
70,586.61,211.66,589.71,213.18,0,1,1,0.052
71,43.27,632.57,46.56,634.18,0,0,0,0.058
72,548.42,418.28,551.56,419.96,0,0,0,0.058
73,808.58,609.51,811.68,611.14,0,0,0,0.056
74,318.73,678.44,322.00,679.98,0,0,0,0.055
75,280.52,364.79,283.71,366.32,0,0,0,0.054
76,525.38,578.93,528.49,580.55,0,0,0,0.056
77,379.92,356.98,383.05,358.63,0,1,0,0.057
78,318.75,66.24,321.86,67.79,0,0,0,0.053
79,425.93,624.91,429.15,626.57,0,0,0,0.058
80,471.88,188.72,475.02,190.24,0,0,1,0.052
81,43.23,448.90,46.43,450.42,0,0,0,0.053
