,Unnamed: 0,x,y,type,side,board,comp_idx
0,0,6.5,20.5,2,0,0,[0]
1,1,17.85,15.6,0,0,0,"[237, 416, 372, 442, 342, 77]"
2,2,59.205,16.055,0,0,0,"[32, 2, 170]"
3,3,38.245,57.1,0,0,0,"[67, 232, 282, 134, 336, 122, 174]"
4,4,6.48499,63.875,0,0,0,"[19, 69]"
5,5,16.875,110.185,0,0,0,"[269, 12, 290, 106, 350]"
6,6,18.52,147.855,0,0,0,"[90, 298, 410, 287]"
7,7,18.55,173.26,0,0,0,"[242, 277, 26, 444, 278]"
8,8,16.445,207.01,0,0,0,"[6, 41, 130, 215]"
9,9,28.435,256.065,0,0,0,"[135, 328, 333, 272, 334, 253, 195, 155, 417, 314]"
10,10,17.205,287.24,0,0,0,"[191, 110, 359, 163]"
11,11,45.555,297.9,0,0,0,"[399, 79, 74]"
12,12,71.03,293.4,0,0,0,"[128, 339, 168, 360]"
13,13,89.165,261.1,0,0,0,"[211, 10, 220, 418, 413]"
14,14,122.21,288.0,0,0,0,"[419, 320, 117, 196]"
15,15,142.8,288.0,0,0,0,"[419, 263, 436, 51]"
16,16,166.285,252.785,0,0,0,"[393, 138, 154]"
17,17,189.465,276.825,0,0,0,"[91, 244, 96, 425, 422, 136]"
18,18,199.935,301.515,0,0,0,"[164, 362, 210, 192]"
19,19,266.155,306.565,0,0,0,"[257, 35]"
20,20,287.71,286.82,0,0,0,"[85, 364, 224, 302, 209, 358]"
21,21,276.36,256.68,0,0,0,"[72, 227, 144, 305]"
22,22,266.56,231.845,0,0,0,"[176, 105, 382, 435, 213]"
23,23,237.68,256.31,0,0,0,"[9, 188, 216, 285, 97, 378, 340, 354]"
24,24,212.615,237.935,0,0,0,"[445, 76, 376, 93, 39, 319]"
25,25,212.345,198.48,0,0,0,"[335, 267, 318, 433, 345, 111, 49, 231, 81]"
26,26,249.08,196.465,0,0,0,"[392, 126, 44, 55, 140, 36, 22, 247, 58]"
27,27,260.985,160.735,0,0,0,[3]
28,28,248.985,136.205,0,0,0,"[276, 260, 88, 440, 331, 141]"
29,29,228.02,161.39,0,0,0,"[262, 47, 311, 146, 56]"
30,30,187.665,166.365,0,0,0,"[11, 30, 338, 243]"
31,31,179.765,206.255,0,0,0,"[286, 239, 62, 198, 308, 351]"
32,32,156.57,215.58,0,0,0,"[40, 14, 112]"
33,33,126.475,237.51,0,0,0,"[183, 259, 115, 380, 414]"
34,34,86.975,206.53,0,0,0,"[403, 116, 391, 230, 235, 167]"
35,35,56.905,211.43,0,0,0,"[291, 1, 125]"
36,36,57.245,163.43,0,0,0,"[341, 369, 8, 387]"
37,37,95.205,173.6,0,0,0,"[161, 127, 50, 99, 355]"
38,38,117.71,156.165,0,0,0,"[204, 439, 447]"
39,39,142.17,172.17,0,0,0,[16]
40,40,150.875,139.4,0,0,0,"[17, 159, 225, 184]"
41,41,187.77,133.985,0,0,0,"[313, 179]"
42,42,152.81,108.09,0,0,0,"[92, 143, 199, 46]"
43,43,109.265,88.56,0,0,0,"[365, 52]"
44,44,117.19,69.37,0,0,0,"[60, 15, 169, 222, 270]"
45,45,79.245,59.475,0,0,0,"[255, 424, 151, 78, 309, 25, 4, 186, 303, 80]"
46,46,56.755,96.375,0,0,0,"[411, 207, 70, 256, 246, 374, 294]"
47,47,56.66,128.85,0,0,0,"[20, 373, 59, 429]"
48,48,87.72,118.71,0,0,0,"[252, 240]"
49,49,109.43,26.22,0,0,0,"[283, 251, 219, 265, 100]"
50,50,136.79,16.27,0,0,0,"[102, 208, 94, 133]"
51,51,150.05,37.39,0,0,0,"[296, 371, 182, 348, 420, 113]"
52,52,167.815,67.39,0,0,0,"[402, 73, 64, 114, 45, 24]"
53,53,209.67,64.115,0,0,0,"[53, 7, 226, 322]"
54,54,213.815,97.37,0,0,0,"[297, 332, 27, 75]"
55,55,256.605,98.555,0,0,0,"[346, 108, 268, 177, 129, 249]"
56,56,285.835,136.005,0,0,0,"[54, 428, 206]"
57,57,308.54,117.055,0,0,0,"[258, 131, 189, 68]"
58,58,296.025,87.265,0,0,0,"[363, 273, 367, 150]"
59,59,321.56,87.265,0,0,0,"[363, 404, 289, 31, 153]"
60,60,335.865,121.195,0,0,0,"[212, 394, 29]"
61,61,319.025,156.38,0,0,0,"[187, 23, 101, 107, 405, 349, 160]"
62,62,307.905,190.75,0,0,0,"[284, 344, 406, 361, 377, 288]"
63,63,306.34,227.0,0,0,0,"[149, 312, 145]"
64,64,317.38,243.98,0,0,0,"[119, 48, 271, 18, 34]"
65,65,346.87,247.23,0,0,0,"[180, 427, 201, 236, 275]"
66,66,339.65,289.81,0,0,0,"[43, 123, 274]"
67,67,397.665,288.215,0,0,0,"[306, 203, 87, 142, 415, 84, 42]"
68,68,392.0,258.155,0,0,0,"[221, 254, 193]"
69,69,422.785,256.63,0,0,0,"[347, 109, 104, 407]"
70,70,438.99,287.835,0,0,0,"[157, 317, 33, 390, 357, 304, 229, 241, 98, 5]"
71,71,465.695,301.415,0,0,0,[148]
72,72,457.09,256.95,0,0,0,"[279, 238, 375, 175, 228, 389]"
73,73,430.025,219.48,0,0,0,"[171, 356, 137, 299, 292, 383]"
74,74,397.205,219.48,0,0,0,"[171, 401, 384, 152, 118, 324]"
75,75,350.19,200.345,0,0,0,"[65, 214, 190, 233, 301]"
76,76,366.415,167.2,0,0,0,"[381, 412]"
77,77,369.97,124.9,0,0,0,"[366, 139, 395, 352]"
78,78,396.865,143.95,0,0,0,"[37, 398, 396, 315]"
79,79,412.115,183.53,0,0,0,"[295, 124, 248, 217]"
80,80,436.445,179.07,0,0,0,"[234, 264, 353, 194, 329, 326]"
81,81,455.845,132.615,0,0,0,"[397, 61, 430]"
82,82,417.89,129.85,0,0,0,"[323, 95, 321, 388, 86]"
83,83,406.345,86.415,0,0,0,"[218, 293, 63, 132, 89, 379]"
84,84,447.33,86.855,0,0,0,"[330, 307, 325, 185]"
85,85,462.755,47.89,0,0,0,[28]
86,86,439.45,47.89,0,0,0,"[28, 310, 158, 181, 343, 166]"
87,87,405.755,39.91,0,0,0,"[337, 200, 103, 250, 400]"
88,88,368.365,52.595,0,0,0,"[431, 57, 368, 38, 370, 172, 71]"
89,89,366.585,86.055,0,0,0,"[197, 446, 147]"
90,90,329.005,59.535,0,0,0,"[223, 156, 205, 165]"
91,91,336.115,50.19,0,0,0,"[120, 66, 327]"
92,92,357.56,17.205,0,0,0,"[261, 178, 432]"
