,tl_x,tl_y,br_x,br_y,type,time
0,14.00,2.00,19.00,7.00,1,0.25
1,300.40,180.83,302.98,186.52,0,0.147
2,120.46,80.90,126.52,81.94,0,0.063
3,190.23,160.49,200.44,162.37,0,0.192
4,74.38,86.88,76.53,100.72,0,0.298
5,220.31,94.93,226.33,104.60,0,0.582
6,264.46,0.00,266.29,1.90,0,0.035
7,139.66,55.33,150.80,59.38,0,0.451
8,234.60,17.47,244.33,19.61,0,0.208
9,0.00,107.60,2.66,114.23,0,0.176
10,80.92,10.77,82.37,14.93,0,0.06
11,152.57,24.02,156.74,26.98,0,0.123
12,270.11,100.56,282.58,103.93,0,0.42
13,261.60,104.94,271.88,115.15,0,1.05
14,230.53,160.85,239.28,164.07,0,0.282
15,250.20,229.88,257.38,231.08,0,0.086
16,80.40,240.08,82.12,246.70,0,0.114
17,145.35,51.39,152.62,54.67,0,0.238
18,9.87,115.30,10.98,126.41,0,0.123
19,155.02,68.05,160.30,69.21,0,0.061
20,29.67,88.98,35.83,90.60,0,0.1
21,259.78,0.00,261.02,2.52,0,0.031
22,102.93,240.39,104.40,251.75,0,0.167
23,44.36,141.99,54.11,153.24,0,1.097
24,299.00,89.11,309.19,91.17,0,0.21
25,25.45,130.43,26.51,144.45,0,0.149
26,252.99,20.87,257.00,27.98,0,0.285
27,256.86,120.12,267.58,121.16,0,0.111
28,283.88,32.98,288.00,35.95,0,0.122
29,0.00,169.66,6.11,172.52,0,0.175
30,190.14,180.65,201.27,184.18,0,0.393
31,280.63,93.39,291.14,94.90,0,0.159
32,272.68,80.31,273.75,91.20,0,0.117
33,224.14,74.69,234.18,75.71,0,0.102
34,240.45,90.59,243.36,94.33,0,0.109
35,129.34,245.77,130.48,247.66,0,0.022
36,240.78,8.16,241.79,12.95,0,0.048
37,215.32,121.81,219.68,123.06,0,0.054
38,60.11,117.07,61.15,123.39,0,0.066
39,0.78,93.72,4.28,105.18,0,0.401
40,20.66,159.49,34.86,164.59,0,0.724
41,227.35,133.13,241.38,141.82,0,1.219
42,90.05,10.09,95.17,12.44,0,0.12
43,282.06,17.83,289.58,20.91,0,0.232
44,152.37,12.37,156.45,16.16,0,0.155
45,80.39,70.12,90.89,71.99,0,0.196
46,70.14,50.88,75.61,62.62,0,0.642
47,6.40,229.73,10.02,232.28,0,0.092
48,152.19,239.87,153.77,240.87,0,0.016
49,42.19,80.66,44.85,86.90,0,0.166
50,279.58,111.80,284.80,125.73,0,0.727
51,197.60,60.24,206.53,73.86,0,1.216
52,9.77,135.81,12.39,143.10,0,0.191
53,70.68,76.84,83.27,78.81,0,0.248
