,x,y,z,type,sub_type,side,board,step,big,array,array_idx,comp_idx
0,12.5,9.5,-1,7,0,0,0,1,0,1,"[0"],"[0"]
1,11.405,11.085,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[69, 264, 64, 134"]
2,22.34,43.325,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[170, 28, 55, 171"]
3,58.415,77.635,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[184, 138, 203, 84, 73"]
4,77.295,48.435,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[215, 111, 206, 263, 252, 107"]
5,106.255,53.46,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[249, 196, 101, 235"]
6,112.685,18.81,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[211, 257, 1, 259"]
7,78.7,14.41,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[199, 241, 78, 104, 15, 165"]
8,142.835,18.355,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[60, 29, 214, 200, 269, 156"]
9,162.175,28.315,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[31, 154, 258"]
10,195.94,17.065,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[72, 112, 233"]
11,222.71,49.72,-1,0,0,0,0,0,1,1,"[0, 0, 0"],"[34, 146, 117"]
12,245.77,49.72,-1,0,0,0,0,0,1,1,"[0, 0, 0, 0"],"[34, 59, 47, 162"]
13,237.17,29.655,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[243, 90, 44, 183"]
14,251.335,7.02499,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[273, 7, 275"]
15,278.675,19.94,-1,0,0,0,0,0,1,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[188, 12, 13, 23, 105, 65, 219, 169"]
16,312.133,19.94,-1,0,0,0,0,0,1,1,"[0, 0, 0, 0, 0"],"[188, 268, 244, 57, 197"]
17,344.9,18.04,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[91, 143, 175"]
18,367.035,37.345,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[35, 240, 14, 256"]
19,327.2,46.96,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[142, 123, 185, 109, 152"]
20,285.68,59.11,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[192, 176, 164, 22, 189, 151"]
21,268.02,86.09,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[205, 50, 53, 20"]
22,295.965,99.58,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[4, 178, 6, 150, 216"]
23,327.25,87.955,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[135, 225, 182"]
24,371.01,94.655,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[125, 70, 160"]
25,335.715,125.565,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[18, 187, 179, 141, 173, 93"]
26,360.18,147.785,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[274, 212, 262, 158, 137, 159"]
27,365.115,191.18,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[95, 24, 10"]
28,362.195,217.38,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[63, 120, 133, 181, 261"]
29,308.335,227.465,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[213, 157, 132, 251, 115, 62, 194"]
30,286.455,196.51,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[255, 174, 97, 122, 148"]
31,257.915,186.14,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[17, 56, 271, 201"]
32,247.695,238.15,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[253, 32, 110, 136"]
33,215.205,235.875,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[223, 153, 144, 277, 11"]
34,197.33,227.57,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[272, 58, 140, 224, 230, 186"]
