,Unnamed: 0,x,y,type,side,board,comp_idx
0,0,282.5,22.5,2,0,0,[0]
1,1,258.77,19.355,0,0,0,"[432, 192, 62, 249, 322, 327, 152, 221, 377, 379, 179]"
2,2,259.01,51.24,0,0,0,"[53, 154, 274, 391, 474, 350, 326, 64]"
3,3,257.155,84.425,0,0,0,"[330, 35, 296, 476, 298, 224, 310, 447, 96]"
4,4,256.895,112.015,0,0,0,"[239, 194, 45, 20]"
5,5,237.985,148.15,0,0,0,"[356, 478, 266, 366, 133, 148]"
6,6,258.89,154.665,0,0,0,"[138, 339, 16, 415, 319, 218, 449, 277, 158, 44, 286, 255]"
7,7,261.405,194.84,0,0,0,"[174, 82, 77, 159, 360, 123, 355, 100, 427, 375, 9, 114, 142, 147, 317, 393]"
8,8,223.61,189.29,0,0,0,"[38, 370, 65, 248, 337, 116, 58, 284]"
9,9,190.23,203.485,0,0,0,"[90, 23, 308, 59, 155, 176, 439, 435, 448, 226, 4, 86, 390]"
10,10,180.425,192.87,0,0,0,"[136, 108, 336, 440, 51, 145, 185, 28, 144, 358, 187, 24, 437, 191, 14, 452, 204]"
11,11,144.91,199.035,0,0,0,"[10, 348, 128, 237, 462, 175, 196, 240, 397, 324, 245, 271, 409, 299, 67, 331, 412]"
12,12,99.43,186.785,0,0,0,"[270, 455, 289, 416, 190, 17, 354, 256, 230, 381]"
13,13,128.915,159.48,0,0,0,"[195, 63, 207, 258, 438, 311, 414, 422, 352, 209, 213, 287, 260, 371, 21, 94]"
14,14,131.105,138.44,0,0,0,"[166, 401, 418]"
15,15,143.62,113.505,0,0,0,"[93, 111, 212, 102, 426, 193, 318, 353, 182, 124, 33, 421, 365]"
16,16,145.205,101.42,0,0,0,"[180, 241, 55, 404, 54, 369]"
17,17,151.695,67.04,0,0,0,"[80, 84, 281, 398, 305, 167, 466, 307, 156, 267]"
18,18,182.75,72.33,0,0,0,"[41, 291, 115, 81, 169, 30, 6, 262, 407, 425, 70, 344, 378, 392, 388, 431, 313, 73, 160, 135, 376, 40, 351, 332, 443]"
19,19,191.13,53.835,0,0,0,"[441, 233, 74, 306, 162, 265, 170, 15, 251, 46, 150, 118, 316, 210, 69]"
20,20,223.54,45.31,0,0,0,"[446, 36, 373, 374, 43, 288, 178, 52, 457, 470, 61, 477, 164]"
21,21,221.985,84.28,0,0,0,"[303, 285, 91, 39, 243, 127, 214, 202, 468, 340, 199, 48, 282]"
22,22,218.645,116.58,0,0,0,"[2, 408, 99, 223, 314, 19, 236, 465, 295]"
23,23,185.17,111.465,0,0,0,"[386, 399, 83, 79, 402, 56, 362, 183, 264, 382, 206, 109, 232]"
24,24,198.94,153.35,0,0,0,"[225, 445, 211, 302, 165, 139, 188, 231, 261, 97, 26]"
25,25,165.9,152.895,0,0,0,"[304, 372, 92, 13, 171, 153, 341, 395, 117, 146, 367]"
26,26,97.655,123.59,0,0,0,"[252, 235, 454, 384, 254, 219, 184, 396, 406, 110]"
27,27,82.49,139.87,0,0,0,"[279, 88, 268, 186, 205, 198]"
28,28,60.61,156.49,0,0,0,"[453, 247, 122, 47, 301, 242, 272, 3, 66, 220, 75, 275]"
29,29,56.495,198.26,0,0,0,"[125, 201, 76, 456, 42, 5, 143, 1]"
30,30,19.655,189.78,0,0,0,"[130, 229, 257, 467, 309, 323, 103, 364, 107, 32, 385, 315, 105, 475, 131]"
31,31,18.68,157.66,0,0,0,"[293, 181, 368, 203, 119, 292, 228, 424, 71, 429, 335, 469]"
32,32,18.89,119.92,0,0,0,"[234, 451, 411, 27, 163, 29, 410, 50, 430, 436, 31, 461, 419]"
33,33,54.96,120.67,0,0,0,"[250, 420, 300, 464, 151, 383, 244, 106, 113, 172, 253]"
34,34,51.785,85.82,0,0,0,"[423, 215, 417, 342, 57, 394, 120]"
35,35,15.62,80.24,0,0,0,"[387, 129, 479, 18, 216, 325, 49, 98, 141, 346, 78, 189]"
36,36,18.76,48.99,0,0,0,"[321, 297, 95, 442, 329, 217, 347]"
37,37,38.375,7.5,0,0,0,"[405, 433, 283]"
38,38,76.58,16.41,0,0,0,"[37, 473, 87, 357, 11, 345, 85, 463, 112]"
39,39,68.855,45.74,0,0,0,"[140, 168, 312, 134, 403, 132, 121]"
40,40,89.505,77.935,0,0,0,"[349, 413, 343, 434]"
41,41,110.46,92.98,0,0,0,"[8, 89, 278, 259, 126, 104]"
42,42,129.33,49.8,0,0,0,"[177, 269, 328, 273, 458, 359, 173]"
43,43,109.04,22.575,0,0,0,"[149, 290, 263, 101, 363, 294, 472, 34, 227, 72]"
44,44,141.565,18.48,0,0,0,"[200, 238, 276, 450, 361, 208, 389, 60, 471, 137, 333]"
45,45,171.675,19.97,0,0,0,"[459, 22, 25, 222, 400, 320, 280, 7, 68, 460, 444, 12]"
46,46,208.31,14.99,0,0,0,"[246, 161, 157, 334, 338, 428, 197, 380]"
