,Unnamed: 0,x,y,type,side,board,comp_idx
0,0,20.5,184.5,2,0,0,[0]
1,1,21.69,154.5,0,0,0,"[45, 52, 17, 8, 34, 14, 27, 4, 46, 53]"
2,2,54.495,145.345,0,0,0,"[35, 2, 32, 44]"
3,3,96.505,151.315,0,0,0,"[6, 64, 23, 72, 48, 21, 38, 3]"
4,4,100.91,109.725,0,0,0,"[12, 36, 37, 13, 59, 68, 63]"
5,5,75.8,82.04,0,0,0,"[71, 73, 65, 54, 31, 33, 26]"
6,6,94.58,54.23,0,0,0,"[39, 20, 19, 16, 56, 7, 22, 9, 41, 69, 43]"
7,7,101.515,7.45499,0,0,0,"[10, 1, 55]"
8,8,44.38,23.005,0,0,0,"[60, 5, 18, 50, 62, 49, 47]"
9,9,11.78,21.465,0,0,0,"[58, 15, 25, 42]"
10,10,27.04,72.9,0,0,0,"[61, 11, 70, 66, 57]"
11,11,21.29,111.525,0,0,0,"[24, 28, 30, 67, 51, 29, 40]"
