,name,tl_x,tl_y,br_x,br_y,type,center,side,board,offset_x,offset_y,time
0,top-left,11.00,13.00,16.00,18.00,2,1,0,0,0,0,0.25
1,bottom-right,181.00,110.81,186.00,115.81,2,1,0,0,0,0,0.25
2,PXml29,140.25,57.31,141.34,58.48,0,0,0,0,0,0,0.012753
3,vdz3ez,79.66,86.34,80.68,96.96,0,0,0,0,0,0,0.108324
4,l8sk6n,185.93,100.81,187.23,102.43,0,0,0,0,0,0,0.021060000000000002
5,zUdOi6,151.33,0.00,156.95,9.37,0,0,0,0,0,0,0.526594
6,JF9uxl,184.38,0.00,186.93,1.17,0,0,0,0,0,0,0.029834999999999997
7,3FYCvI,98.32,61.94,99.32,73.47,0,0,0,0,0,0,0.1153
8,NdObdg,170.08,51.16,172.75,64.24,0,0,0,0,0,0,0.349236
9,2eKSD6,158.58,52.81,168.42,58.75,0,0,0,0,0,0,0.584496
10,yf6Ijs,150.67,90.79,156.33,91.82,0,0,0,0,0,0,0.058298
11,KpZ3Fy,189.00,100.81,198.35,112.75,0,0,0,0,0,0,1.11639
12,6hY8S1,77.52,73.08,82.63,74.76,0,0,0,0,0,0,0.085848
13,SRhEvX,41.65,55.12,51.25,61.74,0,0,0,0,0,0,0.63552
14,6svvLU,70.79,74.60,71.84,75.63,0,0,0,0,0,0,0.010815000000000002
15,iDpOQW,86.93,72.44,89.40,81.99,0,0,0,0,0,0,0.23588500000000004
16,0PQuzX,65.19,36.62,67.84,40.88,0,0,0,0,0,0,0.11288999999999999
17,TVp1F3,55.85,0.00,64.60,1.35,0,0,0,0,0,0,0.118125
18,H4vTO4,160.86,60.94,162.20,62.55,0,0,0,0,0,0,0.021574000000000003
19,Box1OC,100.67,63.32,101.86,64.97,0,0,0,0,0,0,0.019635
20,8hN1xP,82.03,100.81,86.11,114.74,0,0,0,0,0,0,0.5683440000000001
21,iEZFCE,146.03,36.46,150.68,48.33,0,0,0,0,0,0,0.551955
22,1XLDhV,147.83,10.51,156.01,21.63,0,0,0,0,0,0,0.9096159999999999
23,9Ywd0e,48.85,50.71,58.47,51.90,0,0,0,0,0,0,0.114478
24,8Mq0nG,65.56,81.45,72.84,84.89,0,0,0,0,0,0,0.250432
25,6Bdk5H,0.00,23.30,14.52,35.00,0,0,0,0,0,0,1.69884
26,CKGLga,173.45,22.68,186.53,27.58,0,0,0,0,0,0,0.6409199999999999
27,Dodz8G,31.52,59.67,35.36,60.74,0,0,0,0,0,0,0.041088000000000006
28,EUMmBj,112.84,0.00,115.39,1.09,0,0,0,0,0,0,0.027795
29,C3BtcZ,131.33,25.27,138.80,27.81,0,0,0,0,0,0,0.18973800000000002
30,O8Dow5,64.25,100.81,65.25,115.39,0,0,0,0,0,0,0.1458
31,XODXbz,29.67,40.24,30.85,41.46,0,0,0,0,0,0,0.014395999999999999
32,mXgSoj,22.80,29.28,31.44,35.13,0,0,0,0,0,0,0.50544
33,w8ojrP,121.08,0.00,122.72,6.72,0,0,0,0,0,0,0.110208
34,lW7Nnp,89.91,92.32,93.72,93.32,0,0,0,0,0,0,0.0381
35,MuGmuR,163.91,97.33,165.78,98.66,0,0,0,0,0,0,0.024871000000000004
36,8StfKk,24.29,0.00,29.63,1.34,0,0,0,0,0,0,0.07155600000000001
37,R5TZ0q,164.49,14.61,165.85,29.61,0,0,0,0,0,0,0.20400000000000001
38,AlGMkh,189.00,78.99,202.94,80.09,0,0,0,0,0,0,0.15334
39,Lx7rtO,118.47,43.14,129.87,51.69,0,0,0,0,0,0,0.9747000000000001
40,9w71rS,24.53,96.86,28.77,103.77,0,0,0,0,0,0,0.292984
41,HyoPje,121.46,32.73,126.94,33.92,0,0,0,0,0,0,0.065212
42,vIJyqW,65.55,59.82,68.59,61.67,0,0,0,0,0,0,0.056240000000000005
43,sJy5XL,185.07,86.19,186.86,88.80,0,0,0,0,0,0,0.046719
44,ncLkDi,130.25,0.26,131.93,3.76,0,0,0,0,0,0,0.0588
45,28OBvS,53.19,78.40,55.22,81.67,0,0,0,0,0,0,0.066381
46,Xe7un3,9.74,65.12,15.28,73.34,0,0,0,0,0,0,0.455388
47,0nXLLl,144.75,0.00,149.36,2.56,0,0,0,0,0,0,0.11801600000000001
48,f1eNQs,1.26,16.26,10.02,18.48,0,0,0,0,0,0,0.19447200000000003
49,jZjpHl,0.00,1.73,14.93,12.55,0,0,0,0,0,0,1.615426
