,x,y,z,type,sub_type,side,board,step,big,array,array_idx,comp_idx
0,710.5,8.5,-1,7,0,0,0,1,0,1,"[0"],"[0"]
1,675.31,21.73,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[1120, 869, 461, 662, 674, 761, 1248"]
2,683.195,71.52,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[100, 271, 65, 1325, 1316, 912, 799, 499, 1413"]
3,697.145,102.43,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[474, 304, 902, 1"]
4,695.35,163.785,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[671, 994, 749, 732, 107, 518, 1223"]
5,695.82,209.165,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[621, 1175, 867, 824"]
6,698.19,261.575,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[583, 157, 490, 809, 1363, 638, 1107"]
7,715.525,312.62,-1,0,0,0,0,0,0,1,"[0"],"[768"]
8,699.145,341.305,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[512, 789, 926, 1285, 1041, 1330"]
9,691.565,392.805,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[192, 75, 115, 391, 51, 291, 23, 829, 255, 349, 421"]
10,700.3,436.93,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[737, 941, 725, 747, 1268, 701, 1379, 180, 251, 1012, 1275, 1286, 1290, 578"]
11,662.2,438.83,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[1371, 7, 1055, 1381"]
12,681.48,492.91,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[992, 438, 865, 12, 728, 720"]
13,707.655,542.775,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[103, 466, 1036, 560"]
14,673.02,545.145,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[1394, 731, 1100, 587, 1183, 882, 679, 295, 1280"]
15,613.44,540.74,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[1145, 788, 564, 517, 925, 563"]
16,632.99,493.88,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[775, 120, 686, 214, 1078, 1187, 131, 26, 381"]
17,621.51,455.72,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[21, 750, 537"]
18,584.95,485.37,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[637, 1086, 715, 806, 783, 228, 827, 1415, 667, 1148"]
19,571.74,455.13,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[1365, 1068, 1231, 207, 640"]
