,x,y,z,type,sub_type,side,board,step,big,array,array_idx,comp_idx
0,710.5,8.5,-1,7,0,0,0,1,0,1,"[0"],"[0"]
1,680.56,20.025,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[761, 674, 662, 1248"]
2,637.835,14.975,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[869, 1120, 1136, 335"]
3,656.29,51,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[271, 499, 923, 1240"]
4,688.16,59.43,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[100, 461, 912, 1316, 1325"]
5,697.085,97.245,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[474, 65, 799, 902, 1"]
6,666.1,91.855,-1,0,0,0,0,0,0,1,"[0"],"[1413"]
7,708.635,135.685,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[304, 671, 994"]
8,700.33,165.81,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[732, 749, 518, 107"]
9,695.82,209.165,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[621, 1175, 824, 867"]
10,698.19,251.96,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[583, 157, 490, 809"]
11,702.835,276.7,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[1363, 638, 1107"]
12,715.525,315.895,-1,0,0,0,0,0,0,1,"[0, 0"],"[926, 768"]
13,697.27,359.59,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[512, 789, 1285, 1330, 1041, 51"]
14,699.04,396.65,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[75, 192, 391, 291, 829, 349"]
15,700.3,429.94,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[725, 941, 1379, 701, 1268, 747, 1275, 1012, 251, 180, 115, 578, 1290, 1286"]
16,696.925,474.335,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[992, 737, 865"]
17,662.2,431.495,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[7, 1381, 1055"]
