,x,y,type,side,board,comp_idx
0,401.43,16.5,1,0,0,[0]
1,381.9,30.42,0,0,0,"[824, 783, 564, 358, 804, 333, 206, 188, 503, 650, 587, 707, 329, 74, 325]"
2,388.605,73.235,0,0,0,"[40, 319, 629, 334, 308, 753, 635, 264, 765, 78, 115, 364, 191, 630, 172, 407, 222, 4, 274]"
3,384.895,109.615,0,0,0,"[295, 146, 91, 506, 786, 621, 230, 467, 647, 547, 413, 643, 324]"
4,341.575,112.865,0,0,0,"[369, 294, 544, 198]"
5,345.555,74.0,0,0,0,"[461, 128, 139, 271, 414, 485, 374, 284, 456, 186, 728, 448, 747]"
6,301.615,69.76,0,0,0,"[38, 452, 823, 627, 196, 770, 663, 695, 543, 423, 1]"
7,333.195,24.635,0,0,0,"[686, 436, 345, 375, 546, 397, 526, 301, 668, 394]"
8,290.635,24.795,0,0,0,"[216, 257, 183, 47, 612, 109]"
9,257.985,21.575,0,0,0,"[551, 277, 107, 718]"
10,208.235,20.915,0,0,0,"[560, 633, 344, 432, 593, 813, 381, 89, 669, 670]"
11,161.585,22.1,0,0,0,"[447, 404, 466, 696, 610, 509, 680, 193, 768, 664, 818, 49, 637, 784, 419]"
12,115.32,21.85,0,0,0,"[743, 145, 492, 462, 214, 34, 134, 189, 90, 366, 522, 405, 761, 504, 427]"
13,74.97,32.055,0,0,0,"[653, 702, 819, 396, 572, 70, 240, 454, 182, 490, 87, 620]"
14,21.575,25.45,0,0,0,"[194, 226, 651, 203, 187, 83, 114, 64, 229]"
15,22.035,73.33,0,0,0,"[776, 125, 211, 529, 246, 613, 56, 71, 475, 450, 673, 692, 698, 830, 346, 701]"
16,59.72,73.61,0,0,0,"[694, 681, 122, 580, 354, 331]"
17,24.845,119.92,0,0,0,"[127, 797, 479, 809, 719, 169, 507, 652, 725]"
18,16.71,172.425,0,0,0,"[619, 515, 440, 244, 161, 754, 148, 676, 785]"
19,41.33,184.905,0,0,0,"[361, 370, 164, 311, 135, 377, 659, 717, 32, 810, 170, 584, 798, 96]"
20,21.125,233.37,0,0,0,"[11, 496, 832, 724, 464, 632, 533, 353]"
21,70.405,231.995,0,0,0,"[488, 607, 310, 389, 16, 523]"
22,114.745,192.355,0,0,0,"[816, 8, 342, 287, 649, 120, 494, 528, 103, 185, 159, 340]"
23,90.075,163.835,0,0,0,"[624, 714, 111, 672, 763, 554, 639, 562, 302, 99]"
24,91.675,110.015,0,0,0,"[150, 335, 582, 197, 355]"
25,112.68,62.085,0,0,0,"[565, 282, 566, 55, 328, 602, 799, 212, 477]"
26,152.5,74.415,0,0,0,"[384, 352, 750, 411, 142, 535, 699, 570]"
27,205.195,66.85,0,0,0,"[386, 712, 588, 511, 175, 769, 362, 382, 442, 365, 416, 113]"
28,254.265,71.115,0,0,0,"[552, 742, 740, 205, 285, 58, 67, 130, 349, 69]"
29,244.945,114.255,0,0,0,"[780, 589, 158, 5, 734, 802, 636, 21, 108, 155, 726, 516, 133, 17, 318, 232, 207]"
30,289.105,116.485,0,0,0,"[790, 217, 418, 39, 224, 711, 210, 81, 52, 332, 430, 132, 715, 525, 704]"
31,292.1,160.65,0,0,0,"[266, 755, 35, 531, 550, 13, 662]"
32,248.485,165.14,0,0,0,"[437, 820, 9, 54, 304, 628, 595, 497, 641, 788, 360, 300, 586, 313]"
33,207.535,149.835,0,0,0,"[341, 303, 557, 517, 625, 524, 129, 611]"
34,200.945,113.17,0,0,0,"[163, 236, 487, 705, 157, 173, 402, 791, 634]"
35,164.47,162.15,0,0,0,"[687, 730, 93, 269, 598, 491, 24, 495, 615]"
36,139.02,143.695,0,0,0,"[322, 469, 463, 671, 37, 238, 92, 112, 65]"
37,165.335,214.58,0,0,0,"[677, 204, 808, 307, 259, 465, 559, 22, 143, 192, 738, 536]"
38,199.28,206.295,0,0,0,"[723, 793, 773, 390, 88]"
39,241.015,240.615,0,0,0,"[117, 228, 433]"
40,250.32,206.61,0,0,0,"[241, 782]"
41,281.985,207.12,0,0,0,"[655, 729, 505, 732, 80]"
42,293.485,251.175,0,0,0,"[98, 591, 3, 722, 336, 474]"
43,293.85,286.605,0,0,0,"[110, 575, 493, 76, 176, 373, 817, 36, 756, 648, 45, 415, 227, 622, 383, 283, 104, 251]"
44,252.245,284.66,0,0,0,"[787, 95, 771, 640, 460, 233, 644, 710, 401]"
45,244.58,325.16,0,0,0,"[46, 178, 174, 201, 470, 826, 235, 781, 537, 527, 398, 774, 736, 674, 141, 219, 260, 693, 600, 468, 760, 165, 10, 576]"
46,276.9,334.67,0,0,0,"[357, 7, 291, 406, 48, 749, 105, 646, 449, 218, 690, 703, 759, 645, 481, 555, 471, 348, 321, 801, 338, 716, 248, 811, 297, 152]"
47,321.935,328.11,0,0,0,"[731, 616, 393, 75, 538, 231, 258, 834, 795, 501, 828, 665]"
