,x,y,comp_idx
0,25.0,25.0,[0]
1,179.69,50.31,"[661, 899, 1016, 2, 556, 270, 457]"
2,279.03,680.35,"[1, 559, 1076]"
3,290.59,673.49,"[654, 873, 794, 909]"
4,299.315,686.255,[387]
5,298.82000000000005,700.27,[460]
6,312.445,720.9300000000001,[143]
7,322.23,722.98,"[998, 888]"
8,332.52,729.845,[385]
9,334.2,741.97,"[318, 838, 227, 681]"
10,348.40999999999997,736.585,[658]
11,352.34,754.34,"[996, 54, 111]"
12,349.53,768.135,[1079]
13,354.305,780.735,[52]
14,340.18,785.06,"[305, 191, 756, 1120]"
15,324.385,780.8050000000001,[1051]
16,317.40999999999997,761.65,[291]
17,285.29,766.65,"[787, 653]"
18,276.05,786.06,[418]
19,272.3,786.06,[418]
20,278.98,797.06,"[474, 456]"
21,248.11,784.66,"[884, 170, 1078, 329, 856, 810, 17]"
22,254.94,772.6949999999999,[621]
23,222.555,802.065,[580]
24,241.36,821.7,"[331, 647, 553, 703, 44]"
25,248.135,853.52,[988]
26,247.69,871.53,"[713, 275, 664]"
27,248.015,884.0450000000001,[1081]
28,241.57,902.41,"[441, 428, 824, 570]"
29,253.89,913.0,"[869, 56, 767, 129]"
30,272.36,902.34,[157]
31,272.16999999999996,877.92,"[1042, 295, 985]"
32,272.88,859.98,[557]
33,303.05,871.83,[882]
34,305.92,877.32,[240]
35,305.92,882.16,[240]
36,315.95,859.26,[288]
37,322.35,853.02,"[105, 76]"
38,334.38,841.0,[514]
39,339.55,837.3,"[941, 646, 850, 636, 193, 96]"
40,372.83000000000004,841.525,[1030]
41,379.0,858.74,"[697, 881, 571, 626, 455]"
42,371.62,883.88,"[602, 194]"
43,371.28,896.615,[251]
44,377.52,913.0,[245]
45,379.0,913.0,"[875, 207, 458]"
46,364.76,913.0,[330]
47,377.68,803.5,"[716, 499, 1022, 614]"
48,371.12,791.61,"[587, 388, 1108, 177]"
49,379.0,772.76,"[391, 139, 447]"
50,371.13,759.98,"[389, 877, 771]"
51,379.0,748.725,[239]
52,379.0,729.59,"[1164, 1032, 454, 1043, 773, 397]"
53,358.58,698.87,"[894, 932, 100, 299]"
54,379.0,685.95,"[1083, 274]"
55,379.0,662.235,[1153]
56,379.0,649.15,"[564, 327, 765]"
57,359.38,630.76,"[99, 354, 936]"
58,358.66,624.59,"[211, 944, 343]"
59,340.09,612.11,"[893, 516, 940, 31]"
60,335.89,601.155,[62]
61,324.59000000000003,620.5899999999999,[448]
62,303.39,624.11,"[59, 365, 993, 814, 488, 408]"
63,295.54,637.62,"[776, 78, 1156, 935]"
64,290.74,649.25,"[303, 348, 342, 15]"
65,266.585,649.125,[282]
66,255.02999999999997,655.97,[903]
67,241.21,643.26,"[346, 268, 914, 1102, 409, 393]"
68,229.44,655.01,"[254, 1061, 729]"
69,223.04,673.57,"[473, 1060]"
70,210.67,673.95,"[545, 26, 1147]"
71,204.76,686.06,[502]
72,217.81,693.1949999999999,[319]
73,205.53,706.675,[536]
74,204.2,723.53,"[1162, 226, 595]"
75,186.01,723.29,"[290, 1011]"
76,179.45,699.04,[562]
77,161.77499999999998,698.6800000000001,[1050]
78,148.9,717.01,"[1091, 1075, 723, 921, 307]"
79,131.555,712.0550000000001,[208]
80,124.87,692.675,[146]
81,106.0,679.67,"[610, 991, 1104, 1151]"
82,81.36500000000001,655.495,[505]
83,80.67,637.24,"[900, 1166, 155]"
84,80.78,618.6,"[148, 815, 28, 14]"
85,93.71,618.11,"[149, 1066, 1165, 581]"
86,111.62,605.67,"[420, 220]"
87,117.87,599.64,"[738, 276, 740, 858, 1177, 600]"
88,142.55,599.59,[1171]
89,149.15,593.32,"[433, 253, 942]"
90,163.70499999999998,579.835,[1099]
91,164.61,552.97,[37]
92,164.61,550.57,[37]
93,180.2,519.23,"[845, 142]"
94,186.5,507.13,"[521, 369, 1039, 103, 987, 419, 89]"
95,199.09,517.3499999999999,[1036]
96,222.77,538.41,"[674, 784, 508, 440, 404]"
97,256.51,547.205,[1048]
98,262.13,539.6800000000001,[711]
99,272.4,550.73,"[162, 112, 710, 57, 326]"
100,284.86,563.04,"[650, 1067, 306]"
101,278.98,569.34,[957]
102,268.40999999999997,575.185,[1087]
103,279.04999999999995,600.075,[904]
104,291.36,595.34,"[651, 1127, 416]"
105,248.21,593.27,"[673, 531, 168, 574, 544, 949, 60]"
106,235.69,599.61,"[107, 816, 1027]"
107,241.74,611.73,[120]
108,217.78500000000003,620.51,[1146]
109,217.57,587.115,[1160]
110,200.285,583.805,[32]
111,188.26,604.06,"[222, 916, 164, 1134, 896, 862]"
112,189.615,650.665,[660]
113,173.4,649.08,"[625, 861]"
114,167.66,649.14,"[928, 1122, 972, 844, 615]"
115,155.48,661.9,"[180, 372, 968]"
116,161.2,673.84,"[524, 517]"
117,181.07,665.8299999999999,[1109]
118,140.20999999999998,654.31,[38]
119,93.41,716.8,"[675, 283]"
