,tl_x,tl_y,br_x,br_y,type,side,step,time
0,4.00,16.00,9.00,21.00,2,0,0,0.25
1,262.59,675.88,268.59,689.24,1,0,0,0.802
2,186.25,55.04,190.62,63.88,1,0,0,0.386
3,266.39,186.20,268.39,187.49,0,0,1,0.03
4,210.53,895.85,213.70,898.35,0,0,0,0.087
5,335.66,262.92,337.63,264.16,0,0,0,0.028
6,0.06,587.04,3.28,591.55,0,0,0,0.159
7,222.94,321.62,230.87,328.20,0,0,0,0.542
8,24.97,432.38,29.87,438.05,0,0,0,0.295
9,186.20,433.18,187.84,436.36,0,0,0,0.062
10,217.03,204.04,223.48,212.04,0,0,0,0.54
11,185.77,815.32,188.18,818.61,0,0,0,0.089
12,321.35,173.01,324.58,175.57,0,1,1,0.09
13,228.57,148.60,231.69,153.05,0,0,0,0.152
14,68.45,630.09,74.94,638.13,0,0,0,0.546
15,308.91,667.60,309.84,668.16,0,0,0,0.007
16,124.23,512.88,126.66,516.04,0,0,0,0.086
17,235.52,796.85,236.45,797.40,0,0,0,0.007
18,321.68,494.26,322.42,495.96,0,0,0,0.018
19,259.75,346.18,262.89,348.60,0,0,0,0.083
20,124.42,451.54,164.95,472.06,0,0,0,8.378
21,203.96,111.81,212.05,118.21,0,0,0,0.537
22,302.72,62.25,309.14,70.27,0,0,0,0.539
23,7.01,229.32,47.63,288.21,0,0,0,24.098
24,49.70,716.59,55.00,718.88,0,1,0,0.128
25,123.97,537.45,128.41,540.69,0,0,0,0.154
26,204.19,673.72,212.27,683.98,0,1,0,0.86
27,50.30,902.34,53.48,904.79,0,0,0,0.085
28,62.45,624.59,71.71,628.37,0,0,0,0.361
29,118.16,160.62,119.72,163.83,0,0,0,0.06
30,130.25,735.01,131.55,736.92,0,1,0,0.031
31,327.97,630.66,329.25,633.00,0,0,0,0.037
32,197.81,580.93,202.76,586.68,0,1,0,0.302
33,241.68,161.29,247.29,166.27,0,0,1,0.294
34,13.23,420.60,20.97,430.37,0,0,0,0.786
35,333.95,81.06,379.14,121.30,0,0,1,18.305
36,370.71,31.17,373.31,34.41,0,0,0,0.094
37,142.52,525.57,189.61,577.97,0,0,0,24.832
38,136.20,648.84,144.22,659.78,0,1,0,0.91
39,99.18,241.52,101.09,242.86,0,0,0,0.03
40,31.73,555.81,34.89,557.38,0,0,0,0.054
41,37.69,883.31,38.19,884.27,0,1,0,0.008
42,62.35,469.49,64.88,472.74,0,0,0,0.092
43,62.02,395.83,111.41,417.30,0,0,0,10.671
44,253.36,840.57,254.23,842.12,0,0,0,0.018
45,49.55,920.26,54.61,926.02,0,0,0,0.309
46,99.54,778.65,150.47,827.00,0,0,0,24.77
47,157.39,329.45,158.27,331.13,0,1,0,0.02
48,198.07,377.37,199.03,377.94,0,0,0,0.007
49,166.93,265.60,194.63,307.79,0,0,0,11.813
50,142.88,389.55,146.00,392.07,0,0,0,0.086
51,37.96,877.07,40.47,880.34,0,1,0,0.092
52,352.68,778.50,355.93,782.97,0,1,0,0.159
53,241.72,204.56,248.23,212.55,0,0,1,0.544
54,359.07,741.72,363.61,744.89,0,0,0,0.153
55,389.63,259.71,391.22,262.95,0,0,0,0.061
56,235.50,926.64,241.19,931.68,0,0,0,0.302
57,278.57,549.98,280.20,550.84,0,1,0,0.017
58,321.35,272.22,329.37,278.80,0,1,1,0.547
59,321.93,599.78,322.52,600.78,0,0,0,0.009
60,266.23,611.93,268.78,615.17,0,0,0,0.092
61,340.33,37.16,343.52,38.78,0,1,0,0.057
62,333.66,599.59,338.12,602.72,0,1,0,0.149
63,148.54,754.10,158.81,762.13,0,1,0,0.849
64,352.15,229.08,362.59,241.72,0,0,0,1.358
65,56.03,160.77,61.75,165.78,0,0,0,0.302
66,12.80,617.95,15.37,621.24,0,0,0,0.094
67,321.41,501.13,322.59,503.10,0,0,0,0.029
68,142.93,241.51,155.19,245.38,0,0,0,0.486
69,358.29,451.07,363.36,456.68,0,0,0,0.301
70,78.37,109.63,79.33,110.21,0,0,0,0.007
71,142.24,56.17,147.92,61.13,0,0,0,0.297
72,62.68,549.90,65.79,552.34,0,0,0,0.083
73,272.30,185.81,275.52,187.42,0,1,1,0.057
74,99.62,772.44,105.35,777.52,0,0,0,0.306
75,111.81,865.45,139.15,912.05,0,0,0,12.88
76,302.95,833.82,309.41,841.83,0,0,0,0.541
77,241.75,99.11,246.25,102.24,0,0,1,0.15
78,278.05,642.76,281.30,647.21,0,0,0,0.158
79,253.39,130.26,254.94,133.37,0,0,1,0.058
80,266.19,217.06,278.72,231.21,0,0,1,1.815
81,166.93,772.19,171.96,777.93,0,0,0,0.306
82,129.90,290.70,130.61,292.35,0,1,0,0.017
83,290.62,124.19,312.98,165.40,0,0,1,9.338
84,111.59,413.82,119.53,420.25,0,0,0,0.53
85,105.55,531.87,110.58,537.58,0,0,0,0.304
86,203.93,31.01,204.92,31.52,0,0,0,0.007
87,358.96,439.06,363.48,442.18,0,0,0,0.15
88,50.10,315.57,53.31,318.02,0,0,0,0.086
89,204.33,500.74,210.88,508.68,0,0,0,0.544
90,340.35,192.35,344.80,195.58,0,0,0,0.153
91,62.10,222.54,63.76,223.40,0,0,0,0.017
92,50.35,747.30,53.41,749.05,0,0,0,0.059
93,37.29,865.33,45.23,871.85,0,0,0,0.537
94,62.35,142.72,65.81,155.29,0,1,0,0.473
95,315.15,247.26,320.59,253.38,0,0,1,0.351
96,334.08,846.89,339.72,851.94,0,0,0,0.3
97,55.78,186.07,60.76,191.76,0,0,0,0.3
98,56.50,828.29,83.11,875.56,0,0,0,12.72
99,334.38,605.76,384.37,635.55,0,0,0,14.981
100,364.72,698.49,371.21,700.25,0,0,0,0.12
