,tl_x,tl_y,br_x,br_y,type,time
0,8.00,442.00,13.00,447.00,1,0.25
1,180.72,240.46,187.59,244.74,0,0.294
2,47.01,345.54,48.80,346.55,0,0.018
3,10.13,190.88,13.29,195.99,0,0.161
4,35.18,64.96,37.12,66.76,0,0.035
5,28.22,414.58,29.41,423.93,0,0.111
6,77.90,409.36,83.95,410.38,0,0.062
7,29.66,309.80,42.08,320.67,0,1.35
8,180.28,380.14,181.32,390.02,0,0.103
9,4.15,174.38,8.45,176.30,0,0.083
10,37.62,412.30,43.26,414.05,0,0.099
11,75.90,384.36,89.69,398.37,0,1.932
12,264.58,38.94,265.80,47.32,0,0.102
13,120.86,420.17,124.73,433.77,0,0.526
14,236.35,281.77,237.36,294.61,0,0.13
15,199.27,0.00,203.47,2.44,0,0.102
16,5.91,407.82,8.97,418.58,0,0.329
17,64.38,52.18,65.70,56.05,0,0.051
18,83.38,13.48,86.89,16.25,0,0.097
19,90.44,400.70,104.83,402.35,0,0.237
20,40.27,60.72,51.94,75.47,0,1.721
21,134.07,435.53,146.07,441.69,0,0.739
22,120.62,70.84,133.55,79.98,0,1.182
23,61.11,447.00,62.53,461.18,0,0.201
24,120.69,370.41,122.19,380.81,0,0.156
25,160.49,160.89,165.85,172.90,0,0.644
26,210.47,440.56,222.54,444.45,0,0.47
27,255.59,30.55,259.43,32.77,0,0.085
28,70.19,250.58,80.80,254.30,0,0.395
29,10.93,161.98,15.44,162.99,0,0.046
30,200.61,301.02,202.94,302.03,0,0.024
31,203.53,0.00,213.19,1.78,0,0.172
32,160.05,294.94,167.85,296.09,0,0.09
33,216.84,332.01,222.07,333.27,0,0.066
34,267.41,0.00,268.41,7.54,0,0.075
35,54.65,435.59,56.51,439.65,0,0.076
36,120.46,310.82,123.12,317.64,0,0.181
37,130.52,90.23,142.79,96.21,0,0.734
38,182.32,111.00,189.38,119.57,0,0.605
39,130.63,60.91,131.67,66.95,0,0.063
40,30.85,370.27,31.94,372.31,0,0.022
41,150.66,26.96,162.63,33.36,0,0.766
42,120.58,400.78,121.67,404.45,0,0.04
43,267.41,305.15,275.23,309.14,0,0.312
44,120.46,120.80,122.37,129.18,0,0.16
45,170.70,70.37,180.95,71.94,0,0.161
46,190.41,346.25,191.66,347.72,0,0.018
47,182.73,18.97,189.09,20.10,0,0.072
48,100.58,450.76,106.81,451.78,0,0.064
49,33.10,408.07,35.80,409.09,0,0.028
50,80.56,380.76,81.58,381.95,0,0.012
51,210.94,70.35,219.18,72.88,0,0.208
52,199.90,89.65,210.33,95.09,0,0.567
53,50.37,160.94,51.62,168.76,0,0.098
54,222.45,311.90,228.04,313.76,0,0.104
55,190.68,230.75,199.48,236.36,0,0.494
56,77.51,35.76,87.53,37.31,0,0.155
57,267.41,437.22,272.08,446.37,0,0.427
58,60.41,393.80,63.20,394.88,0,0.03
59,257.89,435.74,259.05,448.70,0,0.15
60,36.66,97.09,39.85,100.40,0,0.106
61,170.83,50.60,173.80,51.64,0,0.031
62,88.11,408.07,89.27,414.00,0,0.069
63,130.66,130.11,140.01,138.51,0,0.785
64,69.59,423.03,74.18,425.63,0,0.119
65,218.85,325.80,226.26,326.85,0,0.078
66,14.96,133.88,21.31,148.41,0,0.923
67,260.83,316.08,273.99,317.08,0,0.132
68,29.64,65.37,31.28,74.19,0,0.145
69,200.09,120.22,212.72,123.67,0,0.436
70,211.80,280.78,222.51,281.79,0,0.108
71,125.42,197.27,126.43,199.79,0,0.025
72,241.66,442.34,250.90,452.51,0,0.94
73,155.13,391.63,156.64,393.61,0,0.03
74,82.88,424.14,83.98,425.22,0,0.012
75,231.76,347.27,236.40,348.45,0,0.055
76,100.60,210.33,107.77,214.62,0,0.308
77,127.24,379.15,138.17,385.39,0,0.682
78,270.46,220.70,271.73,229.34,0,0.11
79,230.63,290.90,231.81,295.38,0,0.053
80,87.10,447.00,92.13,458.90,0,0.599
81,80.12,160.92,89.15,163.27,0,0.212
82,169.96,306.15,179.48,309.92,0,0.359
83,170.92,270.05,171.94,284.94,0,0.152
84,234.64,314.15,244.34,315.21,0,0.103
85,259.41,55.48,261.83,58.72,0,0.078
86,261.56,11.58,265.21,15.74,0,0.152
87,50.79,440.80,53.89,448.97,0,0.253
88,17.18,447.00,18.46,452.30,0,0.068
89,20.92,70.41,22.93,75.30,0,0.098
90,193.12,267.09,194.36,281.14,0,0.174
91,219.39,323.41,232.91,324.87,0,0.197
92,67.15,447.00,69.75,448.24,0,0.032
93,89.54,308.60,99.25,320.77,0,1.182
