,tl_x,tl_y,br_x,br_y,type,time
0,15.00,258.00,20.00,263.00,1,0.25
1,135.27,75.62,144.99,79.87,0,0.413
2,168.04,141.76,169.34,143.04,0,0.017
3,212.33,224.32,215.21,229.86,0,0.16
4,10.15,260.15,13.72,263.52,0,0.12
5,117.62,128.14,118.71,142.94,0,0.161
6,101.40,145.77,108.18,146.94,0,0.079
7,79.40,258.00,87.06,262.62,0,0.354
8,50.93,120.68,52.70,122.80,0,0.038
9,247.01,220.70,259.76,226.38,0,0.724
10,98.26,258.00,112.80,259.13,0,0.164
11,177.71,239.95,179.40,240.95,0,0.017
12,37.97,253.09,50.61,254.16,0,0.135
13,0.00,239.90,9.83,250.24,0,1.016
14,60.39,90.32,61.43,92.17,0,0.019
15,37.47,168.46,44.00,173.47,0,0.327
16,80.24,68.40,87.54,75.44,0,0.514
17,201.06,189.70,202.07,203.25,0,0.137
18,79.88,178.45,88.82,179.75,0,0.116
19,69.99,216.90,71.04,227.67,0,0.113
20,88.63,110.36,96.16,116.20,0,0.44
21,147.45,131.03,157.88,140.76,0,1.015
22,98.70,183.66,99.71,186.46,0,0.028
23,134.01,236.07,139.08,238.67,0,0.132
24,0.23,110.56,1.63,116.01,0,0.076
25,80.12,20.49,81.36,21.58,0,0.014
26,48.63,0.00,57.63,1.06,0,0.095
27,139.10,99.31,140.62,103.26,0,0.06
28,173.51,223.10,183.56,225.57,0,0.248
29,94.14,182.32,96.79,183.32,0,0.026
30,181.98,181.75,183.95,185.99,0,0.084
31,2.17,228.09,4.03,235.78,0,0.143
32,100.85,130.38,108.25,132.32,0,0.144
33,76.90,204.08,78.24,212.90,0,0.118
34,191.03,206.78,202.82,217.24,0,1.233
35,170.10,130.71,172.31,142.53,0,0.261
36,0.00,258.00,4.29,261.78,0,0.162
37,184.54,224.44,185.56,226.11,0,0.017
38,198.43,168.43,200.41,179.97,0,0.228
39,102.82,187.33,104.90,195.82,0,0.177
40,28.15,258.00,37.56,268.26,0,0.965
41,50.99,79.78,54.52,83.08,0,0.116
42,122.36,191.33,126.72,194.55,0,0.14
43,101.70,155.10,102.83,157.44,0,0.026
44,105.22,172.85,108.13,179.74,0,0.2
45,25.10,246.72,37.57,248.60,0,0.234
46,27.47,26.51,33.12,27.84,0,0.075
47,144.91,87.69,146.04,93.09,0,0.061
48,139.57,154.74,140.62,160.03,0,0.056
49,85.45,128.67,93.52,131.52,0,0.23
50,20.25,240.05,21.27,242.44,0,0.024
51,190.62,220.71,194.28,223.74,0,0.111
52,170.42,80.57,173.26,85.77,0,0.148
53,158.81,192.60,161.02,205.33,0,0.281
