,Unnamed: 0,x,y,type,side,board,comp_idx
0,0,120.16,21.5,2,0,0,[0]
1,1,2.5,253.5,2,0,0,[1]
2,2,69.49,181.82,1,0,0,"[56, 180, 79, 141, 161]"
3,3,29.8688,75.325,1,1,0,"[82, 198, 99, 89, 7, 98, 131, 77, 57, 9, 109, 207, 178, 172, 83, 236]"
4,4,44.01,53.74,0,0,0,"[4, 125, 140, 160, 231, 59, 30, 245, 230, 158, 13, 127, 176, 70, 233]"
5,5,65.36,44.98,0,0,0,"[105, 145, 69, 169, 16, 71, 15]"
6,6,85.935,68.8,0,0,0,"[159, 240]"
7,7,82.6112,100.535,0,1,0,"[235, 17, 19, 61, 191, 114, 247, 217, 80, 64, 153]"
8,8,58.6279,89.445,0,0,1,"[242, 95, 119, 148, 147, 196, 110, 156, 243, 208, 96]"
9,9,43.815,114.075,0,0,0,"[43, 128, 142, 28, 144, 92, 213, 123, 185, 27]"
10,10,38.21,143.535,0,0,0,"[65, 244, 44, 146]"
11,11,58.5679,158.162,0,0,1,"[29, 2]"
12,12,71.985,129.265,0,1,1,"[201, 215, 3, 36, 188, 50, 238, 206, 138, 120, 149, 117]"
13,13,88.27,137.86,0,0,0,"[111, 183, 222, 63]"
14,14,88.865,159.925,0,0,1,"[52, 209, 133, 67]"
15,15,111.29,140.155,0,0,0,"[10, 155, 53, 134, 32, 167, 22, 135]"
16,16,102.225,113.17,0,0,0,"[88, 106, 205, 84]"
17,17,114.095,94.17,0,0,0,"[166, 163, 55, 34, 173, 51]"
18,18,110.82,56.93,0,0,0,"[35, 47, 94, 212, 14, 154, 227]"
19,19,95.31,43.88,0,0,0,"[21, 184, 174, 97, 108, 241, 5, 24]"
20,20,114.38,24.595,0,0,0,"[72, 38, 85, 124, 171]"
21,21,99.48,12.745,0,0,0,"[221, 75, 162, 150, 210, 20, 239, 42, 18, 195]"
22,22,75.085,16.375,0,0,1,"[129, 232, 126, 139, 175, 203, 219, 190]"
23,23,55.97,14.965,0,0,0,"[122, 81, 90]"
24,24,38.02,18.935,0,0,1,"[46, 45, 246, 200, 248, 168, 194, 12, 170]"
25,25,11.995,17.345,0,0,0,"[164, 179, 25, 165, 40]"
26,26,13.115,56.7421,0,0,1,"[33, 216, 26, 23, 73, 182, 58, 132, 103, 91, 54, 220]"
27,27,13.425,98.355,0,0,0,"[223, 187, 6, 157, 37, 8, 118, 229, 224, 152, 113, 197]"
28,28,9.63,120.99,0,0,0,[151]
29,29,14.56,135.6,0,1,0,"[93, 237, 214, 66, 101, 234, 199, 112, 102, 76, 193, 225, 49, 192, 204]"
30,30,1.48499,140.83,0,0,0,[86]
31,31,12.7438,169.86,0,1,0,"[107, 68, 121, 104, 202, 41]"
32,32,40.67,186.795,0,0,0,"[78, 143, 226, 115, 186, 137]"
33,33,5.66,202.695,0,0,0,"[189, 48]"
34,34,20.35,240.25,0,0,0,"[218, 181]"
35,35,46.88,236.265,0,0,0,"[130, 60]"
36,36,103.175,234.79,0,0,0,"[136, 11, 31, 228]"
37,37,89.8,206.35,0,0,0,"[87, 116]"
38,38,113.885,183.72,0,0,0,"[100, 74, 62, 39, 177, 211]"
