,x,y,comp_idx
0,389.5,382.0,[0]
1,379.07500000000005,378.27,[284]
2,365.79,382.0,[651]
3,353.77,382.0,[1101]
4,347.53,372.0,"[700, 1066, 373]"
5,342.375,359.95,[433]
6,330.405,360.07,[96]
7,324.205,366.03999999999996,[956]
8,318.03999999999996,378.36,[1065]
9,311.98,378.355,[396]
10,305.845,359.94,[19]
11,324.17999999999995,347.805,[189]
12,311.0,323.07,"[1098, 748, 1400, 629, 632]"
13,292.69,317.03,"[752, 889, 66, 1426, 509, 624, 324, 1360, 805, 1051, 1244]"
14,287.635,298.84000000000003,[347]
15,269.33000000000004,292.875,[881]
16,268.24,317.06,"[1132, 147, 574, 365, 851, 1334]"
17,263.05,317.16999999999996,[911]
18,286.41,341.39,"[1226, 1169, 1015, 590, 531, 1370, 884]"
19,268.26,365.92,"[1385, 349, 1130, 635]"
20,268.14,372.05,[266]
21,274.3,382.0,[777]
22,286.41,382.0,"[195, 443, 974, 540, 336, 538]"
23,335.37,378.08,"[377, 379, 946, 1313, 43, 150, 853, 876]"
24,365.95,341.47,"[1141, 1249, 525, 997, 7, 102, 896]"
25,385.28999999999996,353.925,[962]
26,397.4,347.87,[837]
27,397.49,335.645,[1297]
28,414.65,347.56,"[242, 1139, 749]"
29,409.75,360.065,[1021]
30,403.59000000000003,359.995,[684]
31,420.92,359.8,"[1356, 685, 260]"
32,420.76,372.03,[411]
33,426.98,382.0,"[222, 705, 368]"
34,433.17,382.0,[77]
35,440.24,366.09,[1147]
36,440.19500000000005,353.97,[88]
37,452.445,341.63,[319]
38,457.45,329.16,[171]
39,451.3,316.95,"[835, 862, 296, 527, 781, 1342]"
40,434.06,304.925,[1086]
41,427.94,292.78499999999997,[1200]
42,408.55,292.52,"[1359, 388]"
43,402.47,292.53,"[1421, 902, 605, 1323, 659]"
44,408.65,274.21000000000004,[499]
45,408.71,268.16999999999996,"[690, 230]"
46,408.73,261.99,"[970, 318, 859, 1347]"
47,391.33,268.405,[512]
48,385.315,237.78,[442]
49,359.72,225.34,"[221, 9, 1293]"
50,353.66,243.66,"[394, 348, 1437, 424, 362]"
51,330.255,219.415,[282]
52,316.97,225.38,"[548, 57, 425]"
53,310.88,225.45,"[446, 339, 1290, 1386, 1120]"
54,304.79,243.67,"[511, 269, 467]"
55,292.69,255.88,"[1210, 25, 694]"
56,280.36,268.14,"[194, 680, 1273, 74]"
57,292.65,274.34000000000003,[1412]
58,269.235,250.155,[100]
59,256.94,243.89999999999998,[1162]
60,237.58,231.63,"[843, 1178, 166, 929, 993, 539, 597]"
61,231.61,255.9,"[608, 288, 861, 125, 586, 1124, 367]"
62,231.59,261.98,[1256]
63,220.32,250.005,[602]
64,202.075,237.8,[838]
65,182.67,243.77,[99]
66,176.63,243.71,"[1058, 1107, 36, 473, 901, 1390]"
67,153.075,256.185,[550]
68,139.9,249.76,"[111, 1350, 351, 86]"
