,name,tl_x,tl_y,br_x,br_y,step,array,array_group,type,sub_type,center,side,enable,board,mfov,offset_x,offset_y,z,body_condi,lead_condi
0,name,1.0,510.94,6.0,515.94,1,0,1,7,0,0,0,1,0,0,0,0,-1,2047,2047
1,name,390.24,310.14,391.46,311.15,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
2,name,492.8,33.02,493.94,35.97,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
3,name,420.64,490.57,422.47,500.35,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
4,name,110.47,100.26,114.02,113.6,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
5,name,470.05,380.42,471.11,382.01,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
6,name,330.81,220.69,342.13,225.62,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
7,name,40.6,200.41,52.29,206.33,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
8,name,610.55,20.16,612.78,31.1,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
9,name,240.32,460.51,243.9,462.44,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
10,name,90.68,310.41,93.36,312.24,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
11,name,480.41,70.71,488.73,85.06,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
12,name,310.48,380.1,323.95,384.19,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
13,name,520.31,430.32,521.31,438.34,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
14,name,420.36,240.33,431.86,252.54,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
15,name,470.81,310.23,479.26,314.33,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
16,name,245.91,235.43,250.29,248.73,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
17,name,420.25,230.24,431.83,236.02,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
18,name,220.45,110.81,221.98,120.27,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
