,Unnamed: 0,x,y,type,side,board,comp_idx
0,0,8.5,103.36,2,0,0,[0]
1,1,29.405,89.83,0,0,0,"[74, 95, 78, 224, 105, 169, 68, 168, 75, 138, 89, 44, 19, 83, 161, 173, 129, 32, 57, 59, 42, 56, 210, 99, 159, 218, 38, 175, 51, 76, 116, 98, 214, 93, 140, 137, 135, 106, 209, 1, 91]"
2,2,37.72,59.8,0,0,0,"[43, 191, 47, 69, 97, 198, 151, 86, 133, 134, 147, 92, 194]"
3,3,24.95,28.99,0,0,0,"[227, 177, 211, 195, 55, 103, 67, 46, 171, 90, 225, 85, 61, 188, 118, 50, 156, 160, 113, 88, 111]"
4,4,94.63,27.185,0,0,0,"[220, 110, 18, 139, 109, 71, 48, 82, 187, 40, 126, 155, 208, 203, 226, 150, 115, 49, 205, 13, 17, 30, 114, 81, 20, 193, 189, 16, 202, 145, 181, 185, 124]"
5,5,70.545,80.035,0,0,0,"[108, 23, 8, 221, 72, 3, 4, 77, 130, 217, 102, 204, 196, 33, 29, 28, 216, 87]"
6,6,108.795,88.51,0,0,0,"[223, 10, 79, 11, 104, 125, 112, 167, 142, 2, 25, 182, 200, 9, 120, 63, 27, 7, 35, 170, 101, 186, 212, 166, 123, 131]"
7,7,157.7,90.58,0,0,0,"[22, 201, 119, 45, 207, 184, 39, 213, 66, 5, 153, 219, 41, 21, 6, 73, 144, 70, 154, 107, 54, 122, 53, 197, 94, 132, 37, 149, 146, 136, 58, 26, 128, 174, 96, 152]"
8,8,141.71,59.43,0,0,0,"[178, 141, 60, 172, 12, 15, 36, 127, 180]"
9,9,151.19,29.535,0,0,0,"[190, 14, 192, 31, 65, 163, 64, 148, 215, 222, 80, 157, 176, 158, 84, 164, 34, 24, 143, 117, 162, 165, 100, 206, 199, 52, 62, 183, 179, 121]"
