,tl_x,tl_y,br_x,br_y,type,time
0,8.00,5.00,13.00,10.00,2,0.25
1,130.83,50.73,137.21,63.73,0,0.8294
2,120.75,20.85,121.79,22.64,0,0.018616
3,50.14,40.66,61.68,51.53,0,1.2543979999999997
4,20.77,20.72,21.82,23.90,0,0.03339
5,130.10,60.19,131.95,69.78,0,0.17741500000000002
6,40.47,30.49,41.99,31.98,0,0.022648
7,140.47,0.74,141.72,2.14,0,0.0175
8,60.22,40.34,71.92,53.22,0,1.50696
9,100.32,20.69,103.71,22.91,0,0.075258
10,140.73,60.48,143.06,63.77,0,0.076657
11,100.25,30.81,101.39,31.93,0,0.012768
12,110.41,0.50,118.29,10.44,0,0.7832719999999999
13,110.48,50.71,117.52,54.13,0,0.24076799999999998
14,10.33,10.48,14.42,13.11,0,0.10756699999999998
15,140.90,40.34,153.57,41.91,0,0.19891899999999998
16,70.89,0.28,111.03,12.81,0,5.029541999999999
17,0.45,50.51,4.34,53.81,0,0.12836999999999998
18,130.57,40.66,132.48,46.05,0,0.10294899999999998
19,70.95,20.86,75.77,27.01,0,0.29643
20,120.32,30.08,121.40,31.30,0,0.013176
21,90.22,10.90,98.91,12.60,0,0.14772999999999997
22,140.40,30.41,145.31,35.38,0,0.244027
23,90.16,60.46,94.72,69.44,0,0.40948799999999996
24,20.28,0.18,24.80,13.21,0,0.5889559999999999
25,60.21,10.85,64.75,12.66,0,0.082174
26,100.93,40.45,110.69,49.18,0,0.852048
27,50.30,10.21,51.55,13.96,0,0.046875
28,0.53,0.91,8.83,3.77,0,0.23738
29,40.88,20.43,44.24,21.46,0,0.034608
30,60.65,50.58,61.74,58.31,0,0.08425700000000001
31,20.62,60.28,32.71,62.71,0,0.293787
32,100.77,10.31,103.44,11.36,0,0.028035
33,130.75,20.62,136.48,34.42,0,0.7907400000000001
