,tl_x,tl_y,br_x,br_y,type,time
0,333.88,452.00,338.88,457.00,1,0.25
1,60.80,350.06,61.93,353.28,0,0.036
2,70.38,180.29,111.33,203.82,0,9.638
3,50.45,300.84,94.63,348.78,0,21.18
4,130.60,100.41,132.39,105.97,0,0.1
5,270.10,120.38,274.48,123.68,0,0.145
6,20.16,90.84,28.83,92.48,0,0.142
7,239.17,142.80,240.41,143.96,0,0.014
8,140.25,340.89,141.30,346.29,0,0.057
9,10.82,50.48,15.22,52.37,0,0.083
10,220.67,180.33,221.67,189.59,0,0.093
11,9.83,48.07,14.92,49.08,0,0.051
12,117.45,238.05,118.59,239.05,0,0.011
13,199.46,175.40,207.81,179.79,0,0.367
14,44.75,202.52,48.03,205.39,0,0.094
15,140.12,40.52,150.40,46.74,0,0.639
16,202.02,46.55,210.75,51.17,0,0.403
17,45.36,277.99,47.16,278.99,0,0.018
18,139.73,400.82,141.71,405.24,0,0.088
19,300.38,440.75,301.82,447.76,0,0.101
20,323.88,159.86,326.06,173.03,0,0.287
21,220.16,200.48,227.07,215.01,0,1.004
22,278.04,374.89,279.24,383.99,0,0.109
23,250.32,10.65,252.98,15.84,0,0.138
24,100.87,340.76,102.37,345.52,0,0.071
25,220.58,410.91,222.50,416.60,0,0.109
26,71.69,253.11,74.03,259.01,0,0.138
27,218.26,201.43,219.27,208.37,0,0.07
28,191.69,196.76,193.96,208.21,0,0.26
29,190.31,120.44,191.47,122.05,0,0.019
30,18.66,64.55,29.04,66.14,0,0.165
31,209.87,206.08,211.66,210.71,0,0.083
32,300.92,80.30,303.13,91.02,0,0.237
33,180.16,170.13,195.00,171.36,0,0.183
34,80.83,90.41,87.30,98.28,0,0.509
35,320.50,230.92,327.82,239.10,0,0.599
36,190.67,150.31,191.68,152.16,0,0.019
37,60.92,130.55,102.08,170.56,0,16.468
38,280.39,430.25,285.78,432.67,0,0.13
39,200.16,260.77,207.72,275.57,0,1.119
40,140.81,300.59,142.90,302.14,0,0.032
41,250.73,270.33,251.92,284.83,0,0.173
42,150.13,230.94,160.21,235.11,0,0.42
43,20.08,50.54,22.12,56.04,0,0.112
44,300.34,210.18,310.90,211.74,0,0.165
45,113.01,403.23,117.07,405.98,0,0.112
46,300.16,180.10,310.10,181.19,0,0.108
47,319.82,382.47,321.11,386.42,0,0.051
48,160.98,209.32,167.31,218.28,0,0.567
