,x,y,z,type,sub_type,side,board,step,big,array,array_idx,comp_idx
0,303.5,20.5,-1,7,0,0,0,1,0,1,"[0"],"[0"]
1,300.405,17.425,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[109, 140, 80"]
2,267.045,30.36,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[204, 30, 160, 128, 7, 134"]
3,244.015,18.005,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[59, 224, 187, 139"]
4,246.88,42.145,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[186, 190, 214, 202"]
5,277,69.34,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[196, 158, 66, 170"]
6,235.985,87.41,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[226, 119, 39"]
7,196.595,88.1,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[26, 52, 37, 200, 132, 64"]
8,210.37,50.35,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[180, 99, 86, 6, 194, 232"]
9,172.12,47.63,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[209, 18, 171"]
10,187.78,11.49,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[146, 168, 102, 161, 46, 227"]
11,140.42,16.24,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[112, 1, 97, 154, 73, 124, 215"]
12,99.335,26.04,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[95, 20, 58, 228, 164, 53, 207, 43"]
13,130.825,58.505,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[19, 206, 94, 188, 61"]
14,157.825,86.56,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[144, 16, 179"]
15,146.95,116.075,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[72, 12, 8, 185, 213"]
16,119.605,100.935,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[142, 145, 153, 91"]
17,96.785,76.835,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[131, 65, 149, 172, 176"]
