,x,y,z,type,sub_type,side,board,step,big,array,array_idx,comp_idx
0,3.5,513.44,-1,7,0,0,0,1,0,1,"[0"],"[0"]
1,27.135,497.075,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[629, 736, 1028, 779, 1102"]
2,21.575,467.795,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[373, 753, 65, 1036"]
3,76.915,476.44,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[308, 225, 544, 416, 916, 739, 406, 634, 957, 914, 558, 162, 57"]
4,137.935,483.085,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[355, 884, 785, 1066, 666, 87, 559, 939, 483, 157, 949, 468, 341, 1096, 741"]
5,186.27,486.13,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[35, 945, 362, 1177, 1176, 858, 350, 857, 1149"]
6,246.73,487.775,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[600, 640, 668, 883, 621, 1093, 148, 805, 9"]
7,250.73,466.295,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[896, 1092, 372, 1090, 955, 712, 1048, 21, 1082, 442"]
8,249.355,408.19,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[79, 1045, 36, 845, 1005, 599, 288, 496, 714, 1162"]
9,260.255,366.705,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[152, 745, 156, 136, 47, 702, 1185, 159"]
10,312.27,369.49,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[140, 602, 828, 1112, 607, 537, 12, 1143, 1186, 1132, 426, 446, 203, 941"]
11,309.455,423.895,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[329, 231, 843, 995, 89, 730, 920, 377, 569, 371, 1111, 1182, 173"]
