,x,y,type,side,board,comp_idx
0,11.5,11.5,1,0,0,[0]
1,16.83,19.955,0,0,0,"[472, 68, 15, 100, 108, 37, 494, 489, 24, 512, 394]"
2,56.555,17.32,0,0,0,"[213, 31, 17, 402, 9, 474, 526, 111, 499]"
3,88.76,18.21,0,0,0,"[25, 436, 271, 344, 197, 145, 18, 360, 418, 333, 351, 456]"
4,79.58,48.04,0,0,0,"[281, 192, 188, 38, 312, 369]"
5,50.26,57.35,0,0,0,"[223, 218, 485, 304, 277, 65, 33, 455, 29, 179]"
6,19.805,58.73,0,0,0,"[50, 303, 167, 149, 500, 389, 202, 92, 70, 148, 498, 244, 457, 229, 450]"
7,17.465,88.88,0,0,0,"[1, 416, 464, 511, 195, 28]"
8,17.67,124.425,0,0,0,"[60, 133, 477, 411, 238, 151, 139, 61]"
9,45.63,135.445,0,0,0,"[325, 461, 222, 207, 181, 395, 330]"
10,52.895,97.315,0,0,0,"[147, 476, 163, 466, 409, 56, 97]"
11,86.48,80.49,0,0,0,"[388, 81, 345, 214, 302, 514]"
12,96.8,106.845,0,0,0,"[390, 406, 168]"
13,96.79,138.285,0,0,0,"[231, 193, 251, 42, 492, 3, 317, 431, 185, 288, 421, 186, 16]"
14,94.59,176.11,0,0,0,"[300, 339, 415, 246, 205, 247, 226, 132, 190, 467, 367, 459, 158, 462, 430, 196, 291]"
15,58.865,173.17,0,0,0,"[120, 146, 257, 268, 206, 324, 41, 424, 408, 118, 297]"
16,17.505,164.64,0,0,0,"[88, 327, 470, 78, 210, 173, 486, 359, 58, 432, 153, 449, 410, 198, 386, 527, 278, 67, 102]"
17,19.225,204.015,0,0,0,"[46, 107, 35, 52, 66, 364, 156, 126, 301, 183, 141, 175, 161, 426, 258, 71, 7, 473, 130, 242, 10]"
18,49.505,206.725,0,0,0,"[233, 253, 482, 142, 200, 26, 306, 294, 487, 377, 62, 475, 184]"
19,86.435,215.305,0,0,0,"[299, 403, 326, 445, 80, 332, 501, 341, 425, 256, 509, 298, 384, 356]"
20,130.8,213.935,0,0,0,"[104, 157, 91, 125, 262, 55, 112, 228, 54, 308, 420, 276, 265]"
21,131.07,182.125,0,0,0,"[13, 95, 353, 335, 383]"
22,138.365,150.225,0,0,0,"[506, 273, 346, 227]"
23,147.28,116.325,0,0,0,"[305, 96, 152, 224]"
24,133.175,87.32,0,0,0,"[521, 160, 309, 30, 178, 295, 109, 255]"
25,116.085,55.6,0,0,0,"[460, 93, 40, 382, 85, 254, 230, 131, 363, 217, 398, 134, 336, 172, 282, 64, 174, 340, 519]"
26,126.435,18.71,0,0,0,"[241, 440, 117, 94, 127, 433, 237, 480, 453, 137, 8, 285, 176, 199, 99, 263]"
27,157.98,12.075,0,0,0,"[114, 399, 379, 270, 47, 286, 429, 483]"
28,186.075,19.695,0,0,0,"[166, 493, 289, 191, 63, 350, 12, 77]"
29,191.495,50.265,0,0,0,"[90, 279, 11, 221, 259]"
30,155.115,51.54,0,0,0,"[128, 105, 69, 243, 208, 155, 162, 53, 136, 391, 189, 266, 349, 51, 101]"
31,178.655,78.995,0,0,0,"[321, 6, 4, 448, 209]"
32,180.615,105.38,0,0,0,[79]
33,184.985,141.17,0,0,0,"[27, 508, 523, 387]"
34,168.195,177.48,0,0,0,"[59, 441, 165, 446, 375]"
35,171.71,214.105,0,0,0,"[45, 182, 122, 98, 347, 428, 524, 267, 113, 49, 362]"
36,198.355,181.67,0,0,0,"[169, 106]"
37,217.5,210.63,0,0,0,"[434, 334, 468, 19, 414, 138, 2, 392, 74, 129, 502]"
38,258.24,207.415,0,0,0,"[311, 328, 219, 352, 310, 504, 465, 447]"
39,256.775,171.665,0,0,0,"[72, 518, 469, 194, 180, 517, 507, 248, 20, 368, 21]"
40,224.975,169.73,0,0,0,"[57, 488, 86, 463, 404, 484, 478, 87, 23]"
41,221.315,132.245,0,0,0,"[322, 525, 292, 451, 89, 103, 48, 520, 343, 405]"
42,205.655,108.38,0,0,0,"[479, 5, 260, 366, 413, 204, 495]"
43,208.635,82.225,0,0,0,"[75, 385, 505, 442, 513, 36, 123, 261, 393, 315, 284, 516, 397, 337, 454]"
44,233.295,56.795,0,0,0,"[212, 355, 374, 331, 154, 373, 264, 481, 124, 43]"
45,225.415,17.79,0,0,0,"[220, 245, 313, 283, 437, 250, 215, 150, 422]"
46,265.725,19.51,0,0,0,"[76, 490, 170, 378, 269, 400]"
47,290.88,19.51,0,0,0,"[76, 423, 510]"
48,322.51,19.68,0,0,0,"[73, 135, 444, 522, 439]"
49,315.275,57.855,0,0,0,"[225, 376, 316, 290, 280, 370, 358, 272, 497]"
50,274.61,55.63,0,0,0,"[216, 314, 140, 320, 187, 239, 110, 401, 515]"
51,279.94,84.75,0,0,0,"[407, 201, 348, 329, 371, 39, 318, 252, 171, 84, 44, 296, 381, 338, 232]"
52,245.545,93.575,0,0,0,"[164, 119, 372, 115, 342, 491, 443, 419, 412]"
53,258.375,136.945,0,0,0,"[396, 417, 234, 274, 249, 22, 287, 380]"
54,275.58,120.555,0,0,0,"[203, 235, 357, 32, 116, 34, 275, 435, 365, 177, 354, 14, 496]"
55,316.57,96.54,0,0,0,"[307, 211, 144, 471, 240, 427, 323]"
56,326.04,127.595,0,0,0,"[458, 159]"
57,322.625,159.24,0,0,0,"[82, 438]"
58,294.672,159.24,0,0,0,"[82, 143, 236, 121]"
59,291.655,189.025,0,0,0,"[503, 452, 319, 293]"
60,328.175,212.56,0,0,0,"[83, 361]"
