,x,y,type,side,board,comp_idx
0,336.38,454.5,1,0,0,[0]
1,298.72,445.16,0,0,0,"[332, 422, 19, 261, 380, 336, 242, 62, 38]"
2,307.11,388.165,0,0,0,"[342, 187, 351, 481, 47, 290, 234, 361, 366, 372, 411, 51, 396, 284, 253, 22]"
3,307.88,329.89,0,0,0,"[450, 319, 442, 283, 240, 132, 230, 210, 449]"
4,288.19,278.905,0,0,0,"[427, 326, 130, 413, 88, 197]"
5,304.255,242.165,0,0,0,"[68, 35, 327]"
6,303.49,207.51,0,0,0,"[349, 463, 46, 382, 461, 94, 44, 279, 313, 478]"
7,258.725,234.19,0,0,0,"[217, 139]"
8,236.87,202.655,0,0,0,"[271, 81, 99, 114, 263, 376, 10, 429, 21, 100, 27, 381, 31]"
9,187.395,207.9,0,0,0,"[171, 307, 178, 28, 274, 137, 407, 281, 467]"
10,156.78,199.44,0,0,0,"[179, 484, 350, 293, 248, 177, 278, 101, 470, 48, 508]"
11,137.16,239.16,0,0,0,"[365, 223, 493, 300, 12, 149, 377, 399, 155, 74, 208, 83, 275, 42, 53]"
12,99.885,199.38,0,0,0,"[2, 325, 115, 348, 507, 144, 180, 250, 334, 321, 239]"
13,75.155,232.18,0,0,0,"[304, 85, 301, 296]"
14,86.23,274.955,0,0,0,"[123, 434, 227, 444, 268, 453, 386, 192, 420, 26, 272, 312, 322]"
15,131.965,292.385,0,0,0,"[440, 64, 117, 305, 40, 417, 497, 443]"
16,136.32,346.135,0,0,0,"[54, 162, 72, 370, 391, 152, 8, 276, 247]"
17,173.715,309.125,0,0,0,"[455, 315, 89, 339, 124, 295, 185]"
18,187.16,262.39,0,0,0,"[225, 265, 347, 200]"
19,228.705,276.835,0,0,0,"[323, 41, 118, 363, 224, 421, 39]"
20,228.895,331.26,0,0,0,"[167, 140, 509, 258, 251, 392]"
21,248.335,378.92,0,0,0,"[135, 252, 297, 456, 215, 500, 490, 341, 209]"
22,238.745,438.525,0,0,0,"[345, 448, 462, 419, 437, 311, 447, 368, 188, 264, 49, 25, 207]"
23,182.015,435.43,0,0,0,"[55, 285, 358, 423, 441, 193, 498, 298, 328, 157, 146]"
24,189.645,385.68,0,0,0,"[446, 280, 77, 495, 259, 203, 154, 246]"
25,138.435,410.0,0,0,0,"[389, 401, 435, 340, 102, 299, 18, 212, 398, 133]"
26,97.075,388.08,0,0,0,"[465, 238, 494, 109, 487, 267, 232, 45, 87, 385, 357, 302]"
27,108.6,439.295,0,0,0,"[50, 405, 142, 344, 205, 338, 164, 189, 397, 111, 75, 388, 488, 166]"
28,49.89,437.62,0,0,0,"[416, 73, 82, 255, 107]"
29,26.535,445.915,0,0,0,"[78, 173, 127, 57, 191, 438, 235]"
30,26.95,379.485,0,0,0,"[96, 394, 404, 352, 309, 445, 236, 136, 318, 337]"
31,77.19,327.82,0,0,0,"[3, 1, 360, 266, 24, 195]"
32,29.52,307.605,0,0,0,"[460, 379, 317, 106, 403, 333, 153, 468, 165, 58, 409, 110, 17, 61]"
33,21.025,252.925,0,0,0,"[70, 79, 160, 104, 183]"
34,24.31,189.12,0,0,0,"[98, 233, 194, 216, 502, 122, 415, 356, 174, 335, 181, 105, 292, 14]"
35,27.635,136.68,0,0,0,"[201, 156, 486, 480, 92, 466, 384, 113, 119]"
36,81.495,145.385,0,0,0,"[501, 37]"
37,86.795,86.87,0,0,0,"[310, 128, 362, 316, 475, 277, 260, 34, 126, 262, 343]"
38,29.93,82.2,0,0,0,"[56, 314, 369, 476, 30, 402, 228, 479, 286, 503, 65, 6, 231, 141, 257]"
39,27.335,29.4,0,0,0,"[288, 199, 273, 282, 97, 331, 346, 491, 11, 473, 125, 9, 451, 43, 256, 294, 243, 220, 308, 483]"
40,77.37,26.315,0,0,0,"[306, 84, 436, 148, 359, 432]"
41,132.725,26.675,0,0,0,"[459, 425, 198, 108, 254, 400, 414, 504, 303, 439, 143, 15, 269, 395, 324]"
42,188.45,29.99,0,0,0,"[59, 211, 390, 204, 16, 147, 355, 186, 52, 184, 112, 241, 249, 95, 213]"
43,181.575,85.71,0,0,0,"[131, 151, 175, 67, 190]"
44,145.355,86.08,0,0,0,"[492, 229, 496, 329, 4, 90, 158, 219]"
45,146.675,145.31,0,0,0,"[374, 134, 454, 428, 63, 477, 375, 289, 464, 176, 330]"
46,193.345,150.115,0,0,0,"[378, 93, 29, 474, 202, 469, 218, 287, 36, 116, 13, 182, 408, 33]"
47,254.345,140.24,0,0,0,"[5, 371, 485, 80, 168, 471, 7, 69, 452]"
48,308.315,145.755,0,0,0,"[103, 489, 163, 169, 499, 170, 431, 66, 482, 412, 270, 20, 172, 364, 206, 86, 291, 505, 353, 383, 373]"
49,290.335,90.495,0,0,0,"[457, 32, 506, 458, 71, 196, 418, 430, 150]"
50,226.595,88.67,0,0,0,"[222, 129, 159, 410, 472, 214, 245, 367, 120, 60, 138]"
51,247.33,38.745,0,0,0,"[23, 237, 320, 76, 354, 406, 387, 426, 393, 91, 424]"
52,296.425,23.04,0,0,0,"[221, 161, 121, 145, 226, 244, 433]"
