,tl_x,tl_y,br_x,br_y,type,side,step,time
0,9.00,2.00,14.00,7.00,2,0,0,0.25
1,874.59,602.74,876.67,604.29,1,0,0,0.032
2,197.64,50.49,198.67,59.61,1,0,0,0.094
3,26.94,226.65,33.79,231.15,1,0,0,0.308
4,190.25,420.18,191.79,420.89,0,0,1,0.013
5,500.40,0.42,506.96,8.45,0,0,0,0.551
6,180.13,550.46,184.12,552.21,0,1,1,0.075
7,750.85,520.85,754.03,522.41,0,0,0,0.054
8,74.83,274.12,79.82,279.88,0,1,0,0.305
9,640.10,240.67,642.04,241.85,0,0,0,0.026
10,316.47,643.56,317.26,645.10,0,0,0,0.017
11,690.19,0.21,692.21,1.55,0,0,0,0.031
12,450.72,480.79,453.12,484.01,0,0,0,0.087
13,560.46,200.70,566.20,205.70,0,0,0,0.302
14,791.92,84.83,792.93,85.38,0,0,0,0.007
15,110.29,700.22,118.64,701.61,0,1,0,0.12
16,140.90,620.36,145.39,623.49,0,0,0,0.15
17,650.50,280.62,658.53,287.14,0,0,0,0.543
18,20.28,560.20,26.79,568.15,0,0,0,0.541
19,600.81,420.90,626.29,487.03,0,0,0,17.052
20,20.78,150.12,99.63,173.57,0,0,0,18.557
21,650.51,434.05,658.56,440.47,0,1,0,0.536
22,720.35,400.16,744.47,440.17,0,0,0,9.768
23,580.10,640.38,586.55,648.30,0,1,0,0.535
24,274.54,610.42,275.55,611.75,0,0,0,0.017
25,80.23,570.44,86.77,578.49,0,0,0,0.551
26,150.66,70.09,212.12,110.14,0,0,0,24.735
27,20.42,430.46,63.97,496.58,0,0,1,28.994
28,210.33,580.45,213.49,582.12,0,0,0,0.058
29,0.67,430.23,2.63,431.57,0,0,0,0.03
30,190.89,450.55,211.17,495.33,0,0,1,9.216
31,260.44,10.40,264.18,15.04,0,0,0,0.187
32,240.83,130.85,247.84,134.90,0,1,0,0.296
33,820.71,360.81,866.84,383.97,0,0,0,10.751
34,580.27,610.25,585.93,615.20,0,0,0,0.295
35,830.20,400.31,891.44,433.48,0,0,0,20.413
36,850.63,330.14,856.39,335.22,0,0,0,0.308
37,530.20,410.70,530.70,411.74,0,0,0,0.008
38,760.32,0.33,766.03,5.30,0,0,0,0.299
39,150.64,280.60,155.57,286.32,0,1,0,0.299
40,450.47,350.81,482.88,424.05,0,0,0,23.96
41,470.49,70.11,471.85,76.68,0,0,0,0.109
42,220.85,20.58,290.82,51.92,0,0,0,22.023
43,330.77,261.19,336.49,266.23,0,0,0,0.303
