,tl_x,tl_y,br_x,br_y,type,side,step,time
0,17.00,964.00,22.00,969.00,2,0,0,0.25
1,695.78,838.51,710.24,839.77,1,0,0,0.182
2,125.28,876.53,126.83,889.52,1,0,0,0.201
3,792.38,370.19,793.70,374.98,1,0,0,0.063
4,732.10,339.68,733.58,341.04,1,0,0,0.02
5,760.76,780.25,767.30,788.35,0,0,0,0.554
6,30.81,430.89,51.96,471.95,0,0,0,8.805
7,90.82,120.92,98.72,127.52,0,0,0,0.541
8,530.20,480.21,538.19,486.70,0,0,1,0.538
9,640.16,970.45,643.29,972.98,0,0,0,0.087
10,660.70,110.57,661.81,118.22,0,0,0,0.108
11,790.29,760.87,796.77,766.08,0,0,0,0.353
12,530.26,400.25,531.76,401.03,0,0,0,0.014
13,570.17,310.72,574.66,313.95,0,0,0,0.155
14,200.33,340.32,201.93,341.09,0,0,0,0.015
15,550.83,40.76,555.88,46.54,0,1,0,0.309
16,220.12,190.06,221.63,190.78,0,1,0,0.013
17,280.33,310.51,288.29,317.01,0,0,1,0.537
18,600.87,910.61,604.09,912.13,0,0,0,0.054
19,497.54,767.63,499.02,768.68,0,0,1,0.019
20,200.85,800.38,211.35,813.60,0,1,0,1.428
21,430.65,451.45,438.65,458.04,0,0,1,0.547
22,390.13,900.27,395.19,905.90,0,0,0,0.302
23,140.38,120.86,141.78,130.28,0,0,0,0.16
24,280.05,390.66,281.70,391.51,0,1,1,0.017
25,60.58,320.55,63.09,323.78,0,0,0,0.091
26,270.43,510.36,278.48,516.87,0,0,0,0.544
27,540.07,940.94,548.08,947.36,0,0,0,0.534
28,134.54,3.50,142.59,9.94,0,0,0,0.538
29,800.86,680.92,805.30,684.04,0,0,0,0.148
30,620.24,820.42,621.46,822.50,0,0,0,0.032
31,320.12,530.71,321.15,534.17,0,0,0,0.046
32,379.92,700.02,387.27,708.64,0,0,1,0.659
33,710.44,320.85,715.91,335.66,0,0,0,0.855
34,710.78,620.41,712.43,623.65,0,0,0,0.063
35,390.50,0.87,392.13,1.73,0,0,0,0.017
36,120.81,300.85,124.59,302.01,0,0,0,0.047
37,310.23,390.60,351.81,430.66,0,0,1,16.777
38,30.82,0.76,88.12,21.30,0,0,0,11.828
39,340.38,890.37,341.54,892.37,0,0,0,0.029
40,630.56,890.53,636.22,895.45,0,1,0,0.293
41,570.89,190.40,572.16,192.38,0,0,0,0.031
42,173.02,273.24,175.45,276.47,0,1,0,0.088
43,220.68,900.46,233.75,903.71,0,0,0,0.435
44,800.31,860.20,809.58,862.81,0,0,0,0.25
45,720.26,570.23,725.99,576.07,0,0,0,0.352
46,510.13,100.44,515.22,106.12,0,0,0,0.306
47,240.87,400.30,245.97,404.10,0,0,1,0.205
48,820.79,300.30,825.87,305.95,0,0,0,0.304
49,500.20,280.38,501.73,281.27,0,1,0,0.016
50,150.51,910.57,153.64,913.11,0,0,0,0.087
51,1.43,469.19,1.93,470.14,0,0,0,0.008
52,165.41,267.23,168.62,268.76,0,0,0,0.054
53,380.32,220.53,380.82,221.53,0,0,1,0.008
54,70.17,770.33,72.19,771.53,0,0,0,0.028
55,370.83,920.06,371.59,921.58,0,0,0,0.016
56,70.43,840.31,74.92,843.47,0,0,0,0.151
57,280.33,50.75,281.63,52.83,0,0,0,0.033
58,230.11,670.25,283.17,713.11,0,0,0,22.87
59,200.43,730.46,203.59,733.04,0,1,0,0.089
60,340.58,660.64,343.81,663.11,0,1,0,0.087
61,338.73,697.39,351.74,705.40,0,1,0,1.066
62,167.57,110.56,168.30,112.11,0,0,0,0.016
63,160.53,440.94,165.46,446.66,0,0,0,0.299
64,364.95,47.84,377.17,51.93,0,0,0,0.512
65,430.50,710.07,431.03,711.06,0,0,1,0.008
66,660.78,250.20,662.12,252.16,0,1,0,0.032
67,790.64,190.47,793.91,192.14,0,0,0,0.06
68,240.85,170.34,243.01,180.24,0,0,0,0.244
69,350.51,80.20,355.51,85.86,0,0,0,0.3
70,310.38,840.86,319.26,849.18,0,0,0,0.764
71,13.66,460.01,18.18,463.25,0,0,0,0.156
72,140.54,350.23,161.57,408.59,0,0,0,12.445
73,750.84,420.83,798.67,464.61,0,0,0,21.071
74,210.65,30.90,213.16,34.01,0,0,0,0.087
75,650.48,70.88,660.08,72.96,0,0,0,0.206
76,140.40,440.08,142.58,441.22,0,1,0,0.028
77,460.86,360.50,463.42,363.63,0,1,1,0.09
78,70.44,660.87,73.64,662.47,0,0,0,0.056
79,730.39,420.55,733.68,422.18,0,1,0,0.059
80,10.86,960.41,15.81,966.10,0,0,0,0.299
81,407.97,451.47,413.05,457.27,0,0,1,0.312
82,640.21,100.78,648.23,107.33,0,0,0,0.545
83,430.26,910.91,433.40,915.50,0,0,0,0.158
84,270.42,590.30,312.02,635.64,0,0,0,18.997
85,280.40,800.66,283.59,803.25,0,0,0,0.09
86,226.86,443.18,229.40,446.32,0,0,1,0.089
87,210.87,820.54,222.91,823.10,0,0,0,0.316
88,630.69,60.91,635.77,66.69,0,1,0,0.311
89,530.93,890.35,581.09,910.89,0,0,0,10.367
90,30.47,260.59,33.70,262.25,0,0,0,0.059
91,410.07,710.92,418.53,714.89,0,0,1,0.348
92,570.61,640.21,573.74,641.81,0,0,1,0.055
93,440.25,120.17,441.75,120.90,0,0,0,0.013
94,394.84,682.65,398.06,687.18,0,0,1,0.159
95,830.17,840.46,830.99,842.01,0,0,0,0.017
96,650.64,150.20,651.14,151.28,0,0,0,0.009
97,600.95,150.60,602.46,151.38,0,0,0,0.014
98,690.55,330.20,692.10,333.85,0,1,0,0.068
99,111.12,743.30,115.60,746.50,0,0,0,0.153
100,470.19,940.88,473.46,942.42,0,0,0,0.055
101,480.78,60.71,482.40,71.26,0,0,0,0.203
102,550.82,620.90,552.11,622.81,0,0,1,0.03
103,100.35,600.35,101.27,600.85,0,0,0,0.006
104,1.71,460.75,4.96,463.34,0,0,0,0.092
105,650.44,360.66,653.68,363.24,0,0,0,0.091
106,480.56,710.90,482.98,714.02,0,1,1,0.085
107,454.27,482.81,455.94,486.10,0,0,1,0.065
108,390.06,750.31,395.71,759.73,0,0,1,0.56
109,830.13,720.30,832.56,723.51,0,0,0,0.088
110,710.32,370.79,711.26,371.30,0,0,0,0.006
111,770.28,660.94,771.16,662.59,0,0,0,0.019
112,580.15,380.34,583.37,381.88,0,0,0,0.054
113,510.14,270.85,512.19,272.02,0,0,0,0.027
114,590.32,350.66,591.99,351.49,0,0,0,0.016
115,221.71,142.89,223.22,145.99,0,0,0,0.056
116,770.71,880.65,771.89,882.67,0,0,0,0.03
117,175.90,179.95,179.07,181.49,0,0,0,0.053
118,620.34,50.38,623.58,52.05,0,0,0,0.059
119,141.03,736.25,142.97,737.41,0,0,0,0.026
120,11.42,452.50,14.65,454.94,0,0,0,0.086
121,770.38,670.28,771.47,670.82,0,0,0,0.008
122,440.70,880.08,450.54,891.28,0,0,0,1.136
123,30.69,770.23,35.16,773.39,0,0,0,0.151
124,580.79,240.73,588.94,251.73,0,1,0,0.929
125,520.13,330.50,521.20,332.62,0,0,0,0.029
126,800.39,30.87,802.94,34.13,0,0,0,0.093
127,760.83,570.71,761.76,571.22,0,0,0,0.006
128,517.69,901.83,524.25,909.83,0,0,0,0.549
129,380.47,370.43,382.92,373.54,0,0,1,0.086
130,290.84,560.60,293.98,562.25,0,0,0,0.057
131,748.25,510.12,750.29,511.41,0,0,0,0.03
132,60.75,770.11,64.04,772.71,0,0,0,0.093
133,760.79,170.24,762.11,172.25,0,0,0,0.033
134,215.70,173.57,218.13,176.79,0,0,0,0.088
135,200.55,159.80,203.78,162.34,0,1,0,0.09
136,390.90,90.50,434.06,133.99,0,0,0,18.901
137,10.59,770.50,15.58,776.28,0,0,0,0.306
138,590.48,30.52,596.62,34.88,0,0,0,0.281
139,130.77,720.94,135.25,724.09,0,0,0,0.151
140,680.69,780.39,683.94,782.06,0,0,0,0.059
141,480.68,880.92,500.68,939.40,0,0,0,11.871
142,100.49,550.49,106.13,555.40,0,0,0,0.292
143,670.56,280.60,673.75,282.18,0,1,0,0.055
144,0.53,940.48,2.50,941.76,0,0,0,0.029
145,560.46,30.09,561.49,40.14,0,0,0,0.134
146,440.49,20.70,442.17,21.44,0,0,0,0.015
147,310.71,230.35,311.25,231.34,0,0,1,0.008
148,530.81,70.37,531.79,70.87,0,0,0,0.006
149,740.92,400.65,753.08,402.07,0,0,0,0.177
150,100.29,180.45,107.15,185.47,0,1,0,0.359
151,410.09,80.08,422.43,87.21,0,0,0,0.901
152,420.50,280.41,424.38,286.72,0,0,1,0.264
153,189.57,105.07,197.58,111.48,0,0,0,0.533
154,830.27,530.75,836.29,534.65,0,0,0,0.246
155,500.85,830.27,505.92,836.01,0,0,0,0.308
156,820.25,70.74,820.75,71.64,0,1,0,0.007
157,290.44,40.78,295.93,41.94,0,1,0,0.067
158,420.47,570.54,421.74,572.45,0,1,1,0.03
159,70.61,600.67,93.64,649.46,0,0,0,11.383
160,360.50,860.72,366.20,865.71,0,0,0,0.299
161,490.95,380.12,497.48,388.22,0,0,0,0.553
162,540.23,670.16,561.86,712.20,0,0,1,9.219
163,181.55,131.39,184.05,134.51,0,0,0,0.087
164,74.58,53.06,80.87,62.89,0,0,0,0.648
165,810.35,360.53,811.93,361.62,0,1,0,0.02
166,320.25,550.63,325.31,556.26,0,0,0,0.302
167,800.16,200.43,801.30,202.01,0,0,0,0.023
168,60.33,780.81,61.13,782.49,0,0,0,0.018
169,472.16,741.38,480.12,747.85,0,1,1,0.534
170,90.84,10.47,91.98,13.09,0,0,0,0.038
171,770.25,630.47,785.08,644.98,0,1,0,2.195
172,500.63,10.82,502.43,16.03,0,0,0,0.109
173,170.76,319.32,172.27,322.58,0,0,0,0.059
174,510.17,380.45,510.98,382.04,0,1,0,0.018
175,740.66,80.75,747.22,88.84,0,0,0,0.555
176,390.44,200.67,396.16,205.57,0,0,0,0.295
177,120.56,180.36,123.76,181.92,0,0,0,0.055
178,360.17,640.81,363.35,643.32,0,0,1,0.087
179,470.15,180.12,472.73,183.40,0,0,0,0.094
180,540.74,320.31,547.16,328.32,0,0,0,0.538
181,380.86,250.67,385.93,256.35,0,1,1,0.305
182,407.70,37.16,413.50,42.12,0,0,0,0.303
183,650.29,490.92,653.54,493.45,0,0,0,0.09
184,520.06,520.53,524.22,521.86,0,0,1,0.059
185,550.75,60.09,594.20,104.89,0,0,0,19.6
186,720.68,20.07,731.12,21.16,0,0,0,0.117
187,520.24,470.57,523.44,475.11,0,0,1,0.159
188,430.23,280.34,440.54,285.44,0,0,1,0.541
189,440.16,10.71,448.07,17.17,0,0,0,0.53
190,780.35,560.75,786.07,565.79,0,0,0,0.303
191,530.88,630.44,538.84,636.84,0,0,1,0.529
192,550.72,447.71,553.85,452.20,0,0,0,0.154
193,830.77,320.32,833.98,322.80,0,0,0,0.087
194,160.14,740.61,200.14,787.42,0,0,0,18.864
195,406.77,455.77,407.86,456.27,0,0,1,0.007
196,150.53,830.36,156.94,838.43,0,0,0,0.541
197,400.22,930.65,404.68,933.85,0,0,0,0.152
198,0.30,920.36,5.99,925.33,0,0,0,0.298
199,510.77,350.93,512.05,352.87,0,0,0,0.031
200,370.64,860.44,371.89,862.48,0,0,0,0.032
201,520.41,770.82,523.54,772.41,0,1,1,0.055
202,430.42,820.24,438.35,826.78,0,0,0,0.538
203,700.14,330.12,701.22,331.13,0,0,0,0.014
204,720.29,330.91,726.07,335.82,0,0,0,0.299
205,280.12,970.10,285.14,975.78,0,0,0,0.302
206,180.71,300.73,182.81,301.98,0,0,0,0.03
207,790.23,340.81,796.65,348.81,0,0,0,0.538
208,180.74,160.79,181.91,162.80,0,0,0,0.03
209,430.36,480.57,434.81,483.82,0,0,1,0.154
210,150.28,920.93,195.09,973.26,0,0,0,23.606
211,40.46,230.24,68.04,270.57,0,0,0,11.244
212,130.27,727.11,135.65,729.82,0,0,0,0.154
213,735.46,513.33,736.42,513.91,0,0,0,0.007
214,400.62,630.61,406.24,635.68,0,0,1,0.3
215,340.52,470.76,364.30,510.76,0,0,1,9.632
216,820.25,470.61,828.27,477.06,0,0,0,0.537
217,430.26,750.37,431.48,752.37,0,0,1,0.03
218,260.46,260.84,263.73,262.49,0,1,1,0.059
219,290.52,860.14,295.08,863.30,0,0,0,0.154
220,0.53,50.31,6.25,55.36,0,0,0,0.304
221,760.22,750.37,762.78,753.64,0,1,0,0.094
222,530.65,820.44,532.30,821.21,0,0,0,0.015
223,610.77,340.61,611.84,345.65,0,0,0,0.069
224,710.21,480.86,730.27,532.41,0,0,0,10.496
225,90.50,740.48,95.46,746.15,0,1,0,0.298
226,168.35,126.24,169.97,127.02,0,0,0,0.015
227,720.37,860.84,721.21,862.50,0,0,0,0.019
228,550.51,740.93,552.93,744.11,0,1,1,0.086
229,700.36,550.11,701.87,553.32,0,0,0,0.058
230,720.46,410.21,721.72,416.68,0,0,0,0.101
231,217.17,106.89,219.65,110.05,0,0,0,0.088
232,244.18,467.84,247.32,470.38,0,0,1,0.087
233,450.91,90.82,452.82,92.11,0,1,0,0.029
234,240.67,490.93,241.85,492.94,0,0,0,0.03
235,373.46,692.08,378.37,697.70,0,0,1,0.293
236,480.38,970.68,483.62,976.17,0,0,0,0.194
237,0.35,170.85,8.48,171.86,0,0,0,0.085
238,490.40,840.12,490.90,841.14,0,0,0,0.008
239,420.78,250.32,421.28,251.28,0,0,1,0.008
240,500.88,210.44,502.83,211.78,0,0,0,0.03
241,350.61,830.78,356.28,835.83,0,0,0,0.301
242,830.93,800.61,831.95,809.91,0,0,0,0.123
243,750.13,680.73,755.85,685.76,0,0,0,0.303
244,680.73,330.61,685.78,336.26,0,1,0,0.302
245,110.89,870.30,111.63,871.93,0,0,0,0.017
246,151.21,266.87,154.42,268.51,0,0,0,0.058
247,180.26,50.59,188.21,57.08,0,0,0,0.535
248,270.25,280.78,274.87,288.28,0,0,1,0.369
249,170.26,370.17,179.90,371.91,0,0,0,0.173
250,380.33,30.30,388.40,36.70,0,0,0,0.536
251,370.60,580.71,373.70,583.14,0,0,1,0.083
252,440.14,440.29,443.94,441.49,0,0,1,0.049
253,20.19,50.20,23.33,54.67,0,0,0,0.154
254,366.15,687.45,369.28,692.03,0,1,1,0.157
255,760.79,600.35,767.26,608.30,0,0,0,0.538
256,340.28,570.37,343.41,571.99,0,0,0,0.056
257,740.09,60.87,748.14,67.38,0,0,0,0.544
258,490.20,340.07,493.41,341.71,0,0,0,0.058
259,670.05,300.86,676.17,315.21,0,0,0,0.921
260,154.79,320.52,155.34,321.52,0,1,0,0.009
261,750.44,350.11,752.67,353.38,0,0,0,0.083
262,640.45,10.84,642.52,12.07,0,0,0,0.029
263,440.07,760.91,445.16,766.69,0,1,1,0.312
264,130.69,460.37,137.20,471.34,0,0,0,0.747
265,750.71,260.58,776.42,300.63,0,0,0,10.417
266,376.42,709.51,381.79,721.45,0,0,1,0.677
267,370.22,210.47,373.34,212.10,0,0,1,0.056
268,738.70,475.97,744.31,480.97,0,0,0,0.295
269,570.68,540.63,572.33,541.42,0,0,1,0.015
270,520.38,170.06,522.95,173.33,0,0,0,0.094
271,380.79,230.74,386.41,235.75,0,0,1,0.297
272,110.17,20.58,111.17,21.08,0,0,0,0.007
273,350.08,970.17,352.06,971.33,0,0,0,0.026
274,180.31,120.06,185.23,122.63,0,0,0,0.134
275,470.21,370.53,473.39,374.93,0,0,1,0.153
276,810.07,670.92,815.73,675.86,0,0,0,0.294
277,470.55,520.68,473.72,535.44,0,1,1,0.512
278,130.45,790.36,133.67,794.77,0,0,0,0.155
279,490.42,780.15,505.34,792.58,0,0,0,1.892
280,730.18,860.69,731.39,867.40,0,0,0,0.101
281,810.34,590.92,816.08,595.90,0,0,0,0.301
282,90.22,690.19,93.41,691.83,0,0,0,0.057
283,680.94,970.53,682.61,971.41,0,0,0,0.017
284,590.41,950.30,590.91,951.22,0,0,0,0.007
285,90.95,60.08,98.90,66.51,0,1,0,0.53
286,260.39,200.36,260.89,201.37,0,0,0,0.008
287,800.31,320.82,810.75,321.94,0,0,0,0.12
288,680.52,350.70,681.02,351.60,0,0,0,0.007
289,380.73,790.14,381.89,798.89,0,0,0,0.128
290,780.08,230.75,780.93,232.39,0,0,0,0.019
291,40.49,920.23,43.77,928.11,0,0,0,0.282
292,480.75,820.07,481.78,820.57,0,0,0,0.007
293,10.20,610.70,15.98,615.67,0,0,0,0.302
294,600.64,540.51,604.35,545.64,0,0,0,0.206
295,240.90,210.36,244.05,212.77,0,1,1,0.083
296,145.40,267.67,146.11,269.29,0,0,0,0.016
297,620.86,320.80,622.93,322.07,0,0,0,0.03
298,170.83,260.78,172.27,261.79,0,0,0,0.018
299,610.86,910.18,617.46,918.27,0,0,0,0.558
300,510.51,180.30,513.70,181.99,0,0,0,0.059
301,760.72,920.06,766.47,923.06,0,0,0,0.181
302,168.28,123.88,169.34,124.38,0,0,0,0.007
303,540.15,570.33,543.27,571.91,0,0,1,0.054
304,70.07,480.57,114.35,520.96,0,0,0,18.006
305,210.49,750.73,215.93,753.80,0,0,0,0.176
306,230.06,880.72,231.88,894.66,0,0,0,0.296
307,440.85,488.60,445.76,494.40,0,0,1,0.302
308,220.39,800.10,223.69,802.63,0,0,0,0.091
309,210.67,20.08,215.18,23.29,0,0,0,0.154
310,490.10,420.91,498.05,427.46,0,0,0,0.54
311,150.38,620.24,152.48,621.55,0,0,0,0.031
312,144.77,271.57,170.62,317.84,0,0,0,12.098
313,280.46,280.07,284.99,283.18,0,0,1,0.15
314,590.65,320.91,597.22,335.38,0,0,0,0.994
315,90.88,150.08,92.66,151.13,0,0,0,0.022
316,310.26,880.68,315.75,886.27,0,0,0,0.324
317,170.59,250.49,172.19,251.19,0,0,0,0.013
318,163.68,123.74,166.90,128.18,0,1,0,0.156
319,630.70,430.74,635.22,434.03,0,0,0,0.159
320,400.49,20.84,403.32,30.38,0,0,0,0.299
321,390.92,560.13,392.07,562.14,0,0,1,0.029
322,520.77,240.92,525.83,246.70,0,0,0,0.31
323,171.55,107.97,176.03,111.21,0,0,0,0.155
324,355.29,689.00,356.45,691.00,0,0,0,0.029
325,200.23,180.44,201.80,183.64,0,0,0,0.06
326,300.36,50.77,301.24,52.32,0,0,0,0.018
327,80.55,860.67,86.34,865.62,0,0,0,0.301
328,200.34,10.15,201.35,19.77,0,0,0,0.126
329,250.65,960.66,251.40,962.17,0,0,0,0.016
330,100.09,810.21,104.67,813.44,0,0,0,0.158
331,440.34,900.18,451.93,907.86,0,1,0,0.913
332,660.89,590.15,665.48,593.26,0,1,0,0.152
333,80.65,240.92,81.16,242.00,0,0,0,0.009
334,610.62,550.42,654.27,602.95,0,0,0,23.087
335,250.75,210.16,253.99,211.74,0,0,1,0.056
336,60.09,950.10,64.49,953.26,0,0,0,0.149
337,161.72,119.11,162.64,119.61,0,0,0,0.006
338,300.14,450.63,303.36,452.21,0,0,1,0.056
339,660.64,210.52,661.23,211.50,0,0,0,0.009
340,600.19,660.66,604.11,665.04,0,0,0,0.185
341,100.53,50.54,107.05,58.61,0,1,0,0.55
342,710.91,170.16,712.56,170.98,0,0,0,0.016
343,420.36,760.83,422.03,761.55,0,0,1,0.014
344,300.41,710.48,301.27,712.02,0,0,0,0.018
345,425.14,48.10,429.76,49.52,0,0,0,0.07
346,710.07,220.78,711.68,221.52,0,1,0,0.014
347,300.47,930.61,301.24,932.19,0,0,0,0.017
348,90.20,430.93,94.74,432.46,0,0,0,0.074
349,780.17,610.23,783.42,612.66,0,0,0,0.086
350,660.75,20.45,662.42,21.22,0,0,0,0.015
351,230.89,430.72,234.18,432.39,0,0,1,0.06
352,30.40,400.07,33.67,404.55,0,0,0,0.16
353,630.93,840.56,632.58,843.66,0,0,0,0.06
354,650.77,380.07,653.30,383.20,0,1,0,0.089
355,360.66,760.82,365.66,766.53,0,0,1,0.303
356,130.34,830.23,135.96,841.83,0,1,0,0.687
357,710.92,600.70,712.77,612.53,0,0,0,0.254
358,340.67,330.43,341.20,331.49,0,0,1,0.009
359,250.62,600.38,253.91,601.89,0,0,0,0.054
360,450.69,530.23,453.80,532.69,0,0,1,0.084
361,790.48,970.86,792.56,972.97,0,0,0,0.05
362,139.72,301.48,142.94,306.00,0,0,0,0.159
363,490.68,520.37,495.19,523.65,0,1,1,0.158
364,440.13,560.39,460.16,606.07,0,0,1,9.287
365,760.35,70.68,763.73,73.43,0,0,0,0.101
366,563.66,876.98,566.91,879.43,0,0,0,0.087
367,831.88,665.33,836.85,670.93,0,0,0,0.295
368,407.28,53.09,408.32,65.63,0,0,0,0.168
369,740.12,550.50,740.67,551.54,0,0,0,0.009
370,690.76,280.69,692.35,281.51,0,0,0,0.015
371,538.13,858.46,543.89,863.44,0,0,0,0.302
372,340.88,720.72,354.50,722.17,0,0,0,0.202
