,tl_x,tl_y,br_x,br_y,type,time
0,4.00,89.71,9.00,94.71,1,0.25
1,78.43,52.32,84.55,62.06,0,0.596
2,44.65,0.00,45.81,7.83,0,0.091
3,121.00,0.00,122.05,2.87,0,0.03
4,121.00,56.14,124.19,59.29,0,0.1
5,0.00,58.16,4.41,59.54,0,0.061
6,57.94,55.29,59.11,56.58,0,0.015
7,69.90,15.07,72.24,17.85,0,0.065
8,98.06,49.87,105.42,61.76,0,0.875
9,44.10,70.85,47.07,76.61,0,0.171
10,103.49,36.79,111.98,45.10,0,0.706
11,59.19,14.23,60.23,17.66,0,0.036
12,121.00,36.60,124.68,47.67,0,0.407
13,0.09,35.13,5.49,37.79,0,0.144
14,114.63,0.00,120.20,11.77,0,0.656
15,15.19,4.00,29.70,10.28,0,0.911
16,15.35,11.91,18.86,15.00,0,0.108
17,22.33,51.09,23.99,54.62,0,0.059
18,55.56,3.61,57.37,6.81,0,0.058
19,111.18,69.37,112.89,70.87,0,0.026
20,79.01,23.83,80.28,24.94,0,0.014
21,0.00,49.29,1.30,50.50,0,0.016
22,20.12,10.61,28.38,17.39,0,0.56
23,89.71,0.00,93.60,6.14,0,0.239
24,34.07,40.63,35.15,42.29,0,0.018
25,0.00,55.26,3.51,57.19,0,0.068
26,14.88,72.98,18.79,86.16,0,0.515
27,0.00,79.71,12.41,89.76,0,1.247
28,15.17,35.54,28.21,39.85,0,0.562
29,0.00,41.65,13.13,43.10,0,0.19
30,65.42,8.83,66.42,17.87,0,0.09
31,118.45,16.79,126.34,26.46,0,0.763
32,3.04,65.57,4.35,79.44,0,0.182
33,0.84,15.74,4.00,26.95,0,0.354
34,121.00,70.88,123.06,78.08,0,0.148
35,19.12,64.72,29.05,66.51,0,0.178
36,53.79,30.51,65.33,40.64,0,1.169
37,100.26,20.42,111.89,21.64,0,0.142
38,32.36,33.96,35.11,34.96,0,0.028
39,6.11,26.25,12.80,27.38,0,0.076
40,77.13,29.82,78.38,40.86,0,0.138
41,16.45,0.00,22.54,1.21,0,0.074
42,64.44,28.35,66.25,30.47,0,0.038
43,121.00,26.55,122.03,28.57,0,0.021
44,71.64,61.06,72.76,65.73,0,0.052
45,38.81,15.04,49.09,19.14,0,0.421
46,47.96,52.91,49.07,57.56,0,0.052
47,37.01,0.00,38.14,2.29,0,0.026
48,98.22,24.62,99.22,25.62,0,0.01
49,13.63,17.59,16.88,21.67,0,0.133
50,120.58,79.71,122.29,82.30,0,0.044
51,121.00,6.83,129.72,10.27,0,0.3
52,54.04,59.87,58.89,67.05,0,0.348
53,40.21,0.00,41.76,11.42,0,0.177
54,110.45,10.32,113.31,11.33,0,0.029
55,121.00,65.03,130.04,66.23,0,0.108
56,100.78,40.52,101.78,43.86,0,0.033
57,121.00,48.66,129.20,49.87,0,0.099
58,29.24,73.33,31.88,79.54,0,0.164
59,87.20,67.21,88.44,69.18,0,0.024
60,14.04,24.36,15.43,25.57,0,0.017
61,99.47,34.28,101.85,35.28,0,0.024
62,77.05,47.35,79.22,51.99,0,0.101
63,27.60,30.75,31.45,32.82,0,0.08
64,58.52,72.01,72.28,76.17,0,0.572
65,81.19,30.86,82.78,45.57,0,0.234
66,50.38,40.19,51.40,41.33,0,0.012
67,121.00,53.47,122.21,54.67,0,0.015
68,26.32,61.59,28.44,62.71,0,0.024
69,0.00,10.67,2.89,12.86,0,0.063
