,x,y,z,type,sub_type,side,board,step,big,array,array_idx,comp_idx
0,143.5,13.5,-1,7,0,0,0,1,0,1,"[0"],"[0"]
1,137.395,19.835,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[180, 105, 149, 155, 39, 160, 127, 54, 124, 211, 56, 63, 74, 196, 190, 110"]
2,108.92,18.805,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[47, 136, 51, 111, 44, 163, 80, 125, 58"]
3,80.155,13.05,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[208, 81, 103, 165, 18, 36"]
4,58.625,19.5,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[10, 71, 66, 172, 55, 201, 72, 109, 202, 182, 161, 45, 162, 174, 69, 188"]
5,52.6,48.075,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[171, 158, 213, 29, 122, 126, 88, 90, 154"]
6,19.395,19.95,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[199, 13, 83, 189, 28, 31, 152, 169, 193, 142, 106, 98, 128, 146, 178, 173, 1, 107, 204, 185, 68, 151"]
7,19.635,55.965,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[194, 76, 75, 101, 53, 108, 117, 65, 156, 207, 15, 148, 177, 20, 150, 82, 113, 99, 133"]
8,27.55,72.015,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[197, 3, 123, 102, 97"]
9,16.735,97.43,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[9, 67, 170, 112, 203, 92, 138, 140, 64, 52, 139, 38, 17, 179, 8, 46, 121"]
10,55.115,99.675,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[78, 34, 100, 26, 200, 87, 70, 131, 24, 94, 104, 35, 209"]
11,62.42,71.67,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[5, 164, 32, 191, 166"]
12,97.535,97.34,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[41, 187, 19, 57, 195, 144, 159, 21, 61, 141, 7, 130, 50, 167, 95, 27"]
13,95.75,66.795,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[42, 4, 119, 198, 176, 147"]
14,92.565,50.685,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[212, 84, 135, 115, 137, 118, 73, 85, 48, 186, 153"]
15,128.99,58.57,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[2, 181, 62, 129, 60, 168, 12, 206, 143, 93, 134, 33, 175, 23, 210, 86"]
16,132.13,75.655,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[157, 30, 59, 37, 205, 183, 96, 40, 114, 120, 132, 184, 22"]
17,136.49,100.34,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[43, 116, 6, 79, 49, 25, 11, 89, 145, 192, 14, 16, 91, 77"]
