,name,tl_x,tl_y,br_x,br_y,step,array,array_group,type,sub_type,center,side,enable,board,mfov,offset_x,offset_y,z,body_condi,lead_condi
0,name,141.0,11.0,146.0,16.0,1,0,1,7,0,0,0,1,0,0,0,0,-1,2047,2047
1,name,21.67,26.33,35.28,30.47,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
2,name,142.0,41.23,148.8,54.45,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
3,name,23.87,73.83,36.79,82.67,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
4,name,104.34,62.27,106.46,69.96,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
5,name,51.09,71.99,52.3,82.17,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
6,name,142.0,91.72,150.63,96.7,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
7,name,77.6,105.09,85.85,106.09,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
8,name,14.26,79.16,21.88,81.25,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
9,name,0.0,105.09,8.12,110.41,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
10,name,39.43,3.1,52.02,4.15,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
11,name,122.16,103.83,123.45,110.21,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
12,name,120.22,40.85,121.41,49.32,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
13,name,8.36,12.49,9.51,13.61,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
14,name,119.4,94.78,120.4,97.76,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
15,name,14.8,57.0,17.0,61.39,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
16,name,120.48,90.58,122.17,91.72,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
17,name,17.58,85.71,26.64,94.4,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
18,name,72.12,19.42,79.9,22.39,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
19,name,105.67,105.09,108.35,111.25,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
20,name,27.27,64.49,39.27,68.32,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
21,name,101.35,88.08,110.23,100.91,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
22,name,120.11,60.58,121.12,63.59,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
23,name,109.18,50.1,113.24,51.11,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
24,name,71.9,105.09,73.0,118.78,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
25,name,126.26,98.08,130.86,106.22,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
26,name,37.23,93.34,46.78,94.38,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
27,name,86.94,87.78,90.82,89.72,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
28,name,3.6,19.26,6.77,23.12,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
29,name,40.81,50.28,53.92,51.41,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
30,name,142.0,71.68,150.98,78.6,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
31,name,0.0,26.15,6.02,27.74,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
32,name,61.49,68.65,68.48,78.03,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
33,name,113.73,64.67,117.33,71.5,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
34,name,40.94,105.09,43.48,107.6,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
35,name,66.06,80.57,68.92,93.57,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
36,name,79.4,23.62,81.15,26.1,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
37,name,142.0,59.88,143.28,66.5,1,0,1,0,0,0,0,1,0,0,0,0,-1,2047,2047
