,x,y,z,type,sub_type,side,board,step,big,array,array_idx,comp_idx
0,237.38,4.5,-1,7,0,0,0,1,0,1,"[0"],"[0"]
1,234.295,19.895,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[215, 280, 276, 647, 309, 569, 534, 635, 218, 47"]
2,210.1,13.425,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[49, 533, 241, 347, 475"]
3,176.095,18.38,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[62, 391, 130, 145, 388, 30, 180"]
4,138.855,18.805,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[478, 182, 117, 81, 226, 225, 252"]
5,106.195,40.525,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[507, 385, 494, 42, 530, 152"]
6,136.445,58.125,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[137, 279, 532, 331, 154"]
7,146.875,87.645,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[165, 393, 512, 399, 549"]
8,138.06,99.47,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[350, 44, 51, 402"]
9,128.545,124.58,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[242, 233, 364, 453"]
10,100.275,137.885,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[288, 54, 400, 189, 629, 580"]
11,96.41,94,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[457, 515, 342, 528"]
12,61.605,89.415,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[109, 417, 126, 295, 316, 536, 572, 416"]
13,67.27,58.325,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[326, 69, 259, 606, 64, 2, 473, 621"]
14,67.395,21.57,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[190, 132, 582, 332, 339"]
15,12.845,16.4,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[334, 480, 91"]
16,18.12,70.29,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[395, 634, 28, 461, 160, 249, 556"]
17,28.225,94.2,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[577, 437, 502, 92, 125, 458, 239, 261, 73, 278, 27, 383"]
18,19.17,122.075,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[170, 84, 86, 546"]
19,55.995,127.5,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[513, 177, 452, 269, 113, 68, 554"]
20,16.01,177.07,-1,0,0,0,0,0,0,1,"[0, 0"],"[541, 65"]
21,29.655,199.68,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[188, 77, 8, 284, 509, 525"]
22,18.59,236.22,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[254, 531, 518, 643, 319, 337, 380, 605, 183, 476"]
23,7.68,262.295,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[167, 67, 36, 595"]
24,10.965,285.71,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[642, 38, 560, 405, 394, 537, 34"]
25,18.285,326.835,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[588, 235, 143, 97, 542, 376"]
26,18.125,368.812,-1,0,0,0,0,0,1,1,"[0, 0"],"[203, 187"]
27,18.125,404.117,-1,0,0,0,0,0,1,1,"[0, 0, 0, 0"],"[203, 305, 631, 644"]
28,56.035,403.25,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[439, 174, 637, 98"]
29,66.505,366.825,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[169, 581, 106, 624"]
30,59.56,337.395,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[348, 607, 308, 272, 330"]
31,58.085,307.315,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[412, 375, 355, 641"]
32,67.245,273.42,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[324, 220, 501, 614, 4"]
33,49.205,255.48,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[74, 489, 264, 566, 372, 352, 314, 227, 623, 79"]
34,79.86,240.49,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[436, 133, 351, 593, 89, 115, 482, 303"]
35,59.66,219.96,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[447, 57, 66, 219, 425, 571, 434, 193"]
36,67.915,187.705,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[472, 584, 471, 645, 346, 221, 540"]
37,109.675,180.565,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[455, 329, 120, 268, 232, 345, 589, 618"]
38,106.99,206.605,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[443, 578, 344, 192, 210, 401, 150, 299, 409"]
39,116.09,239.875,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[15, 520, 135, 410, 1, 95, 424"]
40,101.175,268.435,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[408, 459, 185, 251"]
41,95.345,305.905,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[445, 238, 411, 263, 287, 17, 491, 454, 390, 633"]
42,99.71,339.94,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[562, 6, 321, 524, 173, 255, 294, 291, 430"]
43,118.975,382.005,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[20, 289, 50, 368, 479, 444, 488"]
44,155.955,376.345,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[422, 320, 75, 610, 122, 336, 270"]
45,158.055,408.125,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[587, 206, 141, 283, 328, 195"]
46,125.77,429.655,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[612, 492, 516, 131, 356"]
47,92.275,427.575,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[608, 39, 465, 366"]
48,79.205,444.88,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[627, 609, 55, 353, 197, 24, 184, 406, 438, 217, 111, 341, 222, 52"]
