,x,y,z,type,sub_type,side,board,step,big,array,array_idx,comp_idx
0,237.38,4.5,-1,7,0,0,0,1,0,1,"[0"],"[0"]
1,223.395,29.68,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[215, 280, 276, 647, 49, 533, 309, 569, 534, 635, 241, 218, 347, 475, 602, 47, 381, 32"]
2,226.24,81.815,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[118, 555, 369, 327, 466, 300, 613, 194, 231, 433, 382, 603, 597, 56, 567, 237, 243, 296"]
3,211.62,142.91,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[246, 522, 526, 626, 103, 318, 172, 426, 468, 107, 247, 274, 622, 155, 396"]
4,221.22,196.535,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[449, 116, 244, 186, 267, 202, 19, 179, 611, 134, 124, 378, 387, 121, 545"]
5,216.15,243.17,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[250, 557, 354, 11, 620, 497"]
6,228.16,285.375,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[583, 9, 112, 262, 451, 245, 18, 33, 211, 48, 181, 178, 407, 82, 551, 96, 469, 490, 240, 138, 477, 297, 367, 204, 568, 619, 46, 419"]
7,220.18,343.01,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[450, 529, 632, 379, 373, 304, 604, 617, 440, 429, 441, 29, 586, 21, 322"]
8,173.975,292.625,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[228, 163, 561, 198, 176, 414, 281, 413, 553, 325, 474, 552, 442, 140, 323, 216, 214, 616, 99, 404, 420, 340, 483"]
9,164.615,246.47,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[349, 298, 153, 590, 397, 26, 565, 224, 462, 365, 377, 302, 615, 548"]
