,x,y,comp_idx
0,880.0,25.0,[0]
1,880.0,25.64,"[904, 955, 947]"
2,869.75,39.64,"[935, 701, 910]"
3,862.89,60.11,[60]
4,880.0,85.02,[929]
5,855.78,99.38,"[442, 67, 160]"
6,852.63,117.96000000000001,[649]
7,860.28,119.08500000000001,[735]
8,862.66,148.82999999999998,"[108, 801]"
9,829.02,150.34,"[509, 297, 790, 169, 213]"
10,813.565,181.85500000000002,[689]
11,794.36,162.35,"[903, 219, 536, 774, 463]"
12,760.12,162.71,[647]
13,746.23,162.95,"[228, 634, 491]"
14,732.79,190.55,"[16, 425]"
15,736.145,207.425,[395]
16,723.88,221.84,[813]
17,725.53,237.86,"[694, 93, 310]"
18,746.67,245.27,[786]
19,760.15,231.83,[691]
20,784.655,245.36,[508]
21,787.64,224.17,"[610, 164, 554, 879, 911]"
22,821.77,217.48,"[279, 373, 952]"
23,835.7,204.31,[251]
24,880.0,203.58,[578]
25,880.0,231.07,"[436, 907, 243, 584]"
26,848.86,265.64,"[488, 864, 707]"
27,880.0,283.4,[683]
28,880.0,306.89,[906]
29,869.31,314.59,"[350, 650]"
30,842.4,320.68,"[865, 50, 264, 807, 220, 119]"
31,835.51,334.68,"[393, 505, 783]"
32,814.61,354.75,"[674, 489, 12, 482]"
33,787.29,300.02,"[181, 569]"
34,808.39,265.95,"[665, 183, 775]"
35,746.29,293.18,"[905, 795, 406]"
36,732.28,307.07,"[834, 10, 186]"
37,737.29,357.88,"[590, 722, 829]"
38,750.53,357.83,[85]
39,739.67,379.12,[736]
40,725.65,365.04,"[382, 153, 485, 440, 872]"
41,677.87,368.95,"[201, 28, 826]"
42,650.62,389.17,"[550, 136, 196]"
43,622.69,347.77,"[262, 882, 835]"
44,602.54,369.11,"[325, 887, 29]"
45,578.845,344.61,[305]
46,559.335,361.28499999999997,[848]
47,547.49,341.7,"[657, 666, 256]"
48,599.335,325.0,[877]
49,657.03,313.58,"[949, 410, 330, 73]"
50,670.41,299.73,[888]
51,691.39,245.41,"[364, 779, 558]"
52,667.165,222.04500000000002,[95]
53,663.82,204.12,"[760, 654]"
54,671.17,163.1,[191]
55,677.84,162.74,"[481, 921]"
56,649.46,142.095,[744]
57,615.86,156.23,"[40, 713, 773]"
58,616.2,176.78,[816]
59,593.465,153.375,[259]
60,596.475,133.58999999999997,[369]
61,609.16,101.25,[294]
62,588.68,94.17,[559]
63,588.47,52.81,"[825, 830, 380, 579]"
64,618.835,63.385000000000005,[32]
65,643.39,87.59,"[526, 96]"
66,664.14,39.05,"[793, 712, 381]"
67,641.6600000000001,30.564999999999998,[202]
68,712.33,32.65,"[466, 221, 418, 174]"
69,729.3599999999999,42.864999999999995,[283]
70,711.57,53.29,"[170, 107]"
71,753.56,66.28999999999999,"[894, 598, 672]"
72,769.6,63.315,[457]
73,762.885,49.115,[603]
74,794.03,46.489999999999995,"[462, 469, 453]"
75,800.93,25.51,"[130, 476, 814]"
76,814.73,25.12,[958]
77,787.1,73.74000000000001,"[232, 676]"
78,794.19,87.5,"[670, 31]"
79,718.91,107.77,"[625, 948]"
80,691.35,114.73,"[568, 407, 541, 938]"
81,714.8499999999999,167.82,[185]
82,609.09,210.77,"[342, 434, 619]"
83,604.9449999999999,234.16,[572]
84,595.5,252.15,"[304, 896, 426]"
85,581.74,258.65,"[620, 138, 309, 836, 68, 808]"
86,557.9,249.025,[658]
87,539.93,265.83000000000004,"[76, 280]"
88,513.19,292.77,"[700, 517]"
89,478.76,299.67,[154]
90,464.96,259.15,"[203, 414]"
