,Unnamed: 0,x,y,type,side,board,comp_idx
0,0,710.5,8.5,2,0,0,[0]
1,1,680.56,20.025,0,0,0,"[761, 674, 662, 1248]"
2,2,637.835,14.975,0,0,0,"[869, 1120, 1136, 335]"
3,3,656.29,51.0,0,0,0,"[271, 499, 923, 1240]"
4,4,688.16,59.43,0,0,0,"[100, 461, 912, 1316, 1325]"
5,5,697.085,97.245,0,0,0,"[474, 65, 799, 902, 1]"
6,6,666.1,91.855,0,0,0,[1413]
7,7,708.635,135.685,0,0,0,"[304, 671, 994]"
8,8,700.33,165.81,0,0,0,"[732, 749, 518, 107]"
9,9,695.82,209.165,0,0,0,"[621, 1175, 824, 867]"
10,10,698.19,251.96,0,0,0,"[583, 157, 490, 809]"
11,11,702.835,276.7,0,0,0,"[1363, 638, 1107]"
12,12,715.525,315.895,0,0,0,"[926, 768]"
13,13,697.27,359.59,0,0,0,"[512, 789, 1285, 1330, 1041, 51]"
14,14,699.04,396.65,0,0,0,"[75, 192, 391, 291, 829, 349]"
15,15,700.3,429.94,0,0,0,"[725, 941, 1379, 701, 1268, 747, 1275, 1012, 251, 180, 115, 578, 1290, 1286]"
16,16,696.925,474.335,0,0,0,"[992, 737, 865]"
17,17,662.2,431.495,0,0,0,"[7, 1381, 1055]"
18,18,659.3,387.425,0,0,0,"[649, 691, 1194, 409, 399, 23, 255, 421]"
19,19,658.325,326.23,0,0,0,"[233, 129, 884]"
20,20,656.565,289.83,0,0,0,"[42, 596, 394]"
21,21,654.32,251.42,0,0,0,"[1077, 96, 298]"
22,22,656.48,212.765,0,0,0,"[452, 1146, 1163]"
23,23,656.32,178.715,0,0,0,"[1094, 1223, 173]"
24,24,657.03,148.705,0,0,0,"[753, 1059, 1210]"
25,25,622.75,164.105,0,0,0,"[25, 33, 397]"
26,26,610.035,126.14,0,0,0,"[1305, 1165, 905, 707, 881, 86]"
27,27,618.605,56.575,0,0,0,"[626, 807, 413, 645]"
28,28,595.995,17.57,0,0,0,"[279, 1390, 598, 469, 914, 1246, 602, 1229, 1345, 976, 225, 757]"
