,x,y,comp_idx
0,576.0,25.0,[0]
1,576.0,25.34,"[234, 86]"
2,555.87,55.43,[244]
3,576.0,105.28,[91]
4,505.36,145.22,[27]
5,505.36,146.82,[27]
6,467.19,120.53,[73]
7,455.82,120.53,[73]
8,446.55,175.23,[165]
9,446.55,180.24,[165]
10,435.19,215.65,"[92, 130, 197]"
11,411.095,202.375,[63]
12,415.49,255.24,"[248, 154, 208, 114]"
13,431.20500000000004,276.45000000000005,[242]
14,446.97,303.76,"[37, 133, 141, 12]"
15,465.66,295.56,[224]
16,465.93,275.53999999999996,"[137, 186]"
17,485.32,275.87,[71]
18,483.81,262.08000000000004,[161]
19,499.28,268.34,[103]
20,499.28,255.06,[103]
21,495.17,235.19,"[246, 263]"
22,463.205,253.41500000000002,[60]
23,495.54,295.52,"[68, 5]"
24,525.6600000000001,325.87,[207]
25,528.21,325.87,[207]
26,545.79,319.61,"[15, 21, 230]"
27,555.27,281.49,[69]
28,555.7,275.32,[322]
29,563.06,281.49,[69]
30,574.27,223.57999999999998,[153]
31,576.0,205.41,[129]
32,576.0,205.26,[268]
33,515.89,195.06,[176]
34,394.78,144.41,[309]
35,394.78,135.84,[309]
36,335.41,135.56,[261]
37,317.0,114.69,"[45, 270, 147, 296]"
38,325.85,105.66,"[256, 287]"
39,327.13,93.16,[332]
40,315.66999999999996,75.28999999999999,[44]
41,296.63,42.17,"[205, 226]"
42,302.86,25.0,"[316, 168, 281, 122, 94]"
43,272.62,25.0,[2]
44,275.69,55.6,[14]
45,275.69,59.56,[14]
46,255.48,85.88,[131]
47,271.04999999999995,100.68,[101]
48,235.66,125.61,[121]
49,185.54,125.92,[54]
50,185.54,138.68,[54]
51,165.68,138.68,[54]
52,165.68,125.92,[54]
53,142.475,81.425,[58]
54,142.63,56.120000000000005,[204]
55,163.05,55.260000000000005,"[102, 273, 152, 285, 217]"
56,178.34,44.370000000000005,"[34, 321, 183]"
57,188.46,25.0,"[215, 164, 151, 203]"
58,240.82,25.0,[33]
59,343.91499999999996,44.21,[97]
60,347.39,45.06,[280]
61,347.39,52.43000000000001,[280]
62,355.48,45.06,"[119, 107]"
63,365.14,35.84,[163]
64,405.83,25.89,[301]
65,425.43,45.239999999999995,[199]
66,475.77,25.33,[320]
67,495.76,25.58,[52]
68,345.72,195.51,"[235, 195, 283]"
69,355.19,225.94,[84]
70,305.94,205.86,[198]
71,285.13,205.08,[240]
72,285.44,165.24,[135]
73,295.05,145.20999999999998,[271]
74,235.48,205.45,[144]
75,215.37,225.39,[328]
76,185.21,225.54,"[24, 150]"
77,155.52,235.87,[65]
78,157.6,271.74,"[7, 315, 331]"
79,155.68,285.6,[275]
80,125.14,285.55,"[219, 146]"
81,96.0,286.46,"[166, 113, 279, 312]"
82,85.86,315.26,[96]
83,85.69,335.21,[88]
84,85.69,360.54,[88]
85,52.9,334.485,[23]
86,25.14,355.05,[306]
87,55.08,395.77,[77]
88,66.065,430.08500000000004,[206]
89,85.32,451.32,[128]
90,61.655,465.0,[136]
91,35.4,475.91,"[250, 305]"
92,75.19,525.4200000000001,"[1, 105, 126]"
93,78.195,576.4,[212]
94,81.285,580.68,[293]
95,74.52000000000001,597.58,"[81, 160]"
96,50.33,575.335,[277]
97,25.7,605.88,[313]
98,45.760000000000005,645.0,[6]
99,75.78999999999999,645.0,"[253, 79]"
100,125.89,635.4,[319]
101,165.41,615.12,[169]
102,175.14,595.18,"[74, 269]"
103,175.59,565.1,[36]
104,185.33,555.14,[87]
105,205.67,505.73,[259]
106,181.995,482.36,[266]
107,195.47,455.91,[11]
108,205.71,445.81,"[78, 326]"
109,237.0,465.96500000000003,[211]
110,253.63,457.15,"[257, 182, 310, 57, 317]"
111,276.77,433.42,[184]
112,276.77,425.68,[184]
113,311.15,451.885,[262]
114,335.3,475.27,"[120, 117, 175]"
115,345.63,462.03499999999997,[221]
116,367.37,483.02,"[115, 237, 40]"
117,400.08500000000004,445.745,[303]
118,395.15,425.71,"[49, 187]"
119,426.13,391.48,[85]
120,415.06,365.4,"[170, 192]"
121,403.4,368.06,[276]
122,395.41,355.07,[124]
123,394.05,343.66499999999996,[89]
124,374.20000000000005,337.15999999999997,[59]
125,364.8,325.26,"[265, 272, 134, 318, 156]"
126,380.37,320.68,"[213, 191]"
127,370.12,300.775,[196]
128,356.95500000000004,297.94,[284]
129,365.3,285.88,"[227, 243, 28]"
130,385.8,285.49,"[258, 307]"
131,340.05,300.775,[25]
132,333.42,324.94,"[22, 185, 132, 200]"
133,325.44,355.81,"[80, 8]"
134,331.64,366.24,[99]
135,305.77,366.24,[99]
136,299.39,376.99,[330]
137,299.01,386.61,[29]
138,275.95,354.25,[35]
139,234.45,389.06,"[13, 241]"
140,192.805,392.95500000000004,[100]
141,172.04,387.71,"[32, 189, 325]"
142,165.69,395.41,[254]
143,135.66,415.25,[294]
144,136.02,435.22,[245]
145,136.02,437.61,[245]
146,109.63,436.31,[181]
147,103.15,402.935,[39]
148,106.07,317.95,[110]
149,106.07,315.38,[110]
150,73.485,264.35,[252]
151,64.0,238.74,"[111, 159, 193, 239, 292, 90]"
152,55.260000000000005,243.48,[93]
153,25.7,245.09,"[289, 16]"
154,24.119999999999997,255.34,[19]
155,24.119999999999997,283.42,[19]
156,105.06,225.94,[336]
157,115.81,215.5,"[31, 26]"
158,135.2,175.15,[264]
159,85.06,115.52,"[300, 177]"
160,62.51,93.35499999999999,[255]
161,25.0,96.285,[143]
162,35.2,135.93,[123]
163,25.51,155.81,[324]
164,25.85,55.18,[335]
165,35.81,35.54,"[278, 190]"
166,75.75999999999999,25.12,[238]
167,205.59,275.09000000000003,[10]
168,197.98,316.07,[314]
169,218.98,337.86,[64]
170,249.05,305.62,[142]
171,249.05,295.65,[142]
172,295.35,275.61,[288]
173,377.41,369.15,"[267, 83]"
174,452.4,371.45500000000004,[98]
175,465.86,385.33,[298]
176,475.84,395.67,[172]
177,475.07,439.19,[76]
178,478.54,439.19,[76]
179,465.57,445.9,[334]
180,420.17,467.31,[323]
181,455.09,515.81,"[178, 3]"
182,475.36,535.57,[62]
183,477.73,535.57,[62]
184,436.69,546.66,"[249, 41, 140, 194, 297, 155]"
185,415.31,555.11,"[157, 46]"
186,426.29,571.77,[329]
187,445.42,595.94,"[209, 9]"
188,435.26,635.87,"[108, 222]"
