,tl_x,tl_y,br_x,br_y,type,time
0,207.20,196.00,212.20,201.00,1,0.25
1,115.92,124.59,128.34,138.05,0,1.672
2,174.64,157.79,176.90,170.66,0,0.291
3,145.73,119.21,147.02,124.26,0,0.065
4,171.88,204.54,174.73,215.11,0,0.301
5,71.12,71.18,76.17,76.46,0,0.267
6,190.62,90.18,195.60,91.25,0,0.053
7,26.70,141.41,27.70,142.52,0,0.011
8,170.67,10.44,183.83,11.92,0,0.195
9,98.29,173.81,101.27,187.38,0,0.404
10,9.87,170.72,11.31,179.28,0,0.123
11,60.69,10.68,63.89,15.85,0,0.165
12,113.99,0.00,117.17,6.44,0,0.205
13,64.48,176.72,68.24,178.29,0,0.059
14,82.11,177.75,83.38,178.79,0,0.013
15,133.42,149.63,134.98,150.69,0,0.017
16,91.84,3.22,94.37,9.34,0,0.155
17,124.35,0.00,132.05,5.24,0,0.403
18,158.18,18.75,162.73,25.03,0,0.286
19,188.16,119.22,199.11,120.31,0,0.119
20,163.73,108.10,165.12,118.33,0,0.142
21,40.53,20.66,52.49,31.11,0,1.25
22,40.43,93.55,44.91,106.50,0,0.58
23,47.36,125.18,48.69,133.87,0,0.116
24,50.79,150.30,53.13,158.28,0,0.187
25,193.32,160.73,202.12,164.00,0,0.288
26,65.42,161.91,73.24,162.91,0,0.078
27,116.79,199.38,118.74,214.29,0,0.291
28,110.56,20.09,123.03,21.12,0,0.128
29,92.94,102.40,94.85,112.93,0,0.201
30,150.75,210.90,157.63,216.17,0,0.363
31,111.62,107.66,118.79,120.02,0,0.886
32,42.93,147.28,57.47,148.28,0,0.145
33,40.54,62.75,44.16,63.87,0,0.041
34,84.57,166.83,87.38,171.94,0,0.144
35,5.97,95.48,9.36,108.23,0,0.432
36,152.17,117.78,160.65,119.41,0,0.138
37,180.90,30.57,184.67,36.32,0,0.217
38,3.92,158.40,6.84,160.22,0,0.053
39,108.06,182.71,109.55,183.78,0,0.016
40,192.43,171.07,193.68,183.33,0,0.153
41,190.55,130.75,192.14,138.57,0,0.124
42,20.57,20.74,24.74,32.91,0,0.507
43,24.78,146.31,26.24,152.50,0,0.09
44,197.20,147.20,198.20,149.60,0,0.024
45,148.56,7.16,157.39,8.18,0,0.09
46,187.64,88.50,188.71,89.89,0,0.015
47,30.73,210.59,33.35,211.68,0,0.029
48,49.08,102.06,63.13,115.09,0,1.831
