,tl_x,tl_y,br_x,br_y,type,time
0,6.00,10.00,11.00,15.00,1,0.25
1,140.44,220.93,148.67,224.48,0,0.292
2,392.16,339.69,395.29,351.09,0,0.357
3,253.76,297.01,254.77,307.31,0,0.104
4,330.13,370.45,331.13,382.48,0,0.12
5,434.56,374.21,436.23,375.22,0,0.017
6,181.82,216.79,187.20,230.84,0,0.756
7,320.72,190.29,334.01,191.84,0,0.206
8,190.06,200.71,191.90,208.52,0,0.144
9,440.75,10.19,442.80,11.23,0,0.021
10,387.72,361.11,388.72,367.24,0,0.061
11,0.00,185.52,13.92,186.98,0,0.203
12,260.74,0.79,264.06,4.96,0,0.138
13,290.77,220.92,304.72,227.18,0,0.873
14,363.00,250.17,364.23,257.18,0,0.086
15,68.62,30.63,82.17,42.48,0,1.606
16,110.71,190.79,119.98,193.75,0,0.274
17,100.27,120.25,110.34,124.20,0,0.398
18,200.19,170.80,209.08,173.83,0,0.269
19,167.40,76.98,169.48,79.69,0,0.056
20,120.77,130.69,122.50,131.69,0,0.017
21,410.33,360.48,419.76,374.98,0,1.367
22,249.17,302.90,250.56,303.93,0,0.014
23,440.19,310.56,441.25,315.59,0,0.053
24,352.70,331.99,356.76,336.82,0,0.196
25,140.06,90.68,152.94,100.73,0,1.294
26,374.45,59.43,381.02,61.11,0,0.11
27,300.06,50.73,321.50,96.44,0,9.798
28,226.19,300.68,228.63,311.60,0,0.266
29,217.95,370.58,219.08,375.48,0,0.055
30,292.94,372.85,294.04,378.18,0,0.059
31,351.59,356.18,353.03,362.95,0,0.097
32,201.27,179.12,202.37,180.87,0,0.019
33,340.61,100.54,348.00,109.04,0,0.628
34,400.48,300.78,404.01,313.45,0,0.447
35,196.43,366.17,200.58,379.23,0,0.542
36,270.56,0.37,273.51,1.50,0,0.033
37,340.15,270.67,354.05,276.51,0,0.812
38,390.66,240.08,415.14,293.69,0,13.124
39,318.06,270.46,325.83,275.90,0,0.423
40,265.09,374.21,278.00,375.42,0,0.156
41,361.07,360.64,362.94,370.01,0,0.175
42,270.21,300.86,282.53,303.03,0,0.267
43,29.78,190.63,34.92,201.69,0,0.568
44,407.93,374.21,410.23,377.57,0,0.077
45,131.55,342.40,135.38,354.94,0,0.48
46,400.39,110.47,403.85,112.14,0,0.058
47,250.14,350.36,260.70,362.10,0,1.24
48,439.33,278.53,440.45,283.60,0,0.057
49,0.08,40.70,6.87,45.57,0,0.331
50,140.07,230.24,143.21,243.32,0,0.411
51,27.34,207.17,32.75,210.78,0,0.195
52,380.08,110.67,381.71,122.10,0,0.186
53,208.14,87.23,214.45,89.62,0,0.151
54,83.57,29.88,90.27,32.19,0,0.155
55,100.33,250.50,101.77,255.51,0,0.072
56,130.57,260.39,132.00,270.32,0,0.142
57,270.69,10.74,283.05,13.07,0,0.288
58,290.41,270.85,292.61,272.08,0,0.027
59,202.15,102.82,203.29,103.88,0,0.012
60,130.74,110.06,131.95,111.34,0,0.015
61,163.93,374.21,166.55,377.08,0,0.075
62,332.34,344.90,335.71,346.06,0,0.039
63,224.55,182.61,225.55,183.62,0,0.01
64,411.49,346.60,417.85,353.63,0,0.447
65,435.16,243.96,437.66,251.70,0,0.194
66,60.58,190.94,69.12,193.63,0,0.23
67,180.58,180.56,181.94,181.61,0,0.014
68,330.08,240.39,340.63,241.68,0,0.136
69,260.71,240.92,261.80,243.75,0,0.031
70,93.22,53.05,94.43,54.40,0,0.016
71,398.55,93.43,402.75,94.46,0,0.043
72,70.21,325.60,72.67,338.59,0,0.32
73,110.42,240.62,113.77,241.66,0,0.035
74,150.90,270.52,156.83,273.78,0,0.193
75,257.32,172.26,261.02,173.65,0,0.051
76,200.36,350.63,202.23,352.63,0,0.037
77,441.00,27.88,450.79,32.61,0,0.463
78,210.71,320.36,211.71,328.03,0,0.077
79,110.37,160.95,114.54,173.86,0,0.538
80,10.60,230.94,17.11,236.72,0,0.376
81,84.08,354.23,85.19,367.71,0,0.15
82,122.83,113.04,124.71,115.56,0,0.047
83,423.34,226.11,428.16,234.70,0,0.414
84,310.93,217.50,323.00,219.43,0,0.233
85,171.90,369.72,178.28,373.63,0,0.249
86,177.96,110.37,180.36,113.69,0,0.08
87,240.57,60.11,242.06,67.51,0,0.11
88,393.51,374.21,401.70,380.17,0,0.488
89,241.46,374.21,249.23,382.96,0,0.68
90,27.18,164.45,28.26,169.98,0,0.06
91,231.72,337.09,232.80,340.66,0,0.039
92,89.31,82.08,91.83,84.49,0,0.061
93,220.86,330.27,226.15,344.28,0,0.741
94,50.91,130.73,60.23,134.52,0,0.353
95,230.15,366.50,235.55,373.28,0,0.366
96,390.50,330.35,393.09,332.49,0,0.055
97,24.56,158.71,30.35,163.09,0,0.254
98,90.37,370.31,94.13,379.85,0,0.359
99,260.14,100.44,300.22,126.98,0,10.637
100,79.90,367.63,83.06,373.76,0,0.194
101,30.84,170.73,39.33,171.74,0,0.086
102,27.47,136.53,35.42,142.04,0,0.438
103,430.86,110.28,441.13,123.89,0,1.398
104,300.86,200.53,302.78,212.25,0,0.225
105,411.00,294.22,424.56,295.91,0,0.229
106,235.44,319.57,239.98,322.67,0,0.141
107,222.63,108.62,223.94,111.30,0,0.035
108,70.94,70.18,80.51,76.57,0,0.612
109,310.41,340.77,311.66,347.46,0,0.084
110,228.81,346.90,230.90,350.13,0,0.068
111,390.32,88.60,395.52,89.62,0,0.053
112,0.35,230.64,2.67,236.20,0,0.129
113,60.47,70.45,68.46,75.43,0,0.398
114,160.72,230.66,174.53,231.98,0,0.182
115,170.56,250.48,171.58,259.11,0,0.088
116,377.72,28.75,380.83,34.76,0,0.187
117,304.17,200.95,305.17,205.86,0,0.049
118,38.55,109.31,39.99,110.36,0,0.015
119,407.83,56.06,409.31,57.10,0,0.015
120,165.51,183.16,178.60,184.45,0,0.169
121,441.00,323.55,444.28,324.85,0,0.043
122,170.52,330.08,176.28,334.36,0,0.247
123,372.93,373.36,374.04,386.90,0,0.15
124,440.74,368.09,450.28,373.24,0,0.491
125,90.55,40.74,105.20,42.17,0,0.209
126,345.91,7.22,353.90,21.69,0,1.156
127,106.74,325.00,112.30,327.69,0,0.15
128,20.94,130.60,26.43,131.85,0,0.069
129,410.82,330.50,425.09,337.08,0,0.939
130,264.77,351.17,270.27,366.10,0,0.821
131,360.30,320.55,367.61,323.50,0,0.216
132,93.44,363.20,96.23,367.34,0,0.116
