,x,y,comp_idx
0,25.0,25.0,[0]
1,361.03,145.5,"[138, 1, 195]"
2,639.93,708.84,"[216, 824, 3]"
3,95.28,809.98,"[775, 2, 158]"
4,82.22999999999999,842.12,[721]
5,107.63,874.0,"[491, 652, 789, 25]"
6,133.43,861.0,"[88, 22, 92]"
7,183.59,874.0,[394]
8,190.12,874.0,"[436, 581]"
9,215.5,867.15,[203]
10,228.95,856.0550000000001,[409]
11,215.59,836.07,[575]
12,228.23,829.15,"[739, 566]"
13,229.0,812.735,[289]
14,253.32,816.67,"[58, 459, 126]"
15,279.775,829.5,[807]
16,304.17,848.71,[837]
17,304.42,874.0,[692]
18,310.27,874.0,"[320, 836, 385, 296]"
19,360.6,848.07,[506]
20,367.42,841.63,"[760, 31, 98, 78, 479, 804, 748, 248]"
21,385.85,874.0,"[546, 194, 740, 476]"
22,417.55,842.26,"[142, 550, 87]"
23,436.62,874.0,"[481, 424]"
24,487.96,874.0,[445]
25,513.27,867.79,"[167, 496, 364]"
26,538.03,874.0,"[799, 168]"
27,545.615,855.885,[608]
28,569.97,874.0,[428]
29,582.32,848.13,"[439, 115, 6, 578, 514]"
30,558.12,824.77,[354]
31,544.84,798.02,"[300, 73]"
32,521.44,773.855,[698]
33,538.1,759.58,[49]
34,550.56,728.14,"[732, 392, 17]"
35,575.87,715.26,"[298, 166, 452, 759]"
36,588.74,709.0,[690]
37,651.4300000000001,729.48,[112]
38,648.82,754.19,"[472, 363, 330, 133]"
39,670.89,753.3,[63]
40,690.0,741.03,"[286, 635, 33, 243, 547]"
41,681.925,776.075,[443]
42,664.75,802.71,"[335, 13]"
43,659.6,811.99,[734]
44,641.365,778.505,[381]
45,610.06,779.28,"[246, 222, 451]"
46,601.39,791.38,[161]
47,645.91,874.0,"[416, 18]"
48,690.0,842.29,[607]
49,645.77,670.71,"[535, 404]"
50,690.0,645.45,"[498, 811]"
51,690.0,639.25,[421]
52,690.0,620.92,[689]
53,673.505,621.665,[60]
54,646.26,607.77,"[736, 268, 758, 724, 754, 656]"
55,608.12,626.66,[185]
56,601.38,633.01,[214]
57,595.08,633.38,"[256, 117, 217]"
58,535.0,645.91,[134]
59,535.0,647.73,[134]
60,525.1600000000001,633.54,[187]
61,531.5,614.02,"[358, 303]"
62,507.07,590.13,[403]
63,480.9,569.48,"[544, 315]"
64,487.48,544.21,"[326, 543, 270, 123, 145, 727]"
65,465.655,535.9649999999999,[292]
66,443.27,513.12,[803]
67,449.6,500.26,"[711, 220, 10, 200, 8, 144]"
68,468.6,493.7,"[586, 336]"
69,481.61,469.02,"[617, 726]"
70,458.19,444.815,[227]
71,455.88,424.33,"[359, 389]"
72,456.2,404.99,"[313, 475]"
73,436.8,401.91999999999996,[274]
74,463.29,384.68,[720]
75,469.8,367.69,[253]
76,462.24,342.43,[593]
77,440.515,321.46500000000003,[36]
78,418.37,347.99,"[729, 525, 527, 706, 410]"
79,386.7,348.25,[24]
80,354.23,354.5,"[192, 40, 263]"
81,356.76,331.88,[89]
82,331.64,336.525,[348]
83,322.72,303.6,[643]
84,308.89,306.82,"[102, 556]"
85,279.765,293.495,[846]
86,260.1,278.83000000000004,"[307, 770, 290, 201, 590]"
87,266.08000000000004,253.74,"[344, 536, 154, 324, 843, 649, 131, 212, 830]"
88,291.14,241.0,[295]
89,322.58,240.75,[764]
90,347.89,259.5,"[738, 695, 240, 366, 334]"
91,355.01,215.39,[96]
92,332.305,191.95,[438]
93,348.12,177.31,"[582, 688, 511, 587, 379]"
94,310.27,171.49,[745]
95,297.85,158.49,[605]
96,288.435,166.31,[425]
97,266.54,159.675,[431]
98,253.32,126.81,"[157, 761]"
99,259.9,95.18,"[797, 172]"
100,236.2,71.815,[672]
101,247.06,56.92,[487]
102,253.65,25.67,"[370, 415, 648]"
103,243.49,25.0,[454]
104,221.93,31.94,"[19, 456]"
105,183.8,56.730000000000004,"[464, 43, 568]"
106,147.925,90.65,[619]
107,132.82999999999998,63.72,[264]
108,133.34,32.26,"[827, 228]"
109,82.15,25.16,"[371, 560, 488]"
110,64.555,45.25,[816]
111,64.26,63.845,[687]
112,58.425,84.325,[440]
113,37.81,82.53999999999999,[175]
114,38.01,70.08,"[380, 533]"
115,38.57,63.87,"[375, 39, 660]"
116,25.0,59.11,[280]
117,25.13,88.91,"[679, 64]"
118,52.739999999999995,108.5,[353]
119,51.120000000000005,139.29000000000002,[29]
120,31.97,151.88,"[107, 441, 647, 239, 646]"
121,25.990000000000002,186.43,[210]
122,50.39,209.08,"[573, 637, 683, 143]"
123,39.7,241.32999999999998,[794]
124,25.54,247.15,"[241, 237, 715]"
