,Unnamed: 0,x,y,type,side,board,comp_idx
0,0,18.5,249.5,2,0,0,[0]
1,1,12.965,231.1,0,0,0,"[23, 36, 58, 86]"
2,2,17.56,176.915,0,0,0,"[54, 103, 87, 101, 38]"
3,3,36.23,135.765,0,0,0,"[39, 88, 43, 52]"
4,4,27.41,118.087,0,0,0,"[70, 96, 67, 80]"
5,5,27.41,92.9225,0,0,0,"[70, 57, 25, 63, 8, 102]"
6,6,7.05,117.67,0,0,0,"[90, 55]"
7,7,63.625,108.58,0,0,0,"[98, 71, 26, 3, 50, 56, 46]"
8,8,82.465,116.01,0,0,0,"[76, 5]"
9,9,84.775,156.265,0,0,0,"[17, 20, 4]"
10,10,60.25,176.455,0,0,0,"[69, 37, 19, 89, 78, 100]"
11,11,62.485,196.835,0,0,0,[93]
12,12,66.845,228.235,0,0,0,"[62, 7, 42, 59, 105, 33]"
13,13,95.8,222.54,0,0,0,"[60, 47, 48, 32, 45, 41]"
14,14,95.8,193.14,0,0,0,[60]
15,15,126.31,231.385,0,0,0,"[24, 81, 106]"
16,16,125.53,196.88,0,0,0,"[1, 94, 66, 12, 11]"
17,17,131.415,145.51,0,0,0,"[83, 84, 82]"
18,18,116.955,107.585,0,0,0,"[44, 30, 61, 104]"
19,19,119.02,66.79,0,0,0,"[74, 53, 75, 29, 31]"
20,20,91.745,66.165,0,0,0,"[79, 97, 72, 28]"
21,21,55.33,61.535,0,0,0,"[64, 77, 99, 95]"
22,22,26.125,55.32,0,0,0,"[6, 18, 35, 16, 65]"
23,23,22.805,15.245,0,0,0,"[22, 13, 2, 15]"
24,24,64.095,3.245,0,0,0,[91]
25,25,63.945,25.885,0,0,0,"[73, 85, 14, 27]"
26,26,91.715,26.78,0,0,0,"[9, 21, 49, 34]"
27,27,125.78,37.355,0,0,0,"[51, 92, 10, 40, 68]"
