,Unnamed: 0,x,y,type,side,board,comp_idx
0,0,18.5,249.5,2,0,0,[0]
1,1,12.965,231.1,0,0,0,"[86, 58, 36, 23]"
2,2,66.845,228.235,0,0,0,"[59, 41, 42, 7, 62, 33, 105]"
3,3,115.395,221.325,0,0,0,"[94, 47, 1, 106, 81, 24, 45, 32, 66, 48]"
4,4,104.785,204.795,0,0,0,"[12, 60, 11]"
5,5,65.945,181.955,0,0,0,"[89, 19, 37, 93, 17]"
6,6,35.46,176.915,0,0,0,"[103, 54, 69, 38, 101, 100, 78]"
7,7,21.71,148.125,0,0,0,"[87, 88, 39, 55, 67, 43]"
8,8,22.255,104.825,0,0,0,"[90, 70, 96, 102, 8, 80, 63, 25, 57]"
9,9,72.31,111.965,0,0,0,"[98, 76, 71, 26, 3, 50, 52, 56, 46, 5]"
10,10,84.975,149.54,0,0,0,"[20, 4]"
11,11,131.25,140.475,0,0,0,"[83, 82, 84, 104, 61]"
12,12,113.895,87.195,0,0,0,"[75, 53, 97, 29, 30, 44, 31]"
13,13,125.78,42.445,0,0,0,"[74, 68, 40, 10, 92, 51]"
14,14,81.795,21.875,0,0,0,"[21, 9, 73, 49, 91, 27, 14, 34]"
15,15,64.995,65.97,0,0,0,"[79, 28, 72, 99, 77, 64, 65, 95]"
16,16,23.69,55.32,0,0,0,"[16, 35, 18, 6]"
17,17,31.1,18.87,0,0,0,"[15, 2, 13, 22, 85]"
